Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Jimmy Endersby","HOU",4,5,,4.60882,26,9,,,70.3,316,68,39,36,8,39,0,3,54,6.91323,4.99289,1.38462,1.02418,0.170886,0.123418,0.04746834933757782,0.248175,1.52205,0.283019,0.709812,,,4.99046,0.122073,0.38424,999,,,,"sa3014921"
"Thyago Vieira","MIL",3,3,,4.43255,41,0,,,46.7,201,43,25,23,7,17,0,4,49,9.44325,3.27623,2.88235,1.34904,0.243781,0.0845771,0.15920397639274597,0.238889,1.2848,0.290323,0.697211,,,4.45418,0.1212,0.0833412,999,,,,"14510"
"Alec Gamboa","LAD",5,5,,4.84502,26,5,,,61.3,275,62,35,33,8,32,0,2,48,7.04731,4.69821,1.5,1.17455,0.174545,0.116364,0.05818181484937668,0.257261,1.53344,0.291892,0.71256,,,5.04949,0.121036,0.135966,999,,,,"sa3011249"
"Oddanier Mosqueda","NYY",3,4,,4.55497,42,2,,,57.3,251,49,31,29,7,27,0,7,58,9.10995,4.24084,2.14815,1.09948,0.231076,0.10757,0.12350597977638245,0.225806,1.32635,0.276316,0.679758,,,4.59885,0.119804,0.0521515,999,,,,"sa917882"
"Jakob Hernandez","BAL",2,3,,4.21277,40,0,,,47,203,42,24,22,6,21,1,2,50,9.57447,4.02128,2.38095,1.14894,0.246305,0.103448,0.1428571417927742,0.233333,1.34043,0.290323,0.714286,,,4.25504,0.117298,0.0887047,999,,,,"sa3004823"
"Nick Mears","COL",3,3,,4.76821,44,0,,,45.3,203,41,26,24,6,27,1,2,50,9.93377,5.36424,1.85185,1.19205,0.246305,0.133005,0.11330050230026245,0.235632,1.5011,0.29661,0.704698,,,4.68992,0.116842,0.242865,999,,,,"25376"
"Luis Cessa","KCR",2,3,,4.78723,27,5,,,47,207,50,27,25,6,19,1,1,33,6.31915,3.6383,1.73684,1.14894,0.15942,0.0917874,0.06763285398483276,0.26738,1.46809,0.297297,0.693069,,,4.78696,0.116789,0.201059,999,,,,"13345"
"Peyton Alford","SEA",4,3,,4.21277,37,1,,,47,206,41,24,22,5,23,0,4,48,9.19149,4.40426,2.08696,0.957447,0.23301,0.11165,0.12135922908782959,0.22905,1.3617,0.285714,0.701754,,,4.31887,0.116205,0.0959078,999,,,,"sa3016843"
"Pedro Fernandez",,2,4,,5.08172,21,9,,,67.3,300,74,41,38,11,27,0,2,47,6.28529,3.6107,1.74074,1.47103,0.156667,0.09,0.06666666269302368,0.273063,1.50074,0.295775,0.700935,,,5.27584,0.115955,0.170079,999,,,,"sa657697"
"Houston Roth","BAL",4,6,,4.84716,20,7,,,68.7,307,70,40,37,9,33,0,3,53,6.94323,4.32314,1.60606,1.17904,0.172638,0.107492,0.06514657288789749,0.258303,1.49927,0.291866,0.696903,,,4.98721,0.115375,0.136115,999,,,,"sa3011527"
"Clay Holmes","NYY",4,4,,4.14365,56,0,,,54.3,234,47,27,25,7,23,1,5,56,9.28177,3.81215,2.43478,1.16022,0.239316,0.0982906,0.14102564007043839,0.228155,1.28913,0.27972,0.714286,,,4.41526,0.11462,0.183943,999,,,,"13649"
"Jackson Goddard",,2,3,,4.7929,23,7,,,50.7,230,52,29,27,6,28,0,2,42,7.45562,4.97041,1.5,1.06509,0.182609,0.121739,0.06086956709623337,0.26,1.57791,0.302632,0.712291,,,4.91185,0.113644,0.256158,999,,,,"sa3007776"
"Norwith Gudiño",,3,5,,5.36842,24,7,,,57,260,63,36,34,7,28,0,2,40,6.31579,4.42105,1.42857,1.10526,0.153846,0.107692,0.046153850853443146,0.273913,1.59649,0.306011,0.67734,,,5.02697,0.1133,0.0800541,999,,,,"sa872808"
"Tyler Beck",,2,3,,5.2,20,5,,,45,204,46,28,26,6,24,0,2,37,7.4,4.8,1.54167,1.2,0.181373,0.117647,0.06372549384832382,0.258427,1.55556,0.296296,0.681818,,,5.07726,0.11139,-0.0142927,999,,,,"sa3010563"
"Ray Kerr","ATL",3,3,,4.38596,46,1,,,51.3,229,48,27,25,7,28,2,2,59,10.3509,4.91228,2.10714,1.22807,0.257642,0.122271,0.13537117093801498,0.241206,1.48148,0.308271,0.740181,,,4.48311,0.110935,0.220383,999,,,,"23809"
"Shane McCarthy",,2,3,,4.87427,18,8,,,51.7,231,54,30,28,7,25,0,1,39,6.78917,4.35203,1.56,1.21857,0.168831,0.108225,0.06060606241226196,0.263415,1.52805,0.295597,0.708093,,,5.01519,0.110486,0.153544,999,,,,"sa915740"
"Jason Alexander",,3,4,,5.29412,18,10,,,69.7,316,83,44,41,11,26,0,4,43,5.55237,3.35725,1.65385,1.42037,0.136076,0.0822785,0.053797461092472076,0.29021,1.56385,0.310345,0.694444,,,5.36408,0.110267,0.0847092,999,,,,"19666"
"Joe Barlow",,2,3,,4.70019,43,1,,,51.7,223,50,29,27,7,21,0,1,42,7.31141,3.65571,2,1.21857,0.188341,0.0941704,0.09417040646076202,0.248756,1.37331,0.282895,0.686275,,,4.66703,0.110136,-0.0181934,999,,,,"22296"
"Fineas Del Bonta-Smith","PIT",2,3,,4.40816,36,0,,,49,212,48,26,24,6,19,1,2,41,7.53061,3.4898,2.15789,1.10204,0.193396,0.0896226,0.1037735864520073,0.251309,1.36735,0.291667,0.699659,,,4.45912,0.107173,0.140462,999,,,,"sa3010821"
"Mike Mayers",,3,4,,5.42647,26,9,,,68,307,75,44,41,11,30,0,3,51,6.75,3.97059,1.7,1.45588,0.166124,0.0977199,0.06840390712022781,0.273723,1.54412,0.301887,0.680804,,,5.31386,0.105567,-0.165872,999,,,,"15451"
"Josh Dye",,3,3,,4.5,35,2,,,50,216,52,27,25,7,16,1,2,36,6.48,2.88,2.25,1.26,0.166667,0.0740741,0.09259259700775146,0.262626,1.36,0.290323,0.704467,,,4.71504,0.105496,0.185565,999,,,,"sa3007485"
"Juan Then",,3,3,,4.38596,34,4,,,51.3,222,53,27,25,6,18,0,1,33,5.78947,3.15789,1.83333,1.05263,0.148649,0.0810811,0.06756757199764252,0.261084,1.38402,0.286585,0.702875,,,4.60007,0.105461,0.163458,999,,,,"22828"
"Ian Gibaut","CIN",3,5,,4.82143,54,0,,,56,247,56,32,30,9,24,2,3,57,9.16071,3.85714,2.375,1.44643,0.230769,0.097166,0.13360323756933212,0.254545,1.42857,0.305195,0.712166,,,4.75504,0.104744,0.0497634,999,,,,"17871"
"Cam Sanders","CHC",4,4,,4.71429,33,7,,,63,287,55,35,33,8,40,0,7,68,9.71429,5.71429,1.7,1.14286,0.236934,0.139373,0.09756097197532654,0.229167,1.50794,0.286585,0.71599,,,4.9852,0.104526,0.306482,999,,,,"sa3008067"
"McKinley Moore","PHI",3,3,,4.94279,38,0,,,43.7,197,37,26,24,5,29,1,3,52,10.7094,5.97254,1.7931,1.02975,0.263959,0.147208,0.11675125360488892,0.224242,1.5103,0.296296,0.677966,,,4.55939,0.104453,-0.170412,999,,,,"25663"
"Jorge López","NYM",3,5,,4.93997,39,5,,,58.3,261,59,34,32,8,25,3,6,53,8.18182,3.85935,2.12,1.23499,0.203065,0.0957854,0.1072796881198883,0.256522,1.44082,0.301775,0.686813,,,4.81593,0.104147,-0.0922667,999,,,,"14527"
"Randy Wynne","CIN",3,6,,5.72614,21,11,,,72.3,323,90,49,46,14,18,0,4,38,4.73029,2.24066,2.11111,1.74274,0.117647,0.0557276,0.06191950663924217,0.299003,1.49378,0.305221,0.667421,,,5.63402,0.104,-0.0233938,999,,,,"25804"
"Will Mabrey","ARI",4,4,,4.27119,40,2,,,59,258,56,30,28,6,25,0,4,45,6.86441,3.81356,1.8,0.915254,0.174419,0.0968992,0.07751937210559845,0.244541,1.37288,0.280899,0.702479,,,4.52623,0.103743,0.385124,999,,,,"sa3020709"
"Andrew Bash","TOR",3,4,,4.91876,28,7,,,67.7,306,70,40,37,8,32,0,6,47,6.24815,4.25406,1.46875,1.06352,0.153595,0.104575,0.04901961237192154,0.261194,1.50665,0.29108,0.682819,,,5.08665,0.103318,0.0381783,999,,,,"sa3010259"
"Naswell Paulino","TOR",4,4,,4.92537,27,7,,,60.3,272,61,35,33,7,31,0,4,43,6.41791,4.62687,1.3871,1.04478,0.158088,0.113971,0.044117651879787445,0.257384,1.5257,0.28877,0.693431,,,5.07925,0.103117,0.102589,999,,,,"sa3002998"
"Anthony Kay","OAK",2,4,,4.61538,32,6,,,50.7,228,47,28,26,6,27,1,5,50,8.87574,4.7929,1.85185,1.06509,0.219298,0.118421,0.10087718814611435,0.239796,1.45957,0.292857,0.701219,,,4.71461,0.101308,0.0832249,999,,,,"20387"
"Zac Kristofak","LAA",3,3,,4.84615,28,7,,,52,232,56,30,28,7,21,2,3,34,5.88462,3.63462,1.61905,1.21154,0.146552,0.0905172,0.05603449046611786,0.269231,1.48077,0.293413,0.699405,,,5.08196,0.100636,0.196218,999,,,,"sa918918"
"Steven Cruz","KCR",1,1,,4.66667,44,3,,,54,242,49,30,28,6,31,0,4,55,9.16667,5.16667,1.77419,1,0.227273,0.128099,0.09917356073856354,0.236715,1.48148,0.294521,0.698324,,,4.60689,0.0989609,0.186224,999,,,,"23165"
"Cionel Pérez","BAL",3,3,,4.16667,59,1,,,54,235,50,27,25,6,25,2,2,49,8.16667,4.16667,1.96,1,0.208511,0.106383,0.10212765634059906,0.240385,1.38889,0.287582,0.720721,,,4.38467,0.0983086,0.203832,999,,,,"19614"
"Indigo Diaz","NYY",3,2,,4.3125,38,0,,,48,210,41,25,23,6,25,0,3,53,9.9375,4.6875,2.12,1.125,0.252381,0.119048,0.13333334773778915,0.225275,1.375,0.284553,0.711806,,,4.42171,0.0979215,0.0465048,999,,,,"sa3011726"
"Austin Schulfer","MIN",4,5,,4.78559,29,6,,,58.3,263,60,33,31,7,27,0,5,47,7.25557,4.1681,1.74074,1.08062,0.178707,0.102662,0.07604563236236572,0.25974,1.49228,0.299435,0.699482,,,4.85024,0.0970136,0.144885,999,,,,"sa3007585"
"Zach King","MIA",4,9,,5.28031,20,16,,,76.7,355,84,48,45,10,40,0,7,55,6.45372,4.69361,1.375,1.1734,0.15493,0.112676,0.0422535240650177,0.272727,1.61669,0.304527,0.690909,,,5.35413,0.0970027,0.211559,999,,,,"sa3011592"
"Bennett Sousa","HOU",4,3,,4.2,43,0,,,45,194,41,22,21,6,19,1,2,47,9.4,3.8,2.47368,1.2,0.242268,0.0979381,0.14432989805936813,0.236994,1.33333,0.291667,0.736434,,,4.29948,0.0964867,0.218202,999,,,,"21345"
"Richard Guasch","WSN",3,4,,5.2381,22,8,,,56.7,262,53,35,33,7,36,0,7,53,8.4127,5.71429,1.47222,1.11111,0.20229,0.137405,0.06488549709320068,0.242009,1.56966,0.289308,0.681818,,,5.26562,0.0941403,0.0755062,999,,,,"sa3008434"
"Jacob Webb","BAL",3,3,,4.52424,53,1,,,55.7,240,51,30,28,8,23,2,3,59,9.53321,3.71634,2.56522,1.29264,0.245833,0.0958333,0.15000000596046448,0.238318,1.32855,0.292517,0.700637,,,4.40405,0.0938708,-0.00564496,999,,,,"19274"
"Angel Felipe","OAK",3,3,,4.09938,38,0,,,48.3,215,42,24,22,5,26,1,5,55,10.2484,4.84472,2.11538,0.931677,0.255814,0.12093,0.13488372415304184,0.228261,1.40787,0.298387,0.721311,,,4.24883,0.093798,0.0999089,999,,,,"21163"
"Michael Fulmer",,3,4,,4.59184,48,2,,,49,218,47,27,25,7,24,2,3,53,9.73469,4.40816,2.20833,1.28571,0.243119,0.110092,0.13302752375602722,0.246073,1.44898,0.305344,0.718954,,,4.60198,0.0928553,0.066461,999,,,,"13218"
"Ryan Middendorf","MIL",2,3,,4.39421,37,0,,,55.3,239,55,29,27,7,16,1,6,43,6.99819,2.60398,2.6875,1.13924,0.179916,0.0669456,0.11297071725130081,0.253456,1.28391,0.287425,0.686275,,,4.53895,0.0924033,0.158399,999,,,,"sa3019506"
"Cole Waites","SFG",4,4,,4.46953,43,2,,,44.3,198,41,24,22,5,27,0,0,47,9.54853,5.48533,1.74074,1.0158,0.237374,0.136364,0.10101009905338287,0.239766,1.53499,0.302521,0.721311,,,4.42886,0.0922219,0.038125,999,,,,"25665"
"José Lopez",,4,4,,4.43532,29,4,,,48.7,218,43,26,24,5,28,0,4,48,8.87064,5.17454,1.71429,0.924025,0.220183,0.12844,0.09174312651157379,0.231183,1.45791,0.285714,0.703125,,,4.58974,0.0911406,0.130405,999,,,,"22982"
"Tyler Brown","CLE",4,5,,4.59966,27,5,,,58.7,264,57,32,30,7,32,0,3,52,7.97274,4.9063,1.625,1.07325,0.19697,0.121212,0.07575757801532745,0.248908,1.51618,0.294118,0.719697,,,4.82233,0.0905353,0.222704,999,,,,"sa3014450"
"Tyler Myrick","SFG",3,2,,4.3125,46,0,,,48,208,50,25,23,5,16,0,2,35,6.5625,3,2.1875,0.9375,0.168269,0.0769231,0.09134615212678909,0.263158,1.375,0.3,0.694915,,,4.27587,0.0900217,0.0503361,999,,,,"sa3017541"
"Ryan Weber",,4,5,,5.19718,21,11,,,71,311,85,44,41,13,15,0,4,41,5.19718,1.90141,2.73333,1.64789,0.131833,0.0482315,0.08360128104686737,0.291096,1.40845,0.302521,0.684597,,,5.28321,0.0894551,-0.0264882,999,,,,"10160"
"Reagan Todd","COL",3,5,,5.07901,45,0,,,44.3,200,44,27,25,6,23,1,3,45,9.14221,4.67269,1.95652,1.21896,0.225,0.115,0.10999999195337296,0.252874,1.51242,0.308943,0.682594,,,4.74488,0.0889111,0.101809,999,,,,"sa3006946"
"Eli Ankeney","NYM",3,4,,4.74645,33,1,,,49.3,220,44,28,26,5,29,0,2,47,8.58012,5.29412,1.62069,0.912779,0.213636,0.131818,0.08181819319725037,0.232804,1.48073,0.284672,0.681818,,,4.55322,0.0888477,-0.143514,999,,,,"sa3020390"
"Franklin Dacosta",,2,2,,4.43532,19,3,,,48.7,212,47,26,24,6,20,1,3,40,7.3922,3.6961,2,1.10883,0.188679,0.0943396,0.09433962404727936,0.248677,1.37577,0.286713,0.699659,,,4.63081,0.0887075,0.150237,999,,,,"sa3002925"
"Nick Allgeyer",,4,5,,4.74324,20,10,,,74,330,72,42,39,10,36,0,6,58,7.05405,4.37838,1.61111,1.21622,0.175758,0.109091,0.06666666269302368,0.25,1.45946,0.281818,0.702128,,,5.14693,0.0879887,0.391773,999,,,,"24486"
"Jason Blanchard","SDP",2,1,,4.5666,30,1,,,47.3,208,45,26,24,6,22,0,2,44,8.37209,4.18605,2,1.14165,0.211538,0.105769,0.10576923191547394,0.244565,1.41649,0.291045,0.699659,,,4.56582,0.0845649,-0.0622939,999,,,,"sa3010313"
"Kyle Cody",,3,4,,4.99184,27,7,,,61.3,271,67,36,34,10,21,0,4,44,6.46003,3.0832,2.09524,1.46819,0.162362,0.0774908,0.084870845079422,0.272358,1.43556,0.296875,0.702703,,,5.16369,0.0844974,0.194,999,,,,"19686"
"Ryan Jensen","MIN",3,5,,5.07463,30,9,,,60.3,276,58,36,34,7,36,0,5,55,8.20896,5.37313,1.52778,1.04478,0.199275,0.130435,0.06884057819843292,0.246809,1.55887,0.294798,0.688836,,,4.97975,0.0838712,0.0336908,999,,,,"sa3011496"
"Josh Green","ARI",3,4,,4.66775,28,5,,,61.7,275,68,34,32,7,20,0,7,37,5.39708,2.91734,1.85,1.02107,0.134545,0.0727273,0.061818189918994904,0.274194,1.42626,0.29902,0.690537,,,4.84337,0.083088,0.336023,999,,,,"sa3006701"
"Yimi García","TOR",3,3,,4.56389,52,0,,,49.3,215,48,27,25,7,19,3,3,48,8.76268,3.46856,2.52632,1.27789,0.223256,0.0883721,0.13488371670246124,0.248705,1.35903,0.297101,0.699301,,,4.49236,0.0827959,-0.0691263,999,,,,"12095"
"Jeremiah Burke","CHW",2,2,,4.92341,24,2,,,45.7,203,48,27,25,6,19,0,2,33,6.49891,3.74179,1.73684,1.18162,0.162562,0.0935961,0.06896552443504333,0.263736,1.46608,0.293706,0.682594,,,4.89618,0.0805952,-0.0552799,999,,,,"sa3010143"
"Jake Cousins","CHW",2,3,,4.5,42,0,,,46,202,40,25,23,7,22,1,5,55,10.7609,4.30435,2.5,1.36957,0.272277,0.108911,0.16336634755134583,0.228571,1.34783,0.292035,0.708812,,,4.60287,0.0805534,0.0142974,999,,,,"21620"
"James Naile",,3,3,,4.78559,32,4,,,58.3,259,65,33,31,8,21,0,3,42,6.48371,3.24185,2,1.23499,0.162162,0.0810811,0.0810810774564743,0.276596,1.47513,0.308108,0.708556,,,4.83309,0.0803393,0.0847441,999,,,,"18186"
"Kolton Ingram","LAA",3,3,,4.64088,44,0,,,54.3,240,50,30,28,7,28,1,3,57,9.44751,4.64088,2.03571,1.16022,0.2375,0.116667,0.12083332985639572,0.239234,1.43646,0.296552,0.703812,,,4.54417,0.0796739,-0.00519169,999,,,,"26068"
"Ryan Weiss",,2,3,,5.02793,27,6,,,53.7,241,57,32,30,7,24,0,3,41,6.87151,4.02235,1.70833,1.17318,0.170124,0.0995851,0.07053942233324051,0.266355,1.50838,0.301205,0.688202,,,4.93102,0.0789687,0.150526,999,,,,"sa3007778"
"Matt Pushard","MIA",2,2,,4.65839,37,0,,,48.3,211,50,27,25,5,18,1,2,34,6.3354,3.35404,1.88889,0.931677,0.161137,0.0853081,0.0758293867111206,0.26178,1.40787,0.296053,0.672131,,,4.43516,0.0785001,-0.0204817,999,,,,"sa3019955"
"Amos Willingham","WSN",3,3,,4.72795,37,0,,,53.3,231,55,30,28,7,17,1,3,40,6.75422,2.87054,2.35294,1.18199,0.17316,0.0735931,0.09956710785627365,0.260664,1.35084,0.292683,0.675241,,,4.58712,0.0784325,-0.0445524,999,,,,"26128"
"Austin Kitchen","COL",3,4,,5.04521,35,2,,,55.3,246,65,33,31,8,16,0,4,33,5.37071,2.60398,2.0625,1.30199,0.134146,0.0650406,0.06910569965839386,0.287611,1.46474,0.308108,0.687679,,,5.02719,0.0778899,0.316332,999,,,,"sa3015124"
"Tommy Eveld",,2,4,,5.14874,31,0,,,43.7,191,46,27,25,7,15,1,2,38,7.82609,3.08924,2.53333,1.44165,0.198953,0.078534,0.12041885405778885,0.264368,1.39588,0.302326,0.664062,,,4.76534,0.0770783,-0.150748,999,,,,"sa918150"
"Andrew Politi","BOS",4,6,,5.00898,40,3,,,55.7,250,58,33,31,7,25,0,4,48,7.75583,4.0395,1.92,1.13106,0.192,0.1,0.09200000017881393,0.262443,1.49013,0.307229,0.68306,,,4.72721,0.0766152,0.065167,999,,,,"sa3007243"
"Aaron Leasher",,4,4,,4.92188,25,10,,,64,290,63,37,35,8,36,0,4,50,7.03125,5.0625,1.38889,1.125,0.172414,0.124138,0.048275865614414215,0.252,1.54688,0.286458,0.70615,,,5.19254,0.0765742,0.129654,999,,,,"sa3004701"
"Grayson Thurman","TOR",1,2,,4.66523,34,1,,,46.3,203,46,26,24,5,21,0,1,34,6.60907,4.08207,1.61905,0.971922,0.167488,0.103448,0.06403940171003342,0.254144,1.44708,0.288732,0.683333,,,4.61573,0.076353,-0.0686624,999,,,,"sa3020756"
"Erik Miller","SFG",2,1,,4.35203,46,2,,,51.7,231,44,27,25,6,33,1,2,60,10.4449,5.74468,1.81818,1.04449,0.25974,0.142857,0.11688311398029327,0.22449,1.48936,0.292308,0.728863,,,4.47361,0.0755528,0.142468,999,,,,"sa3011336"
"Yency Almonte","CHC",2,2,,4.59574,45,0,,,47,206,41,26,24,6,23,2,4,51,9.76596,4.40426,2.21739,1.14894,0.247573,0.11165,0.13592232763767242,0.22905,1.3617,0.286885,0.683453,,,4.46781,0.0749405,-0.0303406,999,,,,"15068"
"Luis Guerrero","BOS",3,4,,4.5,50,0,,,56,254,51,30,28,6,30,3,4,56,9,4.82143,1.86667,0.964286,0.220472,0.11811,0.10236220061779022,0.231818,1.44643,0.28481,0.702479,,,4.46933,0.074522,0.204017,999,,,,"sa3018288"
"Luis Contreras","HOU",3,3,,4.11335,32,0,,,54.7,239,48,27,25,7,24,1,6,60,9.87203,3.94881,2.5,1.15174,0.251046,0.100418,0.15062762051820755,0.229665,1.31627,0.288732,0.723473,,,4.37021,0.0736823,0.239104,999,,,,"sa3010362"
"Nick Avila","SFG",5,6,,4.42373,42,3,,,59,259,62,31,29,7,24,1,1,44,6.71186,3.66102,1.83333,1.0678,0.169884,0.0926641,0.07722008228302002,0.264957,1.45763,0.300546,0.721785,,,4.57707,0.0713794,0.197986,999,,,,"sa3011532"
"Riley Martin","CHC",4,4,,4.31616,34,0,,,56.3,250,48,29,27,7,34,0,3,66,10.5506,5.43517,1.94118,1.11901,0.264,0.136,0.12799999117851257,0.225352,1.45648,0.292857,0.734072,,,4.49838,0.0707982,0.177981,999,,,,"sa3017601"
"Eric Cerantola","KCR",2,4,,4.96552,25,5,,,58,265,54,34,32,6,34,0,7,52,8.06897,5.27586,1.52941,0.931035,0.196226,0.128302,0.06792452931404114,0.241071,1.51724,0.289157,0.678392,,,4.92745,0.0694289,0.197406,999,,,,"sa3017914"
"Seth Martinez","HOU",3,2,,4.14365,43,0,,,54.3,235,50,27,25,7,22,1,4,54,8.95028,3.64641,2.45455,1.16022,0.229787,0.093617,0.13617020845413208,0.239234,1.32597,0.290541,0.723473,,,4.37843,0.06805,0.21723,999,,,,"21045"
"Walter Pennington","KCR",3,5,,4.71204,39,1,,,57.3,255,58,32,30,6,26,1,3,46,7.22513,4.08377,1.76923,0.942408,0.180392,0.101961,0.0784313753247261,0.256637,1.46597,0.298851,0.687831,,,4.52904,0.0679995,0.094767,999,,,,"sa3014971"
"Trevor Gott","OAK",2,3,,4.3125,49,0,,,48,210,47,25,23,6,19,1,3,47,8.8125,3.5625,2.47368,1.125,0.22381,0.0904762,0.13333333283662796,0.25,1.375,0.303704,0.711806,,,4.29671,0.066857,-0.0214173,999,,,,"15046"
"Jake Kalish",,4,8,,5.65116,20,15,,,86,390,102,58,54,15,32,0,5,56,5.86047,3.34884,1.75,1.56977,0.14359,0.0820513,0.061538465321063995,0.288952,1.55814,0.308511,0.672566,,,5.51085,0.0666526,-0.1792,999,,,,"sa709032"
"Beck Way","KCR",4,7,,5.19231,23,17,,,78,360,76,48,45,9,45,0,11,62,7.15385,5.19231,1.37778,1.03846,0.172222,0.125,0.04722222685813904,0.25,1.55128,0.287554,0.673432,,,5.31914,0.0657938,0.349262,999,,,,"sa3014462"
"Reid Schaller","WSN",3,4,,4.8,35,0,,,45,201,44,26,24,5,23,1,2,40,8,4.6,1.73913,1,0.199005,0.114428,0.08457712084054947,0.25,1.48889,0.29771,0.683333,,,4.58837,0.0655938,-0.103485,999,,,,"sa3008023"
"Tommy Doyle","ATL",4,4,,4.52611,42,0,,,51.7,226,50,28,26,7,24,1,0,50,8.70406,4.17795,2.08333,1.21857,0.221239,0.106195,0.1150442510843277,0.247525,1.43133,0.296552,0.716511,,,4.47361,0.0655818,0.0932398,999,,,,"21281"
"Jose Cuas","CHC",2,3,,4.41509,56,1,,,53,236,49,28,26,7,25,1,6,57,9.67924,4.24528,2.28,1.18868,0.241525,0.105932,0.1355932205915451,0.239024,1.39623,0.297872,0.716511,,,4.5758,0.0652829,0.141637,999,,,,"17701"
"Chris Wright","SFG",2,2,,4.47316,40,1,,,50.3,227,43,27,25,5,34,1,2,57,10.1988,6.0835,1.67647,0.894632,0.251101,0.14978,0.10132157802581787,0.225131,1.53082,0.294574,0.714286,,,4.428,0.0638157,0.0276062,999,,,,"sa3011531"
"Andrew Suárez",,2,3,,4.78582,28,4,,,67.7,299,75,39,36,10,25,1,1,48,6.38109,3.32349,1.92,1.32939,0.160535,0.083612,0.07692307233810425,0.274725,1.4771,0.302326,0.709302,,,4.9094,0.0635843,0.057382,999,,,,"18300"
"Jake Wong","CIN",2,5,,5.59809,26,6,,,62.7,284,69,42,39,10,29,0,3,45,6.45933,4.16268,1.55172,1.43541,0.158451,0.102113,0.05633803457021713,0.27381,1.563,0.299492,0.666667,,,5.4241,0.0634952,-0.136363,999,,,,"23095"
"James Paxton","LAD",5,8,,5.75581,19,18,,,86,399,102,59,55,17,44,0,1,83,8.68605,4.60465,1.88636,1.77907,0.20802,0.110276,0.09774436056613922,0.288136,1.69767,0.334646,0.711948,,,5.46434,0.0622466,-0.0121348,999,,,,"11828"
"Harold Chirino","MIL",3,3,,4.47084,34,0,,,46.3,204,41,25,23,6,21,1,6,49,9.52484,4.08207,2.33333,1.16631,0.240196,0.102941,0.13725490123033524,0.231638,1.33909,0.286885,0.690298,,,4.57254,0.0604124,0.0614952,999,,,,"sa917637"
"Steven Wilson","SDP",2,2,,4.11531,47,0,,,50.3,216,41,25,23,7,24,0,3,55,9.84095,4.29423,2.29167,1.25249,0.25463,0.111111,0.14351852983236313,0.216931,1.29225,0.267717,0.724638,,,4.48764,0.0594674,0.135456,999,,,,"20353"
"Liam Hendriks",,3,4,,4.69565,49,0,,,46,199,45,26,24,9,18,2,1,55,10.7609,3.52174,3.05556,1.76087,0.276382,0.0904523,0.18592964857816696,0.25,1.36957,0.310345,0.734127,,,4.64634,0.059177,-0.0847958,999,,,,"3548"
"Kevin Herget",,2,4,,5.69832,26,5,,,53.7,242,64,36,34,10,19,1,2,40,6.70391,3.18436,2.10526,1.67598,0.165289,0.0785124,0.08677685260772705,0.289593,1.54562,0.315789,0.681159,,,5.35932,0.0585,-0.151399,999,,,,"15369"
"Josh Hejka","NYM",2,3,,4.6875,27,1,,,48,213,50,27,25,5,17,1,6,34,6.375,3.1875,2,0.9375,0.159624,0.0798122,0.07981220632791519,0.263158,1.39583,0.298013,0.666667,,,4.63004,0.0583669,-0.0999531,999,,,,"sa3011152"
"Seth Elledge",,3,3,,4.52716,40,0,,,49.7,221,50,27,25,6,22,1,3,46,8.32998,3.9839,2.09091,1.08652,0.208145,0.0995475,0.1085972860455513,0.255102,1.44869,0.305556,0.707547,,,4.4824,0.0581846,0.0815164,999,,,,"19766"
"Dedniel Núñez","NYM",2,3,,4.7929,32,1,,,50.7,226,51,29,27,7,25,1,1,50,8.87574,4.43787,2,1.2426,0.221239,0.110619,0.11061947047710419,0.255,1.49901,0.307692,0.70997,,,4.61599,0.0580755,-0.166468,999,,,,"sa3004203"
"Victor González","NYY",4,4,,4.47316,49,2,,,50.3,219,46,27,25,7,22,1,4,49,8.7674,3.93638,2.22727,1.25249,0.223744,0.100457,0.12328767031431198,0.238342,1.35189,0.284672,0.704467,,,4.66657,0.0552402,0.0549734,999,,,,"16408"
"Will Kobos","PIT",4,5,,4.46809,31,1,,,42.3,189,38,22,21,5,25,0,2,43,9.14894,5.31915,1.72,1.06383,0.227513,0.132275,0.0952380895614624,0.234568,1.48936,0.289474,0.732143,,,4.67348,0.0536002,0.225249,999,,,,"sa3007614"
"Blake Weiman",,3,4,,4.32,39,0,,,50,213,49,26,24,6,15,0,3,39,7.02,2.7,2.6,1.08,0.183099,0.0704225,0.11267604678869247,0.251282,1.28,0.286667,0.683453,,,4.33504,0.053416,-0.00784706,999,,,,"sa3004211"
"Matt Wisler",,3,4,,4.65839,43,2,,,48.3,213,49,27,25,7,21,1,1,43,8.01242,3.91304,2.04762,1.30435,0.201878,0.0985916,0.10328638553619385,0.256545,1.44928,0.297872,0.714286,,,4.72502,0.0531844,-0.0282981,999,,,,"12804"
"Billy Lescher",,2,2,,4.71429,35,1,,,42,185,44,24,22,5,16,0,2,33,7.07143,3.42857,2.0625,1.07143,0.178378,0.0864865,0.09189188480377197,0.263473,1.42857,0.302326,0.679245,,,4.51694,0.0529057,-0.0656325,999,,,,"sa3004471"
