Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Adrián Martínez","OAK",4,6,,4.34084,26,14,,,93.3,409,95,48,45,11,35,1,6,74,7.13826,3.37621,2.11429,1.06109,0.180929,0.0855746,0.09535451978445053,0.258152,1.39335,0.29682,0.715532,,,4.51978,0.69183,0.818202,999,,,,"21023"
"Andre Pallante","STL",3,4,,3.92279,47,7,,,80.3,348,80,37,35,7,30,0,3,56,6.27646,3.36239,1.86667,0.784558,0.16092,0.0862069,0.07471264898777008,0.253968,1.36986,0.289683,0.728543,,,4.2264,0.69158,1.01525,999,,,,"26108"
"Sammy Natera Jr.","LAA",5,7,,4.83971,23,23,,,96.7,431,91,56,52,13,46,0,11,88,8.19028,4.28128,1.91304,1.20993,0.204176,0.106729,0.09744779765605927,0.243316,1.41675,0.285714,0.681818,,,4.95101,0.691405,0.711781,999,,,,"sa3020862"
"Jose Chacin",,4,6,,4.98913,23,18,,,92,403,101,55,51,13,29,0,4,64,6.26087,2.83696,2.2069,1.27174,0.158809,0.0719603,0.08684863150119781,0.272973,1.41304,0.300341,0.670841,,,4.77678,0.690426,0.215881,999,,,,"sa917323"
"Blake Beers","OAK",6,8,,4.44109,20,17,,,99.3,436,99,52,49,11,36,0,11,72,6.52568,3.26284,2,0.996979,0.165138,0.0825688,0.08256880939006805,0.254499,1.35952,0.287582,0.69398,,,4.66491,0.690354,0.888769,999,,,,"sa3018004"
"Kyle Freeland","COL",5,9,,5.47896,21,21,,,111.7,502,136,73,68,19,35,0,5,68,5.47896,2.82005,1.94286,1.53089,0.135458,0.0697211,0.0657370537519455,0.294372,1.53089,0.312,0.67867,,,5.32308,0.690302,0.957779,999,,,,"16256"
"Ronny Henriquez","MIN",4,4,,4.28005,29,7,,,75.7,327,73,39,36,8,28,0,4,63,7.49009,3.32893,2.25,0.951123,0.192661,0.0856269,0.10703364759683609,0.247458,1.33421,0.290179,0.690423,,,4.23258,0.685478,0.612515,999,,,,"24094"
"Victor Vargas",,4,6,,5.22581,23,22,,,93,408,103,58,54,11,28,0,6,40,3.87097,2.70968,1.42857,1.06452,0.0980392,0.0686275,0.029411762952804565,0.275401,1.4086,0.28483,0.631488,,,5.02923,0.684047,0.316689,999,,,,"sa3007724"
"James Kaprielian",,4,7,,4.54737,21,19,,,95,416,94,51,48,13,39,0,5,84,7.95789,3.69474,2.15385,1.23158,0.201923,0.09375,0.10817307233810425,0.252688,1.4,0.294545,0.714286,,,4.65504,0.682509,0.734475,999,,,,"18331"
"Nick Dombkowski","PIT",4,5,,4.29173,29,7,,,71.3,304,74,36,34,8,20,0,2,46,5.80645,2.52454,2.3,1.00982,0.151316,0.0657895,0.08552631735801697,0.262411,1.31837,0.289474,0.700483,,,4.34901,0.680091,0.822358,999,,,,"sa3017201"
"Nolan Kingham","ATL",5,5,,4.59295,24,13,,,82.3,360,92,45,42,10,25,0,3,51,5.57716,2.7339,2.04,1.09356,0.141667,0.0694444,0.07222221791744232,0.277108,1.42163,0.302583,0.699029,,,4.61592,0.679854,0.810857,999,,,,"sa3008224"
"Nick Nelson","PHI",3,5,,5.18824,25,16,,,85,382,90,52,49,11,37,0,6,67,7.09412,3.91765,1.81081,1.16471,0.175393,0.0968586,0.07853403687477112,0.265487,1.49412,0.302682,0.672043,,,4.87857,0.679623,0.303034,999,,,,"20153"
"Oscar Rojas",,5,7,,4.93841,22,17,,,89.3,395,94,52,49,11,34,0,6,64,6.45017,3.42665,1.88235,1.10862,0.162025,0.0860759,0.07594937086105347,0.264789,1.43337,0.296429,0.674956,,,4.7668,0.677289,0.343629,999,,,,"sa3005098"
"Michael Cuevas","WSN",5,8,,4.95,23,22,,,100,447,105,59,55,11,43,0,7,58,5.22,3.87,1.34884,0.99,0.129754,0.0961969,0.03355704993009567,0.264484,1.48,0.286585,0.671192,,,5.02504,0.675404,0.650173,999,,,,"sa3011437"
"Michael Darrell-Hicks","LAA",4,6,,4.80682,22,13,,,88,386,90,50,47,12,32,0,7,69,7.05682,3.27273,2.15625,1.22727,0.178756,0.0829016,0.09585492312908173,0.259366,1.38636,0.293233,0.684411,,,4.78913,0.672062,0.632518,999,,,,"sa3020438"
"Matthew Boyd","DET",4,8,,5.17241,18,18,,,87,384,89,53,50,14,35,1,5,87,9,3.62069,2.48571,1.44828,0.226562,0.0911458,0.1354166641831398,0.258721,1.42529,0.308642,0.680077,,,4.7263,0.671764,0.317279,999,,,,"15440"
"Cam Alldred","PIT",5,6,,4.55556,28,11,,,81,356,81,44,41,9,33,0,5,61,6.77778,3.66667,1.84848,1,0.171348,0.0926966,0.07865168899297714,0.254717,1.40741,0.290323,0.690335,,,4.60072,0.670752,0.751351,999,,,,"25078"
"Hunter Harvey","WSN",4,3,,3.94737,51,1,,,57,236,51,27,25,7,16,1,2,59,9.31579,2.52632,3.6875,1.10526,0.25,0.0677966,0.18220338970422745,0.233945,1.17544,0.289474,0.699301,,,3.72872,0.669956,0.506809,999,,,,"15507"
"Alexis Díaz","CIN",7,6,,3.81818,64,0,,,66,277,47,30,28,7,29,1,7,76,10.3636,3.95455,2.62069,0.954545,0.274368,0.104693,0.1696750894188881,0.195021,1.15152,0.253165,0.694864,,,3.96716,0.668232,0.79002,999,,,,"21132"
"Matt Strahm","PHI",5,5,,4.23862,43,6,,,63.7,267,58,32,30,10,19,0,3,67,9.46625,2.68446,3.52632,1.41287,0.250936,0.071161,0.17977528274059296,0.236735,1.20879,0.285714,0.714286,,,4.22835,0.664462,0.616786,999,,,,"13799"
"Jaime Barria","CLE",4,3,,4.06524,27,7,,,79.7,337,78,39,36,10,24,2,2,62,7.00126,2.71016,2.58333,1.12923,0.183976,0.0712166,0.11275964230298996,0.250804,1.2798,0.284519,0.715909,,,4.30899,0.663823,0.84033,999,,,,"18356"
"Brusdar Graterol","LAD",4,2,,3.57143,62,1,,,63,260,56,27,25,6,15,2,5,51,7.28571,2.14286,3.4,0.857143,0.196154,0.0576923,0.13846154138445854,0.233333,1.12698,0.273224,0.702875,,,3.82647,0.663816,0.756385,999,,,,"20367"
"Edgar Barclay","NYY",4,4,,4.33735,22,8,,,74.7,323,67,39,36,10,31,0,6,75,9.03615,3.73494,2.41935,1.20482,0.232198,0.0959752,0.13622291386127472,0.234266,1.31191,0.283582,0.702381,,,4.47325,0.66364,0.616515,999,,,,"sa1170012"
"Bryce Osmond","LAA",5,8,,4.89426,22,22,,,99.3,440,100,58,54,13,42,0,8,73,6.61631,3.80665,1.7381,1.17825,0.165909,0.0954545,0.07045455276966095,0.25641,1.43001,0.286184,0.678514,,,4.99724,0.66293,0.684607,999,,,,"sa3020800"
"George Soriano","MIA",2,3,,4.25676,33,9,,,74,326,69,37,35,8,32,0,8,71,8.63513,3.89189,2.21875,0.972973,0.217791,0.0981595,0.11963190138339996,0.241259,1.36486,0.294686,0.712695,,,4.36315,0.662342,0.882499,999,,,,"21863"
"Dane Acker","TEX",1,2,,4.82315,28,28,,,93.3,416,87,53,50,12,47,0,9,82,7.90997,4.53376,1.74468,1.15756,0.197115,0.112981,0.08413462340831757,0.241667,1.43623,0.281955,0.691126,,,4.96994,0.662225,0.808824,999,,,,"sa3014924"
"Tanner Burns","CLE",4,4,,4.31734,24,16,,,81.3,358,78,42,39,9,38,0,4,68,7.52768,4.20664,1.78947,0.99631,0.189944,0.106145,0.08379888534545898,0.246835,1.42681,0.288703,0.715667,,,4.57115,0.660613,0.851271,999,,,,"sa3014451"
"Sammy Peralta","CHW",5,5,,4.26778,37,4,,,71.7,307,70,36,34,9,22,0,5,63,7.90795,2.76151,2.86364,1.12971,0.205212,0.0716612,0.1335504874587059,0.25,1.28312,0.293269,0.70529,,,4.25922,0.660353,0.588234,999,,,,"25589"
"Lael Lockhart","DET",3,5,,4.57074,22,11,,,82.7,364,80,45,42,9,39,0,3,68,7.40024,4.24426,1.74359,0.979444,0.186813,0.107143,0.07967033237218857,0.248447,1.43894,0.289796,0.695489,,,4.54887,0.659775,0.6797,999,,,,"sa3017502"
"Andrew Nardi","MIA",4,5,,3.75,58,0,,,60,255,52,27,25,6,23,1,4,69,10.35,3.45,3,0.9,0.270588,0.0901961,0.18039216846227646,0.22807,1.25,0.300654,0.720721,,,3.60504,0.656898,0.622375,999,,,,"25942"
"Jayden Murray","HOU",5,6,,4.69565,20,18,,,92,403,90,51,48,10,37,0,7,63,6.16304,3.61957,1.7027,0.978261,0.156328,0.0918114,0.06451613456010818,0.250696,1.38043,0.27972,0.672566,,,4.7333,0.656449,0.741461,999,,,,"sa1170405"
"Franco Aleman","CLE",5,5,,3.6425,36,2,,,59.3,249,52,26,24,6,19,0,4,60,9.10624,2.88364,3.15789,0.910624,0.240964,0.0763052,0.16465864330530167,0.230089,1.1973,0.2875,0.71885,,,3.71035,0.655802,0.695457,999,,,,"sa3018178"
"John Means","BAL",5,6,,4.3769,20,20,,,98.7,416,96,51,48,15,28,0,4,70,6.38298,2.55319,2.5,1.36778,0.168269,0.0673077,0.10096153616905212,0.25,1.25633,0.270903,0.708738,,,4.78493,0.655617,1.11223,999,,,,"16269"
"Max Lazar","PHI",3,3,,4.42623,28,4,,,61,259,63,32,30,8,17,0,1,50,7.37705,2.5082,2.94118,1.18033,0.19305,0.0656371,0.12741312384605408,0.261411,1.31148,0.300546,0.697674,,,4.20586,0.655555,0.460569,999,,,,"sa3005163"
"Griffin Jax","MIN",6,6,,4.26112,45,6,,,69.7,295,65,35,33,9,23,1,3,70,9.03874,2.96987,3.04348,1.16212,0.237288,0.0779661,0.15932203084230423,0.241636,1.26255,0.294737,0.702918,,,4.04414,0.655118,0.531527,999,,,,"20253"
"Adrian Alcantara",,5,7,,4.89241,21,16,,,88.3,391,92,51,48,10,34,0,7,62,6.31937,3.46546,1.82353,1.01925,0.158568,0.0869565,0.07161124795675278,0.262857,1.42695,0.294964,0.669643,,,4.71597,0.654558,0.715472,999,,,,"sa974592"
"Abner Uribe","MIL",1,1,,3.39344,60,0,,,61,256,41,25,23,6,33,0,3,79,11.6557,4.86885,2.39394,0.885246,0.308594,0.128906,0.1796875,0.186364,1.21311,0.259259,0.746951,,,3.71406,0.654478,0.872461,999,,,,"25327"
"Tyson Miller","SEA",4,3,,4.15584,28,9,,,69.3,298,66,34,32,8,26,0,3,62,8.05195,3.37662,2.38462,1.03896,0.208054,0.0872483,0.12080536782741547,0.245353,1.32756,0.291457,0.717822,,,4.22185,0.65101,0.689532,999,,,,"19976"
"Tommy Romero",,5,6,,4.66667,28,12,,,81,357,80,45,42,10,38,0,2,66,7.33333,4.22222,1.73684,1.11111,0.184874,0.106443,0.0784313753247261,0.252366,1.45679,0.290456,0.701923,,,4.71183,0.650303,0.630431,999,,,,"23465"
"Jake Woodford",,4,4,,4.725,27,15,,,80,353,82,45,42,10,32,0,5,58,6.525,3.6,1.8125,1.125,0.164306,0.0906516,0.07365439832210541,0.259494,1.425,0.290323,0.69,,,4.81754,0.648188,0.565859,999,,,,"18674"
"Caleb Ferguson","LAD",5,4,,3.85935,61,6,,,58.3,249,52,27,25,7,20,0,6,62,9.57118,3.08748,3.1,1.08062,0.248996,0.0803213,0.16867470741271973,0.233184,1.23499,0.292208,0.723473,,,4.02691,0.647834,0.654644,999,,,,"19349"
"Carlos Hernández","KCR",4,5,,4.48133,43,8,,,72.3,312,67,39,36,8,30,1,3,67,8.34025,3.73444,2.23333,0.995851,0.214744,0.0961538,0.11858973652124405,0.240143,1.34163,0.289216,0.675991,,,4.2094,0.645932,0.553686,999,,,,"22713"
"Brenan Hanifee","DET",4,5,,4.5,22,11,,,84,365,89,45,42,10,25,0,6,56,6,2.67857,2.24,1.07143,0.153425,0.0684932,0.08493150025606155,0.266467,1.35714,0.294776,0.69,,,4.57647,0.64464,0.760363,999,,,,"22304"
"Austin Pope","ARI",3,3,,4,36,4,,,63,272,60,30,28,6,23,0,4,58,8.28571,3.28571,2.52174,0.857143,0.213235,0.0845588,0.12867646664381027,0.244898,1.31746,0.298343,0.710456,,,3.93758,0.643484,0.72536,999,,,,"sa3010816"
"Cory Abbott",,4,5,,4.33735,26,13,,,83,361,77,43,40,11,37,0,4,82,8.89157,4.01205,2.21622,1.19277,0.227147,0.102493,0.12465374171733856,0.240625,1.37349,0.290749,0.720081,,,4.48396,0.641182,0.696157,999,,,,"20277"
"Eli Morgan","CLE",4,4,,3.92958,40,6,,,71,298,66,33,31,10,21,0,3,71,9,2.66197,3.38095,1.26761,0.238255,0.0704698,0.16778524219989777,0.240876,1.22535,0.290155,0.739726,,,4.10011,0.640352,0.809678,999,,,,"20203"
"J.T. Ginn","OAK",5,6,,4.51441,22,22,,,93.7,412,97,50,47,10,33,1,9,60,5.76307,3.16969,1.81818,0.960512,0.145631,0.0800971,0.06553398817777634,0.262162,1.38741,0.29,0.689655,,,4.70648,0.638624,0.774227,999,,,,"sa3014428"
"Osvaldo Bido","OAK",4,6,,4.53527,25,16,,,89.3,398,87,48,45,10,40,0,9,79,7.96193,4.03135,1.975,1.00784,0.198492,0.100503,0.09798995405435562,0.249284,1.42217,0.296154,0.699115,,,4.58763,0.634664,0.610928,999,,,,"23150"
"Ryan Cusick","OAK",5,8,,4.54737,24,24,,,95,423,92,51,48,10,50,0,3,75,7.10526,4.73684,1.5,0.947368,0.177305,0.118203,0.0591016560792923,0.248649,1.49474,0.287719,0.710938,,,4.7182,0.634309,0.753161,999,,,,"sa3017385"
"Josh Winder","MIN",4,5,,4.27935,27,7,,,67.3,289,67,34,32,8,23,1,2,57,7.62259,3.07578,2.47826,1.06984,0.197232,0.0795848,0.11764705181121826,0.253788,1.3373,0.296482,0.71066,,,4.22086,0.633359,0.627982,999,,,,"24606"
"Enmanuel De Jesus",,3,6,,4.87889,21,16,,,86.7,391,93,50,47,9,38,0,7,60,6.22837,3.94464,1.57895,0.934256,0.153453,0.0971867,0.05626598000526428,0.268786,1.51096,0.303249,0.684122,,,4.77753,0.632598,0.633185,999,,,,"18554"
"Adrian Morejon","SDP",3,3,,3.80769,37,6,,,52,218,46,24,22,6,18,1,2,51,8.82692,3.11538,2.83333,1.03846,0.233945,0.0825688,0.1513761430978775,0.232323,1.23077,0.283688,0.719424,,,3.94735,0.631152,0.589774,999,,,,"20039"
"Michael Wacha","KCR",5,6,,4.76636,19,18,,,96.3,421,103,55,51,15,33,0,3,75,7.00935,3.08411,2.27273,1.40187,0.178147,0.0783848,0.09976246953010559,0.267532,1.41225,0.298305,0.704348,,,4.84383,0.629495,0.885605,999,,,,"14078"
"Chris Vallimont",,5,5,,4.40402,23,12,,,79.7,355,79,42,39,9,39,0,4,72,8.13049,4.40402,1.84615,1.01631,0.202817,0.109859,0.0929577499628067,0.253205,1.48055,0.30303,0.721063,,,4.53484,0.628804,0.699449,999,,,,"24935"
"Tyler Ivey","HOU",2,3,,4.32314,22,16,,,68.7,302,63,35,33,9,37,2,0,71,9.30131,4.84716,1.91892,1.17904,0.235099,0.122517,0.11258277297019958,0.237736,1.4556,0.291892,0.743707,,,4.50686,0.626887,0.82866,999,,,,"20237"
"Yerry Rodríguez","TEX",2,3,,4.37601,41,7,,,61.7,269,57,32,30,7,27,0,4,62,9.04376,3.93841,2.2963,1.02107,0.230483,0.100372,0.13011153042316437,0.239496,1.36143,0.295858,0.700809,,,4.22749,0.625847,0.527822,999,,,,"21955"
"Jonathan Heasley","BAL",4,4,,4.71737,29,16,,,97.3,421,95,55,51,13,36,0,5,77,7.1223,3.32991,2.13889,1.20247,0.182898,0.0855107,0.09738717973232269,0.25,1.34635,0.282759,0.673759,,,4.67333,0.6249,0.483792,999,,,,"22224"
"Cameron Leonard","TBR",5,3,,3.39623,34,0,,,58.3,241,55,24,22,5,15,0,0,49,7.56432,2.31561,3.26667,0.77187,0.20332,0.0622407,0.14107884094119072,0.243363,1.20069,0.290698,0.730159,,,3.46087,0.61613,0.650933,999,,,,"sa3016912"
"Ryan Garcia","TEX",5,6,,5.03696,24,24,,,94.7,424,92,57,53,13,51,0,4,83,7.88807,4.84689,1.62745,1.23548,0.195755,0.120283,0.07547169923782349,0.249322,1.51003,0.289377,0.689103,,,5.02906,0.615244,0.517326,999,,,,"sa3011190"
"Konnor Pilkington","ARI",4,5,,4.41277,25,19,,,87.7,391,84,46,43,10,46,0,4,76,7.79932,4.72064,1.65217,1.02623,0.194373,0.117647,0.07672633975744247,0.246334,1.48233,0.290196,0.724138,,,4.71456,0.614702,1.07517,999,,,,"21453"
"Colin Rea","MIL",4,5,,5.05832,21,18,,,94.3,412,103,57,53,17,30,0,3,78,7.44433,2.8632,2.6,1.62248,0.18932,0.0728155,0.11650484800338745,0.271768,1.41039,0.302817,0.695971,,,4.99417,0.613757,0.454351,999,,,,"12317"
"Ryan Watson","BAL",4,5,,4.46191,29,11,,,82.7,358,82,44,41,10,30,0,4,65,7.07376,3.26481,2.16667,1.08827,0.181564,0.0837989,0.09776535630226135,0.253086,1.35429,0.289157,0.693878,,,4.48841,0.612306,0.598613,999,,,,"sa3015070"
"Sam Hentges","CLE",3,2,,3.58752,58,0,,,57.7,246,53,25,23,5,23,0,1,60,9.35875,3.58752,2.6087,0.779896,0.243902,0.0934959,0.15040650963783264,0.238739,1.31716,0.305732,0.73913,,,3.54967,0.612209,0.57522,999,,,,"18548"
"A.J. Puk","MIA",5,5,,3.76963,53,1,,,57.3,243,52,26,24,8,18,1,4,72,11.3089,2.82723,4,1.25654,0.296296,0.0740741,0.2222222238779068,0.235294,1.22164,0.312057,0.748299,,,3.70879,0.610493,0.623267,999,,,,"19343"
"Austin Cox","KCR",3,3,,4.58864,27,14,,,86.3,380,89,47,44,10,35,0,4,63,6.5701,3.65006,1.8,1.04287,0.165789,0.0921053,0.0736842080950737,0.260997,1.43685,0.294776,0.7,,,4.65713,0.60923,0.885331,999,,,,"24604"
"Vince Velasquez","PIT",3,6,,4.86486,22,13,,,74,329,75,43,40,11,34,1,3,73,8.87838,4.13514,2.14706,1.33784,0.221885,0.103343,0.11854103952646255,0.256849,1.47297,0.307692,0.705128,,,4.7145,0.606488,0.501084,999,,,,"11189"
"Bryan Hudson","MIL",4,3,,4.01372,42,5,,,58.3,251,51,28,26,7,26,0,3,64,9.87993,4.01372,2.46154,1.08062,0.25498,0.103586,0.15139442682266235,0.22973,1.32075,0.291391,0.729167,,,4.11267,0.604624,0.657933,999,,,,"19924"
"Justin Hagenman","BOS",3,3,,4.38356,36,4,,,65.7,283,69,34,32,8,20,0,2,57,7.80822,2.73973,2.85,1.09589,0.201413,0.0706714,0.13074204325675964,0.264368,1.35464,0.311224,0.706941,,,4.1074,0.60407,0.606027,999,,,,"sa3008022"
"A.J. Minter","ATL",5,3,,3.85502,66,0,,,60.7,253,54,28,26,8,19,1,2,70,10.3789,2.81713,3.68421,1.18616,0.27668,0.0750988,0.20158103108406067,0.232759,1.20264,0.298701,0.728155,,,3.69985,0.60298,0.587997,999,,,,"18655"
"Ryan Yarbrough","LAD",5,6,,4.95716,20,11,,,81.7,355,90,48,45,14,19,1,7,65,7.16034,2.09302,3.42105,1.54223,0.183099,0.0535211,0.12957745790481567,0.273556,1.33415,0.304,0.682327,,,4.84623,0.598388,0.311032,999,,,,"16502"
"Dylan Lee","ATL",4,2,,3.48066,50,0,,,54.3,224,51,22,21,7,13,1,1,57,9.44751,2.1547,4.38462,1.16022,0.254464,0.0580357,0.1964285857975483,0.242857,1.17864,0.30137,0.774908,,,3.60495,0.597922,0.82907,999,,,,"19996"
"James McArthur","KCR",3,3,,4.35277,32,9,,,70.3,307,67,36,34,8,27,0,7,64,8.19346,3.45661,2.37037,1.02418,0.208469,0.0879479,0.1205211654305458,0.245421,1.33713,0.293532,0.700483,,,4.36457,0.596101,0.814751,999,,,,"21527"
"Tyler Mattison","DET",3,4,,3.87931,42,4,,,58,247,49,27,25,6,27,1,1,62,9.62069,4.18966,2.2963,0.931035,0.251012,0.109312,0.1417004019021988,0.223744,1.31034,0.284768,0.724852,,,3.91021,0.595227,0.650713,999,,,,"sa3018117"
"TJ Shook","MIL",4,5,,4.67956,20,11,,,82.7,365,78,46,43,11,36,0,9,74,8.0532,3.91778,2.05556,1.1971,0.20274,0.0986301,0.10410959273576736,0.24375,1.37848,0.285106,0.689655,,,4.82699,0.593787,0.689473,999,,,,"sa3014915"
"Marc Church","TEX",7,5,,4.01914,43,2,,,62.7,268,54,30,28,7,27,0,3,67,9.61722,3.8756,2.48148,1.00478,0.25,0.100746,0.1492537334561348,0.226891,1.29187,0.286585,0.716292,,,4.00464,0.593658,0.590092,999,,,,"sa3015080"
"Mason Thompson","WSN",4,4,,3.9779,49,1,,,54.3,234,51,26,24,4,21,1,3,47,7.79006,3.48066,2.2381,0.662983,0.200855,0.0897436,0.1111111119389534,0.242857,1.32597,0.295597,0.692771,,,3.80753,0.593007,0.456868,999,,,,"21850"
"Luarbert Arias","MIA",3,3,,3.75602,41,0,,,62.3,261,57,28,26,6,19,1,3,57,8.23435,2.74478,3,0.866774,0.218391,0.0727969,0.14559387415647507,0.238494,1.2199,0.289773,0.710059,,,3.73658,0.590369,0.6511,999,,,,"sa3007599"
"Robinson Pina","PHI",4,6,,4.99369,24,12,,,79.3,356,78,47,44,10,41,0,5,70,7.94451,4.65322,1.70732,1.13493,0.196629,0.115169,0.08146066963672638,0.251613,1.50063,0.295652,0.685714,,,4.86916,0.58982,0.374329,999,,,,"sa3003123"
"Matt Frisbee","SFG",5,6,,4.51575,24,12,,,85.7,372,92,46,43,11,25,0,5,60,6.30105,2.62544,2.4,1.15519,0.16129,0.0672043,0.09408601373434067,0.269006,1.36523,0.298893,0.698819,,,4.57359,0.586273,0.665579,999,,,,"sa3006801"
"Thomas Szapucki","SFG",3,4,,4.39024,27,15,,,69.7,315,65,36,34,9,37,5,4,78,10.0717,4.77762,2.10811,1.16212,0.247619,0.11746,0.13015872985124588,0.237226,1.46341,0.299465,0.738255,,,4.46021,0.585227,0.705143,999,,,,"21065"
"Zach Brzykcy","WSN",5,5,,3.85935,41,0,,,58.3,248,47,27,25,6,25,2,5,68,10.4974,3.85935,2.72,0.926244,0.274194,0.100806,0.1733871027827263,0.215596,1.23499,0.284722,0.707547,,,3.80393,0.584637,0.527334,999,,,,"sa3014984"
"Jacob Waguespack","TBR",5,5,,4.32911,21,12,,,79,342,79,41,38,10,31,7,4,69,7.86076,3.53165,2.22581,1.13924,0.201754,0.0906433,0.111111119389534,0.257329,1.39241,0.302632,0.71875,,,4.48289,0.583015,0.671115,999,,,,"18318"
"Jose Espada",,2,2,,4.31221,28,8,,,64.7,282,57,33,31,8,33,0,2,68,9.45904,4.59042,2.06061,1.11283,0.241135,0.117021,0.12411347031593323,0.230769,1.39104,0.28655,0.72335,,,4.38332,0.582943,0.517481,999,,,,"21131"
"Cole Winn","TEX",6,7,,4.90731,23,14,,,91.7,411,88,53,50,11,51,0,4,77,7.55725,5.00545,1.5098,1.07961,0.187348,0.124088,0.06326033920049667,0.247191,1.51581,0.287313,0.695793,,,4.93443,0.582197,0.604323,999,,,,"sa3008662"
"Thomas Hatch","PIT",4,5,,4.66135,24,12,,,75.3,332,76,42,39,10,29,0,7,64,7.6494,3.46614,2.2069,1.19522,0.192771,0.0873494,0.10542167723178864,0.256757,1.39442,0.297297,0.692308,,,4.71586,0.58193,0.644464,999,,,,"19264"
"Cody Poteet","NYY",4,5,,4.7779,21,17,,,92.3,400,88,52,49,15,38,0,4,84,8.19068,3.70531,2.21053,1.46262,0.21,0.095,0.11499999463558197,0.24581,1.36511,0.281853,0.704762,,,4.91268,0.58173,0.578719,999,,,,"18769"
"Jamison Hill","ARI",5,6,,4.55927,22,21,,,98.7,443,98,53,50,10,50,0,7,71,6.47416,4.55927,1.42,0.911854,0.160271,0.112867,0.04740406572818756,0.253886,1.49949,0.288525,0.708955,,,4.86598,0.580672,1.13797,999,,,,"sa3017935"
"Robbie Ray","SFG",6,6,,4.4868,18,18,,,102.3,447,104,55,51,19,40,0,3,107,9.41349,3.51906,2.675,1.67155,0.239374,0.0894855,0.14988813549280167,0.257426,1.40762,0.305755,0.758092,,,4.83862,0.577897,0.957677,999,,,,"11486"
"Jose Hernandez","PIT",2,3,,4,49,2,,,54,232,47,26,24,6,24,2,2,62,10.3333,4,2.58333,1,0.267241,0.103448,0.16379310935735703,0.228155,1.31481,0.297101,0.71885,,,3.84763,0.577668,0.510063,999,,,,"22318"
"Anthony Maldonado","MIA",5,5,,3.74322,42,0,,,55.3,233,49,25,23,6,19,1,3,61,9.92767,3.09222,3.21053,0.976492,0.261803,0.0815451,0.18025752156972885,0.232227,1.22966,0.298611,0.721476,,,3.65287,0.576141,0.562795,999,,,,"sa1169893"
"Levi Stoudt","CIN",4,8,,5.4,24,19,,,90,406,97,58,54,13,41,0,5,64,6.4,4.1,1.56098,1.3,0.157635,0.100985,0.05665024369955063,0.269444,1.53333,0.29682,0.66778,,,5.24393,0.574495,0.33387,999,,,,"25650"
"Cody Laweryson","MIN",3,3,,4.33387,29,7,,,62.3,269,60,32,30,7,23,0,4,56,8.08989,3.32263,2.43478,1.01124,0.208178,0.0855019,0.12267658859491348,0.247934,1.33226,0.296089,0.696721,,,4.21812,0.574326,0.513879,999,,,,"sa3010633"
"Shaun Anderson",,5,6,,5.33981,23,18,,,92.7,413,104,59,55,15,35,0,3,69,6.69903,3.39806,1.97143,1.45631,0.16707,0.0847458,0.08232446014881134,0.277333,1.49946,0.305842,0.677966,,,5.0997,0.573784,0.164872,999,,,,"19453"
"Josh Hader","HOU",4,2,,3.35702,60,0,,,56.3,233,41,22,21,7,23,1,3,75,11.9893,3.67673,3.26087,1.11901,0.321888,0.0987124,0.22317597270011902,0.198068,1.13677,0.272,0.774908,,,3.59252,0.573145,0.838701,999,,,,"14212"
"John Parke",,4,6,,5.11706,20,16,,,89.7,404,103,55,51,12,34,0,5,55,5.51839,3.41137,1.61765,1.20401,0.136139,0.0841584,0.05198020488023758,0.282192,1.52731,0.305369,0.682196,,,5.07221,0.572778,0.284879,999,,,,"sa3003988"
"Trevor Megill","MIL",1,1,,3.71739,40,0,,,46,197,42,20,19,6,18,1,2,62,12.1304,3.52174,3.44444,1.17391,0.314721,0.0913706,0.22335024923086166,0.237288,1.30435,0.330275,0.775194,,,3.55939,0.572712,0.542965,999,,,,"17722"
"Nick Robertson","STL",3,2,,3.61257,48,1,,,57.3,240,50,25,23,6,19,0,3,57,8.95288,2.98429,3,0.942408,0.2375,0.0791667,0.15833333134651184,0.229358,1.20419,0.283871,0.726073,,,3.7786,0.569733,0.655656,999,,,,"26226"
"Mason Erla","LAA",5,7,,4.92881,20,17,,,91.3,403,99,53,50,12,33,0,5,55,5.42169,3.25301,1.66667,1.18291,0.136476,0.0818859,0.05459056794643402,0.271233,1.44578,0.291946,0.685764,,,5.0075,0.568787,0.629509,999,,,,"sa3017685"
"Camilo Doval","SFG",7,4,,3.54545,64,0,,,66,279,53,28,26,7,27,3,5,79,10.7727,3.68182,2.92593,0.954545,0.283154,0.0967742,0.18637993931770325,0.214575,1.21212,0.285714,0.740741,,,3.69443,0.566768,0.729965,999,,,,"21992"
"Noah Davis","COL",3,7,,5.68106,21,20,,,90.3,415,96,61,57,12,42,0,13,68,6.77741,4.18605,1.61905,1.19601,0.163855,0.101205,0.06265059858560562,0.266667,1.52824,0.3,0.635314,,,5.30377,0.563071,0.59879,999,,,,"25862"
