Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Austin Bergner","DET",4,6,,4.73684,30,11,,,76,339,75,43,40,10,37,0,3,67,7.93421,4.38158,1.81081,1.18421,0.19764,0.109145,0.08849557489156723,0.250836,1.47368,0.292793,0.704082,,,4.78136,0.341651,0.393073,999,,,,"sa3011122"
"Connor Grey",,3,6,,5.26775,20,16,,,80.3,365,87,50,47,11,35,0,7,61,6.83686,3.92279,1.74286,1.23288,0.167123,0.0958904,0.0712328776717186,0.26935,1.5193,0.302789,0.675422,,,5.08568,0.341352,-0.00137677,999,,,,"sa918420"
"Kyle Nelson","ARI",4,4,,3.93638,60,2,,,50.3,216,45,24,22,6,20,1,3,54,9.66203,3.57853,2.7,1.07356,0.25,0.0925926,0.15740741044282913,0.233161,1.29225,0.293233,0.724382,,,4.03039,0.340671,0.454047,999,,,,"20515"
"M.D. Johnson","MIA",4,6,,5.07042,21,21,,,92.3,417,97,56,52,12,43,0,8,66,6.43554,4.19285,1.53488,1.1701,0.158273,0.103118,0.055155880749225616,0.265027,1.51679,0.295139,0.681818,,,5.1727,0.340251,0.466363,999,,,,"sa3010364"
"Beau Burrows",,4,5,,4.8954,29,11,,,71.7,323,73,42,39,9,35,0,4,60,7.53138,4.39331,1.71429,1.12971,0.185759,0.108359,0.07739938050508499,0.257042,1.50628,0.297674,0.691824,,,4.845,0.338507,0.363267,999,,,,"18873"
"Connor Gillispie","CLE",4,6,,4.59075,21,11,,,84.3,373,87,46,43,11,34,0,5,61,6.51246,3.62989,1.79412,1.17438,0.163539,0.0911528,0.07238605618476868,0.260479,1.43535,0.290076,0.710227,,,4.89205,0.336789,0.58233,999,,,,"sa1169801"
"Tommy Parsons",,4,4,,4.68869,21,11,,,78.7,344,84,44,41,11,29,0,1,49,5.60356,3.31639,1.68966,1.25794,0.142442,0.0843023,0.05813952535390854,0.267516,1.43583,0.287402,0.706967,,,4.97042,0.334144,0.5097,999,,,,"sa3007624"
"Dane Acker","TEX",1,2,,5.09653,24,24,,,77.7,349,74,47,44,11,41,0,8,68,7.87645,4.74903,1.65854,1.27413,0.194842,0.117479,0.07736390084028244,0.246667,1.48005,0.285068,0.682731,,,5.23702,0.334043,0.400309,999,,,,"sa3014924"
"Steven Okert","MIA",3,2,,4.09867,55,1,,,52.7,222,45,26,24,7,21,1,4,61,10.4175,3.58634,2.90476,1.19545,0.274775,0.0945946,0.180180162191391,0.228426,1.25237,0.294574,0.711744,,,4.08995,0.333739,0.36377,999,,,,"13580"
"Josh Hendrickson",,4,5,,5.39804,20,17,,,91.7,412,99,59,55,14,38,0,8,63,6.18321,3.72955,1.65789,1.37405,0.152913,0.092233,0.0606796070933342,0.270492,1.494,0.294118,0.664395,,,5.37063,0.333552,0.125898,999,,,,"sa3011196"
"Tyler Eckberg","MIA",2,3,,4.13969,36,0,,,58.7,254,66,29,27,7,11,1,2,41,6.2862,1.68654,3.72727,1.07325,0.161417,0.0433071,0.11811023205518723,0.273859,1.31175,0.305699,0.714286,,,4.07276,0.333496,0.351815,999,,,,"sa3017365"
"Devin Sweet","DET",3,4,,4.125,39,0,,,48,206,45,24,22,5,16,0,2,44,8.25,3,2.75,0.9375,0.213592,0.0776699,0.13592232763767242,0.239362,1.27083,0.28777,0.685185,,,3.90087,0.332096,0.205922,999,,,,"25348"
"Nick Fraze","TOR",4,4,,4.81361,21,12,,,61.7,273,62,35,33,8,24,1,7,46,6.70989,3.50081,1.91667,1.16694,0.168498,0.0879121,0.08058608323335648,0.256198,1.39384,0.287234,0.681818,,,4.95682,0.331638,0.331015,999,,,,"sa3010250"
"Luarbert Arias","MIA",3,3,,3.94604,40,0,,,59.3,251,56,28,26,7,19,1,3,54,8.19562,2.88364,2.84211,1.06239,0.215139,0.0756972,0.13944223523139954,0.244541,1.26476,0.291667,0.720859,,,4.08135,0.331139,0.484574,999,,,,"sa3007599"
"Zack Greinke",,5,8,,5.23546,22,20,,,108.3,478,131,67,63,18,31,0,2,63,5.23546,2.57618,2.03226,1.49584,0.131799,0.0648536,0.06694560497999191,0.294382,1.49584,0.31044,0.694444,,,5.1664,0.329532,0.509824,999,,,,"1943"
"Génesis Cabrera","TOR",3,2,,4.05,56,1,,,60,255,52,29,27,7,25,2,4,60,9,3.75,2.4,1.05,0.235294,0.0980392,0.13725490123033524,0.230089,1.28333,0.283019,0.714286,,,4.22171,0.328852,0.358888,999,,,,"17490"
"T.J. Zeuch",,4,5,,5.60398,19,17,,,80.3,368,94,53,50,12,33,0,4,50,5.60398,3.69863,1.51515,1.34496,0.13587,0.0896739,0.04619564861059189,0.283988,1.58157,0.304833,0.671506,,,5.33474,0.328366,-0.00547585,999,,,,"19269"
"James Karinchak","CLE",4,3,,3.63158,62,0,,,57,241,42,25,23,7,32,1,2,76,12,5.05263,2.375,1.10526,0.315353,0.13278,0.1825726181268692,0.202899,1.29825,0.282258,0.76324,,,3.97434,0.328323,0.536634,999,,,,"20151"
"Riley Thompson","CHC",5,6,,5.03177,24,19,,,78.7,357,80,47,44,11,43,1,2,66,7.54765,4.91741,1.53488,1.25794,0.184874,0.120448,0.06442577391862869,0.25641,1.5629,0.293617,0.70632,,,5.11019,0.325839,0.360599,999,,,,"sa876287"
"Austin Voth","SEA",2,2,,4.47602,31,8,,,56.3,249,58,30,28,8,21,1,2,52,8.31261,3.35702,2.47619,1.27886,0.208835,0.0843373,0.12449800223112106,0.256637,1.4032,0.301205,0.722714,,,4.48062,0.324505,0.273544,999,,,,"15047"
"Isaiah Campbell","BOS",5,5,,4.14,46,1,,,50,213,48,25,23,6,18,1,2,48,8.64,3.24,2.66667,1.08,0.225352,0.084507,0.14084506779909134,0.248705,1.32,0.302158,0.711806,,,4.09504,0.324161,0.402109,999,,,,"25551"
"Jose Montilla",,2,3,,4.65517,27,6,,,58,253,65,32,30,7,16,0,2,33,5.12069,2.48276,2.0625,1.08621,0.130435,0.0632411,0.06719367206096649,0.276596,1.39655,0.297436,0.688202,,,4.61711,0.322799,0.388574,999,,,,"sa3003102"
"Daniel Camarena","SDP",4,5,,5.03411,24,16,,,73.3,326,84,44,41,11,22,1,3,44,5.40246,2.70123,2,1.35061,0.134969,0.0674847,0.06748466193675995,0.27907,1.44611,0.296748,0.684327,,,5.02857,0.321417,0.0901149,999,,,,"14467"
"Keynan Middleton",,2,2,,3.9375,50,0,,,48,201,41,22,21,7,18,0,1,56,10.5,3.375,3.11111,1.3125,0.278607,0.0895522,0.1890547126531601,0.225275,1.22917,0.285714,0.752033,,,4.00504,0.319325,0.354959,999,,,,"15264"
"Anthony Banda",,2,4,,5.00843,34,6,,,59.3,272,65,35,33,7,26,1,3,46,6.98145,3.94604,1.76923,1.06239,0.169118,0.0955882,0.07352940738201141,0.26749,1.53457,0.305263,0.689655,,,4.70529,0.318351,0.0990351,999,,,,"14706"
"Touki Toussaint","CHW",4,5,,5.09211,20,14,,,76,336,67,46,43,11,42,0,9,72,8.52632,4.97368,1.71429,1.30263,0.214286,0.125,0.0892857164144516,0.235088,1.43421,0.277228,0.673077,,,5.25504,0.31725,0.27116,999,,,,"16929"
"Jalen Beeks","COL",3,4,,5.08156,29,5,,,79.7,364,91,48,45,13,31,1,5,67,7.56587,3.50063,2.16129,1.46801,0.184066,0.0851648,0.09890110045671463,0.277439,1.53074,0.314516,0.712909,,,5.04927,0.316691,0.639336,999,,,,"17192"
"Connor Curlis","CIN",3,6,,5.53325,22,15,,,79.7,359,84,52,49,14,35,0,6,65,7.34003,3.95232,1.85714,1.58093,0.181058,0.097493,0.08356545865535736,0.264151,1.4931,0.292887,0.674044,,,5.45077,0.315091,0.20966,999,,,,"sa3006707"
"Lucas Gilbreath","COL",2,3,,5.23452,29,7,,,53.3,244,53,33,31,7,31,0,3,51,8.61163,5.23452,1.64516,1.18199,0.209016,0.127049,0.08196721971035004,0.252381,1.57598,0.302632,0.687332,,,4.96236,0.314228,0.405581,999,,,,"21290"
"Ryan Weber",,4,5,,4.90674,21,11,,,69.7,304,82,41,38,12,13,0,3,42,5.42324,1.67862,3.23077,1.5495,0.138158,0.0427632,0.09539473056793213,0.284722,1.36298,0.299145,0.690537,,,4.9767,0.313375,0.187682,999,,,,"10160"
"Marc Church","TEX",6,6,,4.1791,43,2,,,60.3,262,53,30,28,8,28,0,3,64,9.55224,4.1791,2.28571,1.19403,0.244275,0.10687,0.13740458339452744,0.229437,1.34328,0.283019,0.730659,,,4.39932,0.311241,0.453781,999,,,,"sa3015080"
"Jose Bravo",,4,5,,4.87555,19,10,,,68.3,302,74,40,37,10,24,0,3,51,6.72035,3.16252,2.125,1.31772,0.168874,0.0794702,0.08940397202968597,0.269091,1.43485,0.299065,0.690476,,,4.85094,0.309502,0.233224,999,,,,"sa923839"
"Anthony Misiewicz","NYY",4,4,,4.40816,40,3,,,49,211,48,26,24,7,17,2,1,47,8.63265,3.12245,2.76471,1.28571,0.222749,0.0805687,0.14218009263277054,0.248705,1.32653,0.294964,0.706522,,,4.29586,0.309406,0.139849,999,,,,"18152"
"Aaron Bummer","ATL",5,3,,4.07547,55,0,,,53,232,47,26,24,7,24,2,4,66,11.2075,4.07547,2.75,1.18868,0.284483,0.103448,0.18103446811437607,0.230392,1.33962,0.305344,0.735294,,,4.06636,0.308257,0.360553,999,,,,"16258"
"Mason Fluharty","TOR",5,3,,3.9661,49,0,,,59,255,55,28,26,7,22,3,3,56,8.54237,3.35593,2.54545,1.0678,0.219608,0.0862745,0.13333333283662796,0.23913,1.30508,0.287425,0.729167,,,4.17029,0.307585,0.356716,999,,,,"sa3020261"
"Alex Lange","DET",5,6,,4.11093,63,0,,,61.3,266,48,30,28,7,34,1,5,79,11.5987,4.99184,2.32353,1.02773,0.296992,0.12782,0.16917292773723602,0.211454,1.33768,0.29078,0.720222,,,4.0707,0.306245,0.328307,999,,,,"19883"
"Connor Brogdon","PHI",3,2,,4.47514,51,2,,,54.3,233,50,29,27,8,23,1,2,58,9.61326,3.81215,2.52174,1.32597,0.248927,0.0987124,0.15021459758281708,0.240385,1.34438,0.295775,0.711974,,,4.41526,0.305871,0.204429,999,,,,"21205"
"Jeff Lindgren","MIA",4,7,,5.02851,22,17,,,87.7,393,97,52,49,11,36,0,6,52,5.33637,3.69441,1.44444,1.12885,0.132316,0.0916031,0.04071246087551117,0.276353,1.51653,0.298611,0.688776,,,5.13645,0.305708,0.507265,999,,,,"25830"
"Carlos Estévez","LAA",4,4,,4.26945,58,0,,,52.7,221,46,27,25,7,23,1,1,58,9.90512,3.92789,2.52174,1.19545,0.262443,0.104072,0.15837105363607407,0.233503,1.3093,0.295455,0.709459,,,4.14688,0.305512,0.203409,999,,,,"14542"
"Tejay Antone","CIN",2,4,,5.26508,23,8,,,54.7,242,55,34,32,9,24,0,4,50,8.22669,3.94881,2.08333,1.4808,0.206612,0.0991736,0.10743802040815353,0.257009,1.44424,0.296774,0.677711,,,5.10148,0.304739,0.191833,999,,,,"16233"
"Zach Haake",,4,5,,5.42777,20,15,,,71.3,321,77,46,43,11,32,0,3,52,6.56381,4.03927,1.625,1.3885,0.161994,0.0996885,0.062305301427841187,0.269231,1.52875,0.295964,0.673077,,,5.27468,0.304498,0.0593946,999,,,,"sa3008523"
"Cody Bolton","SEA",4,3,,4.24658,38,7,,,65.7,289,63,33,31,8,28,0,3,58,7.94521,3.83562,2.07143,1.09589,0.200692,0.0968858,0.10380622744560242,0.244186,1.38508,0.286458,0.726817,,,4.48792,0.304447,0.459828,999,,,,"23265"
"Logan Allen","ARI",3,4,,4.60714,30,10,,,84,376,87,46,43,10,37,0,6,64,6.85714,3.96429,1.72973,1.07143,0.170213,0.0984043,0.07180850207805634,0.261261,1.47619,0.297297,0.709091,,,4.81456,0.304209,0.648465,999,,,,"18555"
"Garrett Acton","TBR",4,4,,3.93638,37,1,,,50.3,215,45,24,22,6,20,2,1,53,9.4831,3.57853,2.65,1.07356,0.246512,0.0930233,0.1534883677959442,0.231959,1.29225,0.288889,0.724382,,,3.95087,0.303253,0.271784,999,,,,"27583"
"Noah Denoyer","BAL",2,3,,4.47761,23,6,,,60.3,265,57,32,30,8,28,0,3,58,8.65672,4.1791,2.07143,1.19403,0.218868,0.10566,0.11320754885673523,0.24359,1.40962,0.291667,0.718157,,,4.59832,0.302843,0.375322,999,,,,"sa3011889"
"Andrew Saalfrank","ARI",5,4,,3.83886,48,0,,,63.3,274,55,29,27,7,31,1,2,69,9.81043,4.40758,2.22581,0.995261,0.251825,0.113139,0.1386861428618431,0.228216,1.35861,0.290909,0.748031,,,4.07653,0.3024,0.599237,999,,,,"26203"
"Seth Nordlin",,3,5,,5.03177,27,13,,,78.7,353,88,47,44,11,27,0,6,48,5.4892,3.08767,1.77778,1.25794,0.135977,0.0764873,0.05949009209871292,0.275,1.46125,0.295019,0.682731,,,5.11019,0.301899,0.322464,999,,,,"sa3004215"
"Yonny Chirinos",,4,5,,4.85346,20,11,,,85.3,369,93,49,46,13,27,0,4,54,5.69754,2.84877,2,1.37163,0.146341,0.0731707,0.0731707289814949,0.275148,1.4068,0.295203,0.697446,,,5.06043,0.301281,0.617299,999,,,,"16401"
"Alex Young","CIN",3,3,,4.97238,52,2,,,54.3,238,55,32,30,9,20,1,2,56,9.28177,3.31492,2.8,1.49171,0.235294,0.0840336,0.15126050263643265,0.25463,1.38122,0.304636,0.689103,,,4.56259,0.301018,0.0475621,999,,,,"18333"
"Brett Kennedy","CIN",3,5,,5.53846,20,15,,,78,353,86,51,48,13,33,0,6,56,6.46154,3.80769,1.69697,1.5,0.15864,0.0934844,0.06515580415725708,0.273885,1.52564,0.297959,0.674603,,,5.48581,0.300245,0.214646,999,,,,"17877"
"Davis Sharpe","CLE",6,6,,3.85714,39,0,,,63,266,61,29,27,7,15,2,5,50,7.14286,2.14286,3.33333,1,0.18797,0.056391,0.1315789446234703,0.247967,1.20635,0.285714,0.70997,,,4.06456,0.298345,0.452227,999,,,,"sa3018112"
"Mason Hickman","CLE",4,6,,4.52119,27,7,,,63.7,284,60,34,32,8,34,1,2,62,8.75981,4.80377,1.82353,1.1303,0.21831,0.119718,0.09859155118465424,0.241935,1.47567,0.292135,0.724638,,,4.63652,0.296581,0.381911,999,,,,"sa3015033"
"Jordan Hicks","SFG",5,5,,4.13115,54,2,,,61,265,51,30,28,7,32,0,4,72,10.623,4.72131,2.25,1.03279,0.271698,0.120755,0.15094339847564697,0.222707,1.36066,0.293333,0.724044,,,4.15668,0.296376,0.344916,999,,,,"19618"
"Giovanny Gallegos","STL",4,3,,3.94881,54,0,,,54.7,226,48,26,24,9,17,1,2,64,10.5302,2.79708,3.76471,1.4808,0.283186,0.0752212,0.20796459913253784,0.231884,1.1883,0.291045,0.744275,,,4.09599,0.295751,0.354116,999,,,,"14986"
"Liam Hendriks",,4,3,,4.17219,48,0,,,45.3,191,41,22,21,8,16,2,1,57,11.3245,3.17881,3.5625,1.5894,0.298429,0.0837696,0.2146596759557724,0.235632,1.25828,0.302752,0.764192,,,4.16012,0.294359,0.275006,999,,,,"3548"
"Blake Holub","MIL",4,4,,4.17857,43,1,,,56,243,53,28,26,7,22,0,2,52,8.35714,3.53571,2.36364,1.125,0.213992,0.090535,0.12345679849386215,0.242009,1.33929,0.2875,0.720859,,,4.30861,0.294066,0.355608,999,,,,"sa3018147"
"Gavin Hollowell","COL",1,2,,4.75472,43,0,,,53,231,50,30,28,7,21,1,5,54,9.16981,3.56604,2.57143,1.18868,0.233766,0.0909091,0.1428571343421936,0.243902,1.33962,0.298611,0.669935,,,4.40598,0.293844,0.320503,999,,,,"25427"
"Jordi Martinez","PHI",2,3,,4.86885,37,5,,,61,270,63,35,33,8,26,0,1,47,6.93443,3.83607,1.80769,1.18033,0.174074,0.0962963,0.07777777314186096,0.259259,1.45902,0.292553,0.694087,,,4.74684,0.291099,0.156444,999,,,,"sa3006141"
"Wes Parsons","TOR",5,6,,5.10373,20,14,,,72.3,327,75,44,41,11,35,0,4,62,7.71784,4.35685,1.77143,1.36929,0.189602,0.107034,0.08256880939006805,0.260417,1.52144,0.297674,0.697674,,,5.13609,0.290933,0.135035,999,,,,"14764"
"Jackson Tetreault","WSN",4,8,,5.33417,17,17,,,79.3,359,88,50,47,12,34,0,3,51,5.78815,3.85876,1.5,1.36192,0.142061,0.0947075,0.04735375940799713,0.273292,1.53846,0.293436,0.684411,,,5.33575,0.290437,0.223482,999,,,,"20565"
"Deyni Olivero",,5,6,,4.9827,19,19,,,86.7,394,99,51,48,10,35,0,4,43,4.46367,3.63322,1.22857,1.03806,0.109137,0.0888325,0.020304568111896515,0.278873,1.54556,0.294702,0.691667,,,5.11202,0.289921,0.578686,999,,,,"sa917869"
"Forrest Whitley","HOU",3,4,,4.70489,18,14,,,59.3,267,55,33,31,8,31,0,5,57,8.65093,4.70489,1.83871,1.21417,0.213483,0.116105,0.09737826883792877,0.238095,1.45025,0.283133,0.708556,,,4.90765,0.288849,0.445029,999,,,,"sa917930"
"Julian Merryweather","CHC",3,2,,4.07547,53,0,,,53,229,46,26,24,8,24,0,2,68,11.5472,4.07547,2.83333,1.35849,0.296943,0.104803,0.19213972240686417,0.226601,1.32075,0.299213,0.748299,,,4.12296,0.287628,0.298095,999,,,,"16703"
"John Doxakis","CLE",4,6,,4.70735,28,8,,,80.3,359,81,45,42,9,34,0,8,61,6.83686,3.81071,1.79412,1.00872,0.169916,0.0947075,0.07520891726016998,0.25552,1.43213,0.291498,0.683594,,,4.76189,0.287542,0.290517,999,,,,"sa1115967"
"Nate Pearson","TOR",4,3,,4.31616,44,2,,,56.3,243,48,29,27,7,28,1,3,61,9.75133,4.47602,2.17857,1.11901,0.251029,0.115226,0.1358024701476097,0.226415,1.34991,0.284722,0.70997,,,4.35628,0.286743,0.215589,999,,,,"20160"
"Victor Vargas",,3,6,,5.4023,20,19,,,78.3,348,90,50,47,11,25,0,5,33,3.7931,2.87356,1.32,1.26437,0.0948276,0.0718391,0.02298850566148758,0.283019,1.46871,0.288321,0.65261,,,5.38786,0.286287,0.156292,999,,,,"sa3007724"
"Eduardo Salazar","LAD",4,3,,4.90909,29,10,,,77,348,80,45,42,10,33,1,8,57,6.66234,3.85714,1.72727,1.16883,0.163793,0.0948276,0.06896551698446274,0.260586,1.46753,0.291667,0.686869,,,5.06024,0.283541,0.208322,999,,,,"23135"
"Sam Long","KCR",1,2,,4.76726,41,5,,,62.3,269,63,35,33,7,24,1,2,46,6.64527,3.46709,1.91667,1.01124,0.171004,0.0892193,0.08178438246250153,0.259259,1.39647,0.294737,0.673575,,,4.491,0.283265,0.265988,999,,,,"25379"
"Jorge Alcala","MIN",3,3,,4.30435,32,2,,,46,194,41,24,22,6,18,1,2,48,9.3913,3.52174,2.66667,1.17391,0.247423,0.0927835,0.15463917702436447,0.235632,1.28261,0.291667,0.6917,,,4.16808,0.282662,0.174128,999,,,,"19459"
"Chance Kirby",,3,6,,4.98649,20,14,,,74,329,80,44,41,10,29,0,3,48,5.83784,3.52703,1.65517,1.21622,0.145897,0.0881459,0.05775076150894165,0.26936,1.47297,0.292887,0.684211,,,5.0118,0.282378,0.309613,999,,,,"sa3007200"
"Jorge López","NYM",4,5,,4.83412,43,5,,,63.3,282,63,36,34,8,26,3,6,59,8.38863,3.69668,2.26923,1.13744,0.20922,0.0921986,0.11702127754688263,0.252,1.406,0.300546,0.681234,,,4.55046,0.281654,-0.0236536,999,,,,"14527"
"Nick Vespi","BAL",3,3,,4.04082,44,0,,,49,209,47,24,22,6,16,1,1,47,8.63265,2.93878,2.9375,1.10204,0.22488,0.076555,0.1483253613114357,0.244792,1.28571,0.294964,0.714286,,,3.96933,0.281469,0.197568,999,,,,"21093"
"Franklyn Kilome",,4,8,,5.37696,19,14,,,70.3,325,70,45,42,8,41,0,8,56,7.16927,5.24893,1.36585,1.02418,0.172308,0.126154,0.04615384340286255,0.253623,1.57895,0.292453,0.661323,,,5.23228,0.281065,0.0834223,999,,,,"17861"
"Joe Mantiply","ARI",3,3,,4.08207,48,3,,,46.3,202,49,22,21,6,13,1,2,40,7.77538,2.527,3.07692,1.16631,0.19802,0.0643564,0.1336633637547493,0.262032,1.33909,0.304965,0.746269,,,4.18377,0.280367,0.47482,999,,,,"14857"
"Trevor Brigden","TBR",4,4,,4.04494,38,2,,,62.3,268,57,30,28,8,25,2,2,64,9.24559,3.61156,2.56,1.1557,0.238806,0.0932836,0.14552238583564758,0.236515,1.31621,0.289941,0.734463,,,4.16997,0.276385,0.367142,999,,,,"sa3011481"
"Eric Orze","NYM",3,3,,4.36266,36,1,,,55.7,245,50,29,27,6,29,0,3,59,9.53321,4.68582,2.03448,0.969479,0.240816,0.118367,0.12244898080825806,0.234742,1.41831,0.297297,0.708215,,,4.26043,0.276114,0.103487,999,,,,"sa3014793"
"Thomas Farr","CIN",4,7,,5.70968,22,22,,,93,422,103,63,59,15,35,0,12,57,5.51613,3.3871,1.62857,1.45161,0.135071,0.0829384,0.05213269591331482,0.274667,1.48387,0.290429,0.641026,,,5.64214,0.275154,0.122653,999,,,,"sa3017720"
"Trent Thornton","SEA",3,2,,4.1681,34,5,,,58.3,249,56,29,27,8,20,0,2,51,7.87307,3.08748,2.55,1.23499,0.204819,0.0803213,0.12449799478054047,0.246696,1.3036,0.285714,0.725309,,,4.42142,0.274932,0.398432,999,,,,"17948"
"Miguel Castro","ARI",5,4,,3.87792,63,0,,,55.7,237,47,26,24,6,25,2,4,60,9.69479,4.0395,2.4,0.969479,0.253165,0.105485,0.14767932891845703,0.225962,1.29264,0.288732,0.72327,,,4.06294,0.274671,0.478378,999,,,,"15684"
"Daniel Juarez","NYM",3,4,,4.36266,37,2,,,55.7,241,51,29,27,6,25,0,4,52,8.40215,4.0395,2.08,0.969479,0.215768,0.103734,0.11203319579362869,0.240566,1.36445,0.292208,0.695266,,,4.35019,0.274517,0.157632,999,,,,"sa3011139"
"R.J. Dabovich","SFG",3,3,,4.21277,45,1,,,47,204,39,24,22,5,26,1,1,55,10.5319,4.97872,2.11538,0.957447,0.269608,0.127451,0.14215685427188873,0.220339,1.38298,0.290598,0.706897,,,4.021,0.273988,0.146568,999,,,,"sa3014431"
"Kendall Williams","LAD",5,6,,5.11364,21,19,,,88,397,92,53,50,12,42,0,6,57,5.82955,4.29545,1.35714,1.22727,0.143577,0.105793,0.03778337687253952,0.26361,1.52273,0.285714,0.691126,,,5.36868,0.273139,0.315707,999,,,,"sa3011674"
"Edwin Uceta","TBR",3,4,,4.63122,26,7,,,58.3,258,53,32,30,7,29,1,4,58,8.95369,4.47684,2,1.08062,0.224806,0.112403,0.11240310221910477,0.235556,1.40652,0.2875,0.692521,,,4.52434,0.272182,0.184878,999,,,,"20539"
"Andrew Wantz","LAA",1,2,,4.47761,42,4,,,60.3,257,56,32,30,9,25,1,2,59,8.80597,3.73134,2.36,1.34328,0.229572,0.0972763,0.13229572027921677,0.243478,1.34328,0.290123,0.716374,,,4.58174,0.271862,0.331495,999,,,,"24933"
"Tommy Mace","CLE",4,6,,4.80256,20,14,,,93.7,419,99,53,50,12,42,0,4,62,5.95518,4.03415,1.47619,1.15261,0.147971,0.100239,0.04773269593715668,0.265416,1.5048,0.29097,0.708535,,,5.06934,0.270152,0.5332,999,,,,"sa3018140"
"Chris Gau","TBR",4,3,,4.11531,38,2,,,50.3,216,47,25,23,6,18,1,2,48,8.58847,3.22068,2.66667,1.07356,0.222222,0.0833333,0.1388888880610466,0.239796,1.29225,0.288732,0.706714,,,4.09003,0.269806,0.214426,999,,,,"sa3007728"
"Jairo Solis","HOU",3,3,,4.81095,20,15,,,76.7,342,79,44,41,9,31,0,6,46,5.39765,3.63755,1.48387,1.05606,0.134503,0.0906433,0.04385964572429657,0.259016,1.43416,0.28,0.677618,,,5.02818,0.269357,0.440437,999,,,,"sa3003037"
"Taylor Rogers","SFG",4,5,,4.2,52,0,,,45,199,42,22,21,6,18,3,4,57,11.4,3.6,3.16667,1.2,0.286432,0.0904523,0.19597988575696945,0.237288,1.33333,0.315789,0.736434,,,3.92171,0.267957,0.195398,999,,,,"13449"
"Gabe Mosser","SDP",4,6,,4.88571,20,15,,,70,311,77,41,38,11,24,0,3,47,6.04286,3.08571,1.95833,1.41429,0.151125,0.0771704,0.0739549845457077,0.271127,1.44286,0.292035,0.700935,,,5.11218,0.265862,0.209862,999,,,,"sa3006834"
"Paul Campbell","MIA",4,7,,5.04909,18,10,,,71.3,318,77,43,40,11,28,1,4,56,7.06872,3.53436,2,1.3885,0.176101,0.0880503,0.08805031329393387,0.269231,1.47265,0.30137,0.691964,,,5.03625,0.265518,0.285005,999,,,,"22248"
"Clay Holmes","NYY",5,3,,3.94737,59,0,,,57,241,48,27,25,7,23,1,5,61,9.63158,3.63158,2.65217,1.10526,0.253112,0.0954357,0.1576763615012169,0.225352,1.24561,0.282759,0.718954,,,4.18486,0.265508,0.331227,999,,,,"13649"
"Hoby Milner","MIL",2,1,,4.00387,59,0,,,51.7,219,50,25,23,7,15,0,4,49,8.52998,2.61122,3.26667,1.21857,0.223744,0.0684932,0.1552511379122734,0.25,1.25725,0.298611,0.724638,,,4.22216,0.265426,0.357667,999,,,,"13346"
"Robby Ahlstrom","TEX",3,3,,4.72131,31,5,,,61,273,59,34,32,8,29,0,4,56,8.26229,4.27869,1.93103,1.18033,0.205128,0.106227,0.09890110045671463,0.245833,1.44262,0.289773,0.703125,,,4.74684,0.265303,0.28016,999,,,,"sa3018193"
"Colin Poche","TBR",7,5,,3.70497,63,0,,,58.3,241,49,26,24,7,23,1,2,62,9.57118,3.5506,2.69565,1.08062,0.257261,0.0954357,0.1618257388472557,0.226852,1.23499,0.285714,0.73955,,,3.97545,0.263651,0.435982,999,,,,"19403"
"Blake Workman",,3,2,,3.91304,29,0,,,46,197,44,21,20,5,13,1,4,41,8.02174,2.54348,3.15385,0.978261,0.208122,0.0659898,0.1421319767832756,0.244444,1.23913,0.291045,0.72,,,3.99417,0.263064,0.443359,999,,,,"sa3007856"
"Jordan Leasure","CHW",3,3,,4.21053,47,0,,,51.3,217,44,26,24,7,23,2,1,55,9.64912,4.03509,2.3913,1.22807,0.253456,0.105991,0.14746545255184174,0.227979,1.30604,0.282443,0.716783,,,4.28818,0.262763,0.202966,999,,,,"sa3017607"
"Josh Simpson","MIA",2,3,,4.125,33,1,,,48,211,42,24,22,6,24,0,4,58,10.875,4.5,2.41667,1.125,0.274882,0.113744,0.1611374393105507,0.229508,1.375,0.302521,0.729167,,,4.21337,0.261805,0.324041,999,,,,"sa1053035"
"José Ruiz","PHI",1,2,,4.95,49,3,,,60,265,58,35,33,9,28,1,2,63,9.45,4.2,2.25,1.35,0.237736,0.10566,0.1320754736661911,0.246809,1.43333,0.300613,0.694823,,,4.60504,0.261595,-0.0182027,999,,,,"14552"
"Victor Vodnik","COL",2,4,,4.80493,38,2,,,48.7,218,47,28,26,6,25,0,2,46,8.50103,4.62012,1.84,1.10883,0.211009,0.114679,0.09633027762174606,0.246073,1.47844,0.294964,0.691824,,,4.63081,0.261477,0.362829,999,,,,"24614"
"Jhonathan Diaz",,4,6,,4.53875,30,10,,,81.3,358,77,44,41,9,34,0,11,64,7.08487,3.76384,1.88235,0.99631,0.178771,0.0949721,0.08379887789487839,0.246006,1.36531,0.283333,0.680894,,,4.78026,0.260792,0.390586,999,,,,"20298"
