Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Xander Bogaerts","SDP",147,625,556,153,105,30,1,17,80,69,57,1,113,6,6,0,15,12,1,0.27518,0.0912,0.1808,0.504425,0.3456,0.42446,0.334847,0.77006,0.149281,4.65377,0.314815,,0.691166,84.7026,8.54999,114.827,0.691166,-0.3,12.171585500240326,6.589329898357391,3.99346,113.52999877929688,,,,"12161"
"Matt Chapman",,141,579,501,120,65,28,2,25,75,71,66,1,164,7,5,0,6,3,2,0.239521,0.11399,0.283247,0.402439,0.333333,0.453094,0.338661,0.786427,0.213573,3.52117,0.299685,,-1.29976,80.3027,9.75492,117.176,-1.29976,7.5,10.616512298583984,9.627424955368042,3.98032,268.05999755859375,,,,"16505"
"Carlos Correa","MIN",138,588,522,137,86,29,1,21,71,73,58,2,123,4,4,0,20,0,1,0.262452,0.0986395,0.209184,0.471545,0.338435,0.442529,0.337025,0.780964,0.180077,1.9686,0.303665,,-1.54703,80.752,9.10767,115.939,-1.54703,3.7,9.68298590183258,10.18148159980774,3.97297,258.44000244140625,,,,"14162"
"Nico Hoerner","CHC",148,607,551,152,113,25,3,11,77,66,40,2,73,11,4,1,12,29,5,0.275862,0.0658979,0.120264,0.547945,0.334983,0.392015,0.317885,0.726998,0.116152,6.23653,0.299363,,2.44138,73.7127,-0.246747,99.2028,2.44138,14.9,1.8418688774108887,17.130305290222168,3.95339,63.11000061035156,,,,"21479"
"Brandon Nimmo","NYM",140,615,531,141,93,26,5,17,81,65,69,0,122,11,2,2,6,3,3,0.265537,0.112195,0.198374,0.565574,0.360522,0.429379,0.34638,0.789901,0.163842,3.94036,0.314721,,-1.99922,89.2382,14.3041,121.899,-1.99922,1.6,14.685258269309998,3.859700083732605,3.93796,199.9199981689453,,,,"12927"
"Rafael Devers","BOS",152,655,586,164,92,38,1,33,95,107,58,9,126,8,3,0,14,4,2,0.279863,0.0885496,0.192366,0.460317,0.351145,0.517065,0.36543,0.86821,0.237201,3.30601,0.304651,,-1.19222,105.405,25.597,128.15,-1.19222,-6.3,20.900628328323364,-3.8933277130126953,3.91506,24.889999389648438,,,,"17350"
"Luis Robert Jr.","CHW",131,543,502,134,76,29,1,28,77,89,30,3,136,9,2,0,9,17,4,0.266932,0.0552486,0.25046,0.220588,0.3186,0.496016,0.34472,0.814616,0.229084,5.32266,0.311765,,0.848714,78.0422,11.8808,118.979,0.848714,5.6,13.197130382061005,7.595149874687195,3.91303,33.08000183105469,,,,"20043"
"Wander Franco","TBR",114,493,446,122,76,25,6,15,67,64,41,2,61,2,4,0,11,21,7,0.273543,0.0831643,0.123732,0.672131,0.334686,0.457399,0.338561,0.792085,0.183857,6.79421,0.286096,,0.343954,68.3344,8.26525,120.288,0.343954,4.6,12.32840558886528,10.034303188323975,3.90023,703.1099853515625,,,,"23667"
"Cal Raleigh","SEA",133,508,458,106,53,27,1,25,62,76,43,1,135,3,4,0,7,1,1,0.231441,0.0846457,0.265748,0.318519,0.299213,0.458515,0.322353,0.757728,0.227074,2.48838,0.268212,,-0.97718,63.5755,1.67863,108.759,-0.97718,6.4,4.354235947132111,15.73274564743042,3.72412,139.61000061035156,,,,"21534"
"Michael Harris II","ATL",145,578,538,150,94,33,3,20,81,79,30,1,119,6,3,1,9,21,4,0.27881,0.0519031,0.205882,0.252101,0.322357,0.462825,0.335639,0.785182,0.184015,6.12443,0.323383,,1.51773,78.7136,8.28761,108.729,1.51773,7.6,7.767988681793213,9.723750591278076,3.70727,32.939998626708984,,,,"25931"
"Bryce Harper","PHI",126,539,452,127,69,31,1,26,83,79,78,10,115,4,5,0,12,11,3,0.280973,0.144712,0.213358,0.678261,0.387755,0.526549,0.384409,0.914304,0.245575,4.34248,0.31962,,-0.152657,95.2338,29.5598,142.308,-0.152657,0.4,28.097745925188065,-9.502263635396957,3.68488,16.440000534057617,,,,"11579"
"Matt Olson","ATL",152,661,565,147,78,31,1,37,95,116,86,7,146,5,5,0,13,1,1,0.260177,0.130106,0.220877,0.589041,0.360061,0.515044,0.369604,0.875105,0.254867,2.33529,0.284238,,-1.47031,108.662,28.1232,131.498,-1.47031,2,24.322994470596313,-10.14359188079834,3.65887,17.719999313354492,,,,"14344"
"Gleyber Torres","NYY",152,629,560,152,99,28,1,24,79,79,60,1,108,3,5,1,15,11,5,0.271429,0.0953895,0.171701,0.555556,0.342357,0.453571,0.343062,0.795928,0.182143,3.86681,0.295612,,-1.15092,89.5363,12.8964,120.893,-1.15092,-1.8,14.595324516296387,0.5111405849456787,3.63742,89.94000244140625,,,,"16997"
"Isaac Paredes","TBR",150,562,486,117,64,26,1,26,67,87,60,0,99,12,4,0,13,1,1,0.240741,0.106762,0.176157,0.606061,0.336299,0.458848,0.343348,0.795147,0.218107,2.25193,0.249315,,-1.26997,80.1327,11.6563,123.606,-1.26997,0.4,14.626039385795593,2.464961677789688,3.60832,184.3300018310547,,,,"20036"
"William Contreras","MIL",135,544,483,129,83,26,1,19,70,69,54,2,123,4,2,1,14,3,1,0.267081,0.0992647,0.226103,0.439024,0.344383,0.443064,0.340713,0.787447,0.175983,3.19303,0.3207,,-0.89309,76.3758,10.0925,113.315,-0.89309,-1.4,8.080297470092773,8.59412157535553,3.5103,79.41999816894531,,,,"20503"
"James Outman","LAD",145,578,502,123,74,22,4,23,85,81,61,1,183,11,4,0,3,12,3,0.24502,0.105536,0.316609,0.333333,0.33737,0.442231,0.337574,0.779601,0.197211,6.14635,0.333333,,0.016523,79.6423,9.21641,113.816,0.016523,2.9,9.909803008660674,5.0237507820129395,3.45218,195.02999877929688,,,,"24770"
"Nolan Arenado","STL",139,583,529,142,87,33,1,21,62,87,44,4,86,5,5,0,16,3,2,0.268431,0.0754717,0.147513,0.511628,0.327616,0.453686,0.33324,0.781302,0.185255,2.63177,0.283372,,-1.26123,78.2326,7.19745,110.869,-1.26123,5.8,6.588693618774414,7.942122459411621,3.429,104.27999877929688,,,,"9777"
"Ketel Marte","ARI",137,581,516,144,86,35,4,19,77,72,56,2,98,5,4,0,12,6,1,0.27907,0.0963855,0.168675,0.571429,0.35284,0.472868,0.354045,0.825708,0.193798,4.65224,0.310174,,-0.339321,88.0031,17.2116,122.253,-0.339321,-3.5,15.677660167217255,-1.3652262687683105,3.40043,121,,,,"13613"
"Jose Altuve","HOU",117,526,469,130,82,27,1,20,86,67,50,1,82,5,2,0,10,10,2,0.277185,0.095057,0.155894,0.609756,0.351711,0.466951,0.353009,0.818662,0.189765,5.01185,0.298103,,0.107947,79.2198,15.1298,126.578,0.107947,-2.7,16.859171643853188,-0.7673133611679077,3.38672,41.11000061035156,,,,"5417"
"Alejandro Kirk","TOR",125,449,395,104,73,19,0,12,43,50,46,1,49,5,3,0,15,0,1,0.263291,0.10245,0.109131,0.938776,0.345212,0.402532,0.32824,0.747743,0.139241,1.10638,0.272997,,-1.36981,58.3867,3.67868,109.953,-1.36981,6.3,3.9849376678466797,14.548824310302734,3.36935,259.8599853515625,,,,"22581"
"Shohei Ohtani","LAD",146,615,528,137,67,27,5,38,91,122,80,17,149,4,3,0,8,17,7,0.25947,0.130081,0.242276,0.536913,0.35935,0.545455,0.373675,0.904804,0.285985,5.63836,0.287791,,-0.587033,103.179,28.245,138.017,-0.587033,0,28.378159999847412,-15.817901611328125,3.34118,13.220000267028809,,,,"19755"
"Matt McLain","CIN",124,548,481,121,70,27,4,20,73,81,56,1,149,9,2,0,7,18,6,0.251559,0.10219,0.271898,0.375839,0.339416,0.449064,0.340997,0.788481,0.197505,5.9555,0.321656,,0.0350452,77.0663,10.2957,108.622,0.0350452,2.8,5.88859137147665,8.840564489364624,3.32991,63.25,,,,"29695"
"Randy Arozarena","TBR",149,628,545,144,89,30,3,22,88,83,63,2,152,16,4,0,12,21,10,0.26422,0.100318,0.242038,0.414474,0.355096,0.451376,0.349395,0.806472,0.187156,5.61685,0.325333,,-1.29983,92.6972,16.179,127.797,-1.29983,-0.7,19.61684274673462,-7.622398555278778,3.32371,46.36000061035156,,,,"19290"
"Ha-Seong Kim","SDP",152,548,480,118,80,23,2,13,62,57,55,1,106,5,4,4,8,23,5,0.245833,0.100365,0.193431,0.518868,0.327206,0.383333,0.312356,0.710539,0.1375,5.40757,0.287671,,1.4186,64.0313,-2.7393,99.7497,1.4186,11.4,1.2486950010061264,13.41352105140686,3.32323,88.25,,,,"27506"
"Ozzie Albies","ATL",145,636,579,158,95,33,4,26,93,97,45,2,106,5,7,0,5,12,4,0.272884,0.0707547,0.166667,0.424528,0.327044,0.478411,0.341989,0.805455,0.205527,5.439,0.290749,,-0.390145,89.9659,12.473,112.985,-0.390145,-0.6,9.84107255935669,1.7368606328964233,3.31455,23.139999389648438,,,,"16556"
"Jonah Heim","TEX",122,449,411,102,62,22,2,16,50,61,35,1,83,1,2,0,9,2,1,0.248175,0.077951,0.184855,0.421687,0.30735,0.428224,0.316228,0.735574,0.180049,3.33565,0.273885,,-0.769475,53.9074,-0.80062,97.8143,-0.769475,11.3,-1.945382297039032,19.548824310302734,3.27658,171.55999755859375,,,,"16930"
"J.P. Crawford","SEA",147,632,546,139,96,30,1,12,80,62,74,1,109,6,4,2,9,3,2,0.254579,0.117089,0.172468,0.678899,0.347619,0.379121,0.322435,0.72674,0.124542,3.09115,0.296037,,-1.59255,79.1364,2.13092,108.815,-1.59255,-0.8,5.082773685455322,6.166490256786346,3.26296,275.4700012207031,,,,"15491"
"J.T. Realmuto","PHI",131,525,473,120,73,25,3,19,67,70,38,2,127,10,4,0,9,13,3,0.2537,0.072381,0.241905,0.299213,0.32,0.439746,0.326226,0.759746,0.186047,5.67029,0.305136,,0.416856,67.3915,3.42328,103.302,0.416856,2.2,2.56475892663002,11.845061540603638,3.21995,73.19000244140625,,,,"11739"
"Vladimir Guerrero Jr.","TOR",152,659,583,162,100,30,1,31,89,100,66,5,97,7,3,0,21,5,2,0.277873,0.100152,0.147193,0.680412,0.356601,0.492281,0.362071,0.848882,0.214408,3.02216,0.286026,,-1.13862,104.21,23.9151,133.402,-1.13862,-3.3,25.236488103866577,-15.406848669052124,3.21287,32.33000183105469,,,,"19611"
"Royce Lewis","MIN",103,439,399,107,64,23,2,18,64,69,34,0,103,4,2,0,8,11,3,0.26817,0.0774487,0.234624,0.330097,0.330296,0.471178,0.343656,0.801474,0.203008,5.51255,0.317857,,0.147843,62.707,9.2174,120.535,0.147843,4.4,10.949777528643608,6.01302182674408,3.17881,53.220001220703125,,,,"20437"
"Cedric Mullins","BAL",139,571,515,133,85,27,4,17,70,68,45,2,113,5,4,2,4,23,6,0.258252,0.0788091,0.197898,0.39823,0.321617,0.425243,0.321863,0.74686,0.16699,5.99432,0.298201,,1.04275,71.2271,1.65405,106.437,1.04275,4.8,5.446563243865967,6.898030757904053,3.16551,155.13999938964844,,,,"17929"
"Davis Schneider","TOR",119,502,430,99,53,25,2,19,62,68,61,0,134,7,4,0,6,6,2,0.230233,0.121514,0.266932,0.455224,0.332669,0.430233,0.331905,0.762902,0.2,4.29785,0.284698,,-0.576476,66.8066,5.64083,112.493,-0.576476,5.7,6.938272535800934,7.544503092765808,3.14496,410.75,,,,"23565"
"Tommy Edman","STL",144,587,537,140,94,29,4,13,82,60,38,1,94,7,3,2,8,25,4,0.260708,0.0647359,0.160136,0.404255,0.316239,0.402235,0.311963,0.718474,0.141527,6.80891,0.293303,,2.24838,68.397,-3.12551,96.6054,2.24838,4.8,-0.220170259475708,11.270458698272705,3.09552,164.5800018310547,,,,"19470"
"Nolan Jones","COL",132,552,480,133,79,29,3,22,77,84,65,2,155,5,2,0,8,14,2,0.277083,0.117754,0.280797,0.419355,0.367754,0.4875,0.367378,0.855254,0.210417,5.503,0.363934,,0.823191,89.7232,22.4652,116.468,0.823191,6.1,12.084890484809875,0.015343666076660156,3.08134,59.88999938964844,,,,"20529"
"Wyatt Langford","TEX",139,599,546,144,74,41,5,24,81,98,44,0,125,6,3,0,3,18,6,0.263736,0.0734558,0.208681,0.352,0.323873,0.489011,0.345944,0.812884,0.225275,6.04549,0.3,,0.112096,86.6995,13.7149,118.411,0.112096,3.5,13.326304115355015,-3.102733612060547,3.04887,166.11000061035156,,,,"sa3022654"
"Adolis García","TEX",143,603,546,135,75,27,2,31,88,98,45,0,172,7,5,0,11,12,3,0.247253,0.0746269,0.28524,0.261628,0.310116,0.474359,0.334053,0.784475,0.227106,5.43571,0.298851,,0.155215,81.3238,7.85179,110.17,0.155215,8.6,7.5030030608177185,1.9531750679016113,2.9859,46.63999938964844,,,,"19287"
"Edouard Julien","MIN",132,560,468,113,72,25,1,15,71,64,83,1,171,5,3,1,7,8,2,0.241453,0.148214,0.305357,0.48538,0.359571,0.395299,0.335056,0.75487,0.153846,3.98197,0.34386,,-0.469271,75.9908,7.75801,114.574,-0.469271,-0.6,9.310023307800293,1.4576131105422974,2.97099,216.55999755859375,,,,"27534"
"Mike Trout","LAA",89,382,323,83,44,17,1,21,58,60,51,5,107,6,2,0,4,2,1,0.256966,0.133508,0.280105,0.476636,0.366492,0.510836,0.371347,0.877328,0.25387,3.42793,0.314721,,-0.76177,63.3502,16.8058,136.517,-0.76177,-0.6,15.952492117881775,0.8035861253738403,2.96509,75.88999938964844,,,,"10155"
"Trent Grisham","NYY",144,537,461,101,55,25,2,19,68,61,64,1,138,6,2,4,6,13,3,0.219089,0.119181,0.256983,0.463768,0.320826,0.40564,0.317758,0.726465,0.186551,5.30452,0.267974,,0.378331,65.1551,-0.275229,103.354,0.378331,6.7,2.5361467599868774,8.67310380935669,2.93711,508.5299987792969,,,,"18564"
"Yandy Díaz","TBR",131,550,478,137,95,27,0,15,72,65,65,1,80,5,2,0,13,1,1,0.286611,0.118182,0.145455,0.8125,0.376364,0.437238,0.356378,0.813602,0.150628,1.9071,0.316883,,-1.48572,84.3736,17.3593,132.637,-1.48572,0.8,20.022775053977966,-9.304350078105927,2.93221,136.0800018310547,,,,"16578"
"Chas McCormick","HOU",126,435,383,99,65,15,1,18,59,65,38,0,114,8,6,0,5,12,4,0.258486,0.0873563,0.262069,0.333333,0.333333,0.443864,0.33544,0.777198,0.185379,5.04896,0.315175,,-0.143581,59.1673,6.16504,114.401,-0.143581,5.6,7.3624144196510315,7.19832444190979,2.92574,172.5,,,,"19599"
"Steven Kwan","CLE",152,677,602,165,124,29,7,5,87,60,64,2,67,5,5,1,8,18,4,0.274086,0.0945347,0.098966,0.955224,0.346154,0.370432,0.316442,0.716586,0.0963455,6.21096,0.299065,,0.440009,81.4021,-1.08646,102.488,0.440009,11.2,2.457975536584854,3.7374777793884277,2.91146,202.0800018310547,,,,"24610"
"Jackson Holliday","BAL",131,610,538,137,97,23,6,11,86,70,69,2,141,2,1,0,7,12,6,0.254647,0.113115,0.231148,0.489362,0.340984,0.381041,0.318665,0.722025,0.126394,5.70091,0.325581,,-1.41152,74.472,0.147063,104.22,-1.41152,-0.1,1.6731241941452026,6.623985670506954,2.89404,222.4199981689453,,,,"sa3020241"
"Byron Buxton","MIN",91,364,327,79,36,20,2,21,56,53,29,1,108,5,3,0,2,8,1,0.24159,0.0796703,0.296703,0.268519,0.31044,0.507645,0.344313,0.818085,0.266055,6.1749,0.288557,,0.646268,52.1925,7.84124,120.991,0.646268,5.5,9.801338732242584,6.837448596954346,2.89241,284.44000244140625,,,,"14161"
"Brandon Lowe","TBR",120,487,427,102,55,22,1,24,67,73,50,1,129,7,3,0,4,6,1,0.238876,0.102669,0.264887,0.387597,0.326489,0.4637,0.338993,0.790189,0.224824,4.22242,0.281588,,-0.0773467,67.6774,8.33929,120.587,-0.0773467,-1.4,11.935887388885021,0.3893885612487793,2.879,272.7799987792969,,,,"18882"
"Gabriel Moreno","ARI",98,371,336,93,67,17,1,8,39,44,27,0,69,4,4,0,12,4,1,0.276786,0.0727763,0.185984,0.391304,0.334232,0.404762,0.322288,0.738994,0.127976,3.56689,0.323194,,-0.37718,46.41,1.20582,100.964,-0.37718,9.3,0.06580817699432373,16.115843772888184,2.87361,153,,,,"22664"
"George Springer","TOR",129,567,507,129,83,23,2,21,77,72,51,1,107,6,3,0,12,12,3,0.254438,0.0899471,0.188713,0.476636,0.328042,0.431953,0.329032,0.759995,0.177515,4.95281,0.282723,,0.0627537,74.104,5.01837,110.502,0.0627537,8.6,7.1976738423109055,2.3500003814697266,2.87306,122.36000061035156,,,,"12856"
"Willson Contreras","STL",121,481,415,100,59,23,0,18,57,63,46,0,112,17,3,0,12,4,3,0.240964,0.0956341,0.232848,0.410714,0.338877,0.426506,0.334935,0.765383,0.185542,2.74075,0.284722,,-1.40626,65.2223,6.61522,112.005,-1.40626,-2.3,5.74728000164032,6.5367138385772705,2.85853,140.88999938964844,,,,"11609"
"Pete Alonso","NYM",152,646,560,137,74,25,1,37,85,111,65,8,137,16,5,0,17,4,1,0.244643,0.100619,0.212074,0.474453,0.337461,0.491071,0.350164,0.828533,0.246429,3.25408,0.255754,,-0.754731,95.7666,17.0552,124.435,-0.754731,-0.4,18.800894737243652,-12.26801910996437,2.84543,29.190000534057617,,,,"19251"
"Evan Carter","TEX",138,617,532,138,92,26,5,15,79,79,73,2,160,10,2,0,3,19,7,0.259398,0.118314,0.259319,0.45625,0.358185,0.411654,0.338384,0.769839,0.152256,5.90975,0.342618,,-0.487533,85.431,10.2531,113.171,-0.487533,5,9.249897927045822,-1.8011465072631836,2.83316,138.0800018310547,,,,"27790"
"Jordan Westburg","BAL",129,546,493,123,76,27,3,17,74,71,42,0,138,8,3,0,9,8,2,0.249493,0.0769231,0.252747,0.304348,0.31685,0.419878,0.319536,0.736728,0.170385,5.34911,0.31085,,-0.215002,67.0534,0.526499,104.824,-0.215002,4.3,2.940872609615326,6.306173086166382,2.77193,309.6099853515625,,,,"27815"
