Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Eguy Rosario","SDP",105,443,403,96,61,22,2,11,52,51,33,1,110,4,3,0,10,9,6,0.238213,0.0744921,0.248307,0.3,0.300226,0.384615,0.297632,0.684841,0.146402,4.75363,0.298246,,-1.47987,46.3453,-7.63165,89.8789,-1.47987,4.4,-7.034432053565979,6.027719140052795,1.40416,743.9199829101562,,,,"19964"
"Jake Rogers","DET",91,319,288,59,34,10,2,13,37,43,26,0,104,3,1,1,4,1,1,0.204861,0.0815047,0.326019,0.25,0.27673,0.388889,0.289014,0.665618,0.184028,3.87808,0.267442,,-0.707501,31.0896,-7.77866,81.0779,-0.707501,5.3,-7.940073847770691,11.160523414611816,1.4019,322.9700012207031,,,,"19452"
"Nick Loftin","KCR",110,486,439,114,80,22,2,10,63,56,34,0,78,7,4,2,12,8,3,0.259681,0.0699589,0.160494,0.435897,0.320248,0.387244,0.309684,0.707492,0.127563,4.76313,0.292958,,-0.598554,55.7085,-3.50775,91.5129,-0.598554,1.3,-5.540836751461029,3.0857142210006714,1.40174,595.1900024414062,,,,"27630"
"Jimmy Crooks","STL",112,467,420,97,65,21,2,9,57,50,35,2,116,7,2,3,14,1,1,0.230952,0.0749465,0.248394,0.301724,0.299569,0.354762,0.287241,0.654331,0.12381,3.55786,0.296296,,-1.03112,44.8261,-12.0751,80.0318,-1.03112,2.1,-12.583573818206787,10.679511547088623,1.39619,999,,,,"sa3019841"
"Andrés Chaparro","ARI",123,528,476,115,75,23,3,14,59,62,41,1,127,7,4,0,14,2,1,0.241597,0.0776515,0.24053,0.322835,0.308712,0.390756,0.304514,0.699468,0.14916,3.71273,0.297935,,-0.962103,58.2557,-6.07803,89.0482,-0.962103,2.2,-8.125780820846558,4.140035271644592,1.39578,999,,,,"sa916976"
"Kyle Farmer","MIN",129,432,393,96,67,18,1,10,46,49,23,0,90,11,4,1,12,2,3,0.244275,0.0532407,0.208333,0.255556,0.301624,0.371501,0.29494,0.673125,0.127226,2.85273,0.289562,,-1.64445,44.229,-8.40772,86.7695,-1.64445,6.2,-8.492899894714355,7.787301421165466,1.39325,491.3900146484375,,,,"14813"
"Pedro Pagés","STL",104,434,392,88,62,17,1,8,38,47,33,1,110,5,4,0,16,1,1,0.22449,0.0760369,0.253456,0.3,0.290323,0.334184,0.275662,0.624506,0.109694,2.29647,0.28777,,-0.984885,37.4851,-15.3952,72.2697,-0.984885,7.1,-15.894393980503082,15.073250770568848,1.3921,999,,,,"sa3010339"
"Max Stassi","CHW",82,291,257,55,36,9,1,9,31,29,28,0,89,4,2,0,8,0,1,0.214008,0.0962199,0.305842,0.314607,0.298969,0.361868,0.291959,0.660837,0.14786,2.67954,0.285714,,-0.946026,29.0727,-6.38396,82.4097,-0.946026,5.8,-7.079395413398743,11.146120071411133,1.39143,620.219970703125,,,,"10059"
"Iván Herrera","STL",97,414,356,82,56,17,1,8,47,44,48,0,97,7,3,0,10,4,1,0.230337,0.115942,0.2343,0.494845,0.330918,0.351124,0.305925,0.682041,0.120787,3.99353,0.291339,,-0.477347,46.163,-4.28052,92.5574,-0.477347,-3.5,-4.2945331037044525,4.105820178985596,1.38724,445.19000244140625,,,,"20599"
"Graham Pauley","SDP",125,537,489,119,78,24,3,14,72,67,40,1,116,6,1,1,4,10,4,0.243354,0.0744879,0.216015,0.344828,0.307836,0.390593,0.304576,0.698429,0.147239,5.48495,0.291667,,-0.636042,59.2765,-6.15383,94.5345,-0.636042,-2.1,-4.2720513343811035,-0.12689590454101562,1.38514,999,,,,"sa3019858"
"Eddys Leonard","DET",130,565,515,123,81,26,3,13,64,56,35,0,141,13,2,0,12,3,3,0.238835,0.0619469,0.249558,0.248227,0.302655,0.376699,0.298014,0.679354,0.137864,3.94856,0.30303,,-1.6602,59.2879,-9.55407,87.3161,-1.6602,-1.3,-10.247051000595093,4.9279539585113525,1.38381,999,,,,"sa3005554"
"Luis Matos","SFG",132,534,488,130,92,24,2,12,64,56,37,0,67,6,1,2,11,10,3,0.266393,0.0692884,0.125468,0.552239,0.325188,0.397541,0.316419,0.722729,0.131148,4.64986,0.287805,,-0.306426,64.1975,-0.867289,101.006,-0.306426,-6.8,0.3593667447566986,-4.837919116020203,1.36702,502.1700134277344,,,,"26467"
"Omar Narváez","NYM",89,306,269,66,47,12,1,6,30,27,30,1,60,3,3,1,6,0,1,0.245353,0.0980392,0.196078,0.5,0.32459,0.364312,0.303806,0.688902,0.118959,2.19867,0.291262,,-1.03078,33.5819,-3.70243,93.3577,-1.03078,1.2,-3.5488139390945435,6.821693181991577,1.36562,725.280029296875,,,,"13338"
"Tyrone Taylor","NYM",108,344,316,74,42,17,2,13,46,47,19,0,80,7,2,0,10,8,1,0.234177,0.0552326,0.232558,0.2375,0.290698,0.424051,0.307284,0.714748,0.189873,6.30958,0.271111,,0.653974,38.7458,-3.16858,95.6892,0.653974,6.9,-1.1831185817718506,3.1081130504608154,1.36027,527.0599975585938,,,,"13675"
"Ernie Clement","TOR",101,361,333,90,64,18,2,6,42,40,19,0,34,2,3,4,6,5,2,0.27027,0.0526316,0.0941828,0.558824,0.310924,0.39039,0.3045,0.701315,0.12012,4.63143,0.283784,,-0.499092,39.826,-4.15979,93.4986,-0.499092,0.7,-3.311304032802582,4.679276883602142,1.35947,999,,,,"20352"
"Christian Vázquez","MIN",104,373,344,83,61,16,0,6,36,36,25,1,76,1,2,1,11,2,2,0.241279,0.0670241,0.203753,0.328947,0.293011,0.340116,0.278132,0.633127,0.0988372,2.29738,0.291667,,-1.1068,32.9817,-12.4662,75.1196,-1.1068,6.3,-12.226636409759521,13.152586936950684,1.35605,532.25,,,,"9774"
"Alex Jackson","TBR",70,259,235,51,26,13,1,11,29,38,16,1,87,7,1,0,4,0,1,0.217021,0.0617761,0.335907,0.183908,0.285714,0.421277,0.303292,0.706991,0.204255,2.93501,0.289855,,-0.791924,28.3134,-3.24428,95.842,-0.791924,2.1,-2.08230459690094,6.8582305908203125,1.35373,749.6099853515625,,,,"17276"
"Shay Whitcomb","HOU",123,539,503,110,69,20,1,20,63,70,29,2,196,5,2,0,11,12,4,0.218688,0.0538033,0.363636,0.147959,0.267161,0.38171,0.279032,0.648871,0.163022,4.87305,0.311419,,-0.0665296,48.0628,-17.6112,75.3038,-0.0665296,5.3,-16.01621662825346,11.241358280181885,1.34999,999,,,,"sa3014948"
"Ryan Mountcastle","BAL",133,553,503,130,83,23,1,23,66,79,40,1,132,3,7,0,12,3,1,0.258449,0.0723327,0.238698,0.30303,0.312839,0.445328,0.323983,0.758167,0.186879,3.10521,0.301408,,-0.785218,69.9553,2.5755,107.906,-0.785218,0.4,4.453366994857788,-9.759464830160141,1.34445,243.44000244140625,,,,"18373"
"Paul DeJong","CHW",120,437,394,83,49,16,0,18,49,51,32,0,132,7,4,0,9,4,3,0.21066,0.0732265,0.30206,0.242424,0.279176,0.388325,0.289632,0.667501,0.177665,2.97846,0.262097,,-1.14428,42.8143,-10.4316,80.7964,-1.14428,5,-11.19962191581726,9.81701946258545,1.34268,595.780029296875,,,,"18015"
"Dylan Moore","SEA",104,296,256,56,31,13,2,10,38,32,30,1,92,9,1,0,5,15,6,0.21875,0.101351,0.310811,0.326087,0.320946,0.402344,0.316683,0.72329,0.183594,6.64281,0.296774,,-0.0641217,35.65,-0.415892,104.828,-0.0641217,5,1.6483798995614052,1.737213373184204,1.34045,718.0800170898438,,,,"18042"
"Matt Mervis","CHC",128,540,483,121,73,26,1,21,69,76,45,2,135,8,4,0,5,1,1,0.250518,0.0833333,0.25,0.333333,0.322222,0.438923,0.327416,0.761146,0.188406,2.63784,0.302115,,-1.17751,69.8506,4.0547,105.592,-1.17751,2.4,2.563363552093506,-7.52063512802124,1.33966,515.0800170898438,,,,"27845"
"Jackson Merrill","SDP",109,493,461,116,81,20,3,12,63,55,24,0,82,2,3,3,11,8,3,0.251627,0.0486815,0.166329,0.292683,0.289796,0.386117,0.292388,0.675913,0.13449,5.39477,0.281081,,-0.490682,49.4292,-10.64,86.3636,-0.490682,0,-8.819129675626755,5.434303283691406,1.33683,999,,,,"sa3016829"
"Rafael Lantigua","TOR",122,528,467,113,74,30,1,8,68,55,53,0,116,3,4,1,13,14,7,0.24197,0.100379,0.219697,0.456897,0.320683,0.361884,0.302245,0.682567,0.119914,4.76402,0.302594,,-1.15621,57.2607,-7.07302,91.9355,-1.15621,7.5,-6.258266448974609,1.679893970489502,1.33231,999,,,,"sa3003219"
"Davis Wendzel","TEX",110,470,413,89,54,16,0,19,57,64,44,0,127,9,3,1,8,2,2,0.215496,0.093617,0.270213,0.346457,0.302772,0.392252,0.304454,0.695024,0.176755,2.47337,0.259259,,-1.2686,51.8329,-5.43391,89.6534,-1.2686,-0.7,-7.095352649688721,4.480776131153107,1.33164,999,,,,"sa3011890"
"Drew Waters","KCR",113,455,412,101,62,22,5,12,61,49,37,0,137,4,2,0,8,16,4,0.245146,0.0813187,0.301099,0.270073,0.312088,0.410194,0.313464,0.722282,0.165049,7.27126,0.335849,,0.71806,53.5833,-1.85581,94.1326,0.71806,-1.3,-2.4807809591293335,0.37181079387664795,1.33123,414.19000244140625,,,,"20505"
"Michael Massey","KCR",123,489,448,114,73,25,1,15,57,60,27,0,105,7,5,2,5,6,2,0.254464,0.0552147,0.214724,0.257143,0.303901,0.415179,0.310105,0.71908,0.160714,4.04948,0.297297,,-0.468604,56.2232,-3.35863,91.8044,-0.468604,0.2,-5.2706296145915985,1.9967371970415115,1.33026,366.05999755859375,,,,"27684"
"Brett Wisely","SFG",114,458,406,98,67,20,2,9,57,49,42,0,114,3,3,4,7,10,5,0.241379,0.0917031,0.248908,0.368421,0.314978,0.366995,0.30085,0.681973,0.125616,5.0106,0.311189,,-0.973364,49.1386,-6.66605,90.5689,-0.973364,2.3,-6.324521720409393,3.9828336238861084,1.32198,999,,,,"27735"
"Jakob Marsee","SDP",123,540,464,102,73,15,3,11,80,56,64,1,120,9,1,2,6,22,5,0.219828,0.118519,0.222222,0.533333,0.325279,0.336207,0.298341,0.661486,0.116379,6.70146,0.272455,,1.17237,56.8113,-8.98452,90.3545,1.17237,-1.9,-5.2802687883377075,0.08412694931030273,1.31584,999,,,,"sa3019868"
"Dixon Machado","HOU",93,379,335,79,59,14,1,5,36,38,39,0,68,4,1,0,12,2,1,0.235821,0.102902,0.17942,0.573529,0.3219,0.328358,0.293182,0.650258,0.0925373,2.83855,0.281369,,-0.808001,38.2492,-7.92976,85.1109,-0.808001,3.7,-7.569434225559235,7.877689599990845,1.31479,999,,,,"11472"
"Jakson Reetz","SFG",88,347,309,67,37,18,1,11,35,48,25,1,106,12,1,0,6,2,1,0.216828,0.0720461,0.305476,0.235849,0.299712,0.38835,0.300778,0.688061,0.171521,3.41202,0.290155,,-0.584552,37.2088,-5.07108,90.5209,-0.584552,-0.4,-4.659418344497681,5.974926561117172,1.30968,999,,,,"17837"
"Ronny Mauricio","NYM",136,600,566,135,90,24,3,18,67,73,28,1,143,4,2,0,11,18,7,0.238516,0.0466667,0.238333,0.195804,0.278333,0.386926,0.286732,0.665259,0.14841,5.4122,0.287469,,-0.286866,57.3387,-15.7678,81.9114,-0.286866,4.2,-13.732309371232986,6.404585361480713,1.30706,999,,,,"23698"
"Trey Sweeney","LAD",103,474,424,92,61,17,3,11,58,58,43,0,116,6,1,0,6,11,4,0.216981,0.0907173,0.244726,0.37069,0.297468,0.349057,0.286941,0.646525,0.132075,5.60651,0.271812,,-0.335876,45.3801,-12.374,79.8728,-0.335876,3.8,-12.15484070777893,9.02486777305603,1.29772,999,,,,"sa3016973"
"Jonny DeLuca","TBR",100,418,379,89,51,20,3,15,53,54,30,1,89,7,1,1,5,8,1,0.234829,0.0717703,0.212919,0.337079,0.302158,0.422164,0.312298,0.724322,0.187335,5.98473,0.268116,,0.507576,48.8212,-2.10962,102.084,0.507576,-4.3,1.5513540506362915,-2.76413893699646,1.29524,523,,,,"26365"
"Will Benson","CIN",124,468,397,90,50,19,6,15,69,58,63,1,145,5,2,1,5,18,3,0.2267,0.134615,0.309829,0.434483,0.33833,0.418136,0.330491,0.756466,0.191436,7.70381,0.313808,,1.43227,61.7325,4.70943,101.58,1.43227,-0.2,2.348062217235565,-5.358730033040047,1.28924,306.8900146484375,,,,"21853"
"Thomas Saggese","STL",138,608,559,136,93,24,4,15,72,77,33,1,156,9,6,1,13,7,2,0.243292,0.0542763,0.256579,0.211538,0.293245,0.381038,0.292188,0.674283,0.137746,5.01212,0.307107,,-0.476643,60.8584,-13.2228,83.3484,-0.476643,3,-13.019005805253983,5.233979940414429,1.28863,999,,,,"sa3014503"
"Jason Vosler",,114,424,382,88,52,17,1,18,55,55,36,0,120,3,3,0,7,2,1,0.230366,0.0849057,0.283019,0.3,0.299528,0.421466,0.311106,0.720994,0.191099,3.5583,0.283401,,-0.723244,49.1024,-2.55954,88.584,-0.723244,3.6,-6.7197548151016235,5.157907009124756,1.28427,999,,,,"16686"
"Edmundo Sosa","PHI",109,319,292,72,49,12,3,8,39,36,11,0,73,12,2,2,9,5,2,0.246575,0.0344828,0.22884,0.150685,0.299685,0.390411,0.300555,0.690095,0.143836,6.00376,0.300469,,-0.398925,34.1472,-4.72112,86.0927,-0.398925,6.7,-5.89498296380043,7.8721044063568115,1.28056,740.1699829101562,,,,"17022"
"Jake Thompson","MIA",98,384,343,85,54,17,2,12,49,51,31,0,87,9,1,0,10,3,1,0.247813,0.0807292,0.226562,0.356322,0.325521,0.413994,0.323164,0.739515,0.166181,4.52425,0.297959,,-0.54636,48.3154,1.52726,101.327,-0.54636,3.9,0.08497047424316406,-0.33280420303344727,1.27945,999,,,,"sa3019945"
"Alec Burleson","STL",119,451,416,113,77,21,2,13,49,57,28,0,69,2,4,1,14,3,1,0.271635,0.0620843,0.152993,0.405797,0.317778,0.425481,0.32045,0.743259,0.153846,3.66685,0.295858,,-0.646526,55.7291,0.777385,102.295,-0.646526,1.8,0.6356058716773987,-3.171340227127075,1.27886,621.5599975585938,,,,"27615"
"Mason McCoy","SDP",115,472,429,89,57,19,4,9,53,48,36,1,152,2,3,2,7,13,2,0.207459,0.0762712,0.322034,0.236842,0.270213,0.333333,0.264514,0.603546,0.125874,6.67513,0.295203,,1.03156,36.3971,-21.1134,67.6772,1.03156,9.4,-17.868744373321533,14.602821350097656,1.27737,999,,,,"22232"
"Rafael Ortega",,115,415,364,86,59,17,1,9,48,37,45,1,88,2,2,2,6,12,6,0.236264,0.108434,0.212048,0.511364,0.322034,0.362637,0.303134,0.684671,0.126374,4.43975,0.286245,,-0.941506,45.3124,-5.25297,90.1548,-0.941506,3,-5.837107002735138,4.524838328361511,1.27516,999,,,,"10323"
"Dillon Dingler","DET",93,393,353,75,48,15,2,10,45,48,28,0,126,10,2,0,8,2,1,0.212465,0.0712468,0.320611,0.222222,0.287532,0.351275,0.282296,0.638807,0.13881,4.30043,0.296804,,-0.684719,36.109,-11.7758,76.4215,-0.684719,4,-11.787723124027252,11.220017433166504,1.27487,999,,,,"sa3014528"
"Oliver Dunn","MIL",116,446,389,82,48,19,4,11,48,46,53,1,154,3,1,0,3,8,3,0.210797,0.118834,0.345291,0.344156,0.309417,0.365039,0.298154,0.674456,0.154242,5.57531,0.315556,,-0.459862,46.8528,-7.4897,84.784,-0.459862,4.8,-8.867105573415756,6.438742160797119,1.27258,999,,,,"sa3010595"
"Trenton Brooks","SFG",110,463,407,101,63,26,1,11,56,57,45,1,82,5,3,3,9,3,1,0.248157,0.0971922,0.177106,0.548781,0.328261,0.398034,0.31765,0.726295,0.149877,3.47228,0.283912,,-0.685052,56.1351,-0.278719,101.832,-0.685052,1.7,0.3654746413230896,-3.4036152362823486,1.26952,999,,,,"sa873268"
"Connor Joe","PIT",113,427,369,92,58,22,2,10,54,38,49,0,96,7,2,0,5,3,3,0.249322,0.114754,0.224824,0.510417,0.346604,0.401084,0.33,0.747688,0.151762,3.65794,0.309434,,-1.54462,56.15,4.1225,104.965,-1.54462,1.8,1.0819915533065796,-2.906790018081665,1.26824,597,,,,"16572"
"Austin Shenton","TBR",114,504,444,100,56,29,1,14,60,66,52,1,154,6,2,0,10,0,1,0.225225,0.103175,0.305556,0.337662,0.313492,0.38964,0.30808,0.703132,0.164414,2.30199,0.309353,,-1.29276,57.1005,-4.30894,99.1609,-1.29276,-4.5,-1.7995070219039917,-2.6481481790542603,1.26404,999,,,,"sa3009869"
"Nick Sogard","BOS",110,444,394,101,74,19,3,5,55,43,42,1,85,4,3,1,7,10,4,0.256345,0.0945946,0.191441,0.494118,0.331828,0.357868,0.305661,0.689696,0.101523,5.31583,0.312704,,-0.605222,49.4108,-4.688,86.7231,-0.605222,3.6,-7.668585896492004,5.231393218040466,1.26124,999,,,,"sa1169919"
"Lane Thomas","WSN",152,595,539,137,82,30,3,22,81,76,45,0,146,6,5,0,8,14,5,0.254174,0.0756303,0.245378,0.308219,0.315966,0.443414,0.326301,0.75938,0.189239,5.58284,0.305851,,-0.335172,76.4142,3.91689,103.495,-0.335172,-3.3,2.2407194077968597,-9.858641862869263,1.26114,114.13999938964844,,,,"16939"
"Patrick Wisdom","CHC",109,391,345,73,35,15,0,23,52,60,39,1,143,5,1,1,6,5,2,0.211594,0.0997442,0.365729,0.272727,0.3,0.455072,0.323172,0.755072,0.243478,3.51774,0.277778,,-0.445156,49.1988,1.55768,102.747,-0.445156,-3,0.885295182466507,-1.5633450746536255,1.26033,545.6099853515625,,,,"13602"
"Jared Triolo","PIT",110,470,420,103,72,24,2,5,55,46,45,0,117,3,2,0,6,11,3,0.245238,0.0957447,0.248936,0.384615,0.321277,0.347619,0.297968,0.668896,0.102381,5.22174,0.326667,,0.00915107,49.3011,-7.96565,83.4916,0.00915107,4.5,-9.603037271648645,6.226925373077393,1.25959,555.1099853515625,,,,"25807"
"Kyle Manzardo","CLE",95,386,333,83,48,21,1,13,53,50,42,1,78,4,7,0,9,0,1,0.249249,0.108808,0.202073,0.538462,0.334197,0.435435,0.33127,0.769632,0.186186,2.7336,0.281125,,-1.13865,51.1657,4.13387,112.765,-1.13865,1.8,4.765244126319885,-5.291416883468628,1.25529,344.4700012207031,,,,"sa3017342"
"Santiago Espinal","TOR",114,357,325,87,64,19,0,4,40,35,27,1,52,2,1,2,8,4,3,0.267692,0.0756303,0.145658,0.519231,0.326761,0.363077,0.304169,0.689838,0.0953846,3.00168,0.307407,,-1.17511,39.2864,-4.21197,93.2688,-1.17511,3.2,-4.054435610771179,4.511728405952454,1.25511,729.9199829101562,,,,"19997"
"Cole Young","SEA",131,629,552,119,76,28,6,9,76,62,59,0,119,14,4,0,15,11,7,0.21558,0.0937997,0.189189,0.495798,0.305246,0.336957,0.287076,0.642203,0.121377,5.69814,0.257009,,-1.90261,60.2897,-16.3503,84.3069,-1.90261,-2,-13.730071902275085,4.933421611785889,1.25386,999,,,,"sa3020459"
"Luis García","WSN",143,571,533,142,97,27,4,14,71,65,31,1,87,1,5,1,12,7,4,0.266417,0.0542907,0.152364,0.356322,0.305263,0.410882,0.307774,0.716145,0.144465,4.70247,0.292906,,-1.27457,64.5461,-5.02696,91.0743,-1.27457,-1.4,-7.588436961174011,0.6980305910110474,1.25217,380.0299987792969,,,,"20391"
"Ryan Kreidler","DET",98,401,355,77,51,14,1,11,51,45,36,0,122,6,3,1,7,9,3,0.216901,0.0897756,0.304239,0.295082,0.2975,0.35493,0.288611,0.65243,0.138028,5.20157,0.293333,,-0.182811,38.9473,-9.91221,80.799,-0.182811,3.9,-9.408555805683136,8.320194244384766,1.25005,999,,,,"25867"
"Luis Campusano","SDP",85,339,311,80,55,14,1,10,39,44,22,0,62,4,2,0,13,0,1,0.257235,0.0648968,0.182891,0.354839,0.312684,0.405145,0.312023,0.717829,0.14791,2.50211,0.290456,,-1.04619,39.517,-1.7882,99.5268,-1.04619,-4,-1.2449255883693695,2.2279539108276367,1.24936,192.1699981689453,,,,"22217"
"Drake Baldwin","ATL",104,458,407,95,61,22,1,11,48,55,43,1,117,7,1,0,10,0,1,0.233415,0.0938865,0.255459,0.367521,0.316594,0.373464,0.304423,0.690058,0.140049,2.04607,0.3,,-1.26964,50.4979,-5.30678,87.8018,-1.26964,-3.3,-8.190793752670288,5.114168405532837,1.2487,999,,,,"sa3019920"
"Alan Roden","TOR",112,516,451,114,84,23,1,6,70,61,46,1,76,17,2,0,4,12,3,0.252772,0.0891473,0.147287,0.605263,0.343023,0.348115,0.310662,0.691139,0.0953437,5.15368,0.291105,,0.00881786,59.5662,-3.30536,97.7693,0.00881786,2,-1.3703668667003512,-3.687830924987793,1.24381,999,,,,"sa3020212"
"Sandro Fabian","TEX",113,439,413,106,65,22,2,17,52,62,16,0,82,7,3,0,13,3,1,0.256659,0.0364465,0.186788,0.195122,0.29385,0.443099,0.314696,0.736949,0.186441,4.0996,0.280757,,-0.500129,52.1483,-1.34128,96.7525,-0.500129,4.6,-2.2083346247673035,-0.23906517028808594,1.24328,999,,,,"sa872803"
"Kolten Wong",,107,385,341,84,55,18,2,9,48,49,30,1,71,10,3,1,2,8,4,0.246334,0.0779221,0.184416,0.422535,0.322917,0.390029,0.312123,0.712946,0.143695,5.04743,0.284091,,-0.812594,44.911,-1.99899,96.7541,-0.812594,0.3,-2.3607330918312073,1.7146090865135193,1.24313,749.1099853515625,,,,"12532"
"Josh Bell","MIA",142,576,507,132,86,26,1,19,59,68,62,2,116,3,4,0,17,0,1,0.260355,0.107639,0.201389,0.534483,0.342014,0.428008,0.334172,0.770022,0.167653,1.59714,0.300532,,-1.57014,77.7393,7.55705,108.707,-1.57014,-1.3,4.643008589744568,-11.882010221481323,1.23439,282.69000244140625,,,,"13145"
"Adam Frazier",,136,505,459,117,86,21,3,7,59,50,35,1,68,6,2,3,8,9,5,0.254902,0.0693069,0.134653,0.514706,0.314741,0.359477,0.296944,0.674218,0.104575,4.72815,0.284974,,-1.28124,52.5433,-8.98798,89.1653,-1.28124,1.2,-7.837289929389954,3.0555262565612793,1.23411,679.9199829101562,,,,"15223"
"Charles Leblanc","LAA",107,422,378,89,58,16,3,12,48,54,40,1,130,3,1,0,6,4,2,0.23545,0.0947867,0.308057,0.307692,0.312796,0.388889,0.306796,0.701685,0.153439,4.47854,0.324895,,-0.814668,47.3604,-4.05788,91.7749,-0.814668,1.4,-4.973642587661743,2.9505584239959717,1.22799,999,,,,"19813"
"Ignacio Alvarez","ATL",115,491,434,105,79,19,1,6,53,51,45,1,103,10,2,0,13,8,3,0.241935,0.0916497,0.209776,0.436893,0.325866,0.331797,0.295561,0.657663,0.0898618,4.10359,0.302752,,-0.691016,50.5227,-9.30277,81.8611,-0.691016,1.9,-11.72447806596756,7.312257647514343,1.22759,999,,,,"sa3019905"
"Brendan Rodgers","COL",102,417,383,107,72,21,2,12,49,51,27,0,81,5,2,0,14,0,1,0.279373,0.0647482,0.194245,0.333333,0.333333,0.438642,0.333976,0.771976,0.159269,2.62943,0.325342,,-1.22341,56.212,5.40298,94.0757,-1.22341,0.8,-4.283920049667358,2.332186996936798,1.22162,359.30999755859375,,,,"17907"
"Bobby Dalbec","BOS",133,486,433,97,57,15,3,22,57,69,42,0,177,9,2,0,6,7,1,0.224018,0.0864198,0.364198,0.237288,0.304527,0.424942,0.315884,0.729469,0.200924,5.20906,0.317797,,0.145769,58.211,-1.00526,93.8088,0.145769,-2.6,-3.4595558792352676,-0.8142856359481812,1.22039,738.8599853515625,,,,"19966"
"Noelvi Marte","CIN",129,546,496,133,95,22,2,14,69,69,42,1,116,5,3,0,8,17,6,0.268145,0.0769231,0.212454,0.362069,0.32967,0.405242,0.320295,0.734912,0.137097,5.0823,0.322493,,-0.218891,67.3978,0.870827,94.7442,-0.218891,-4.6,-3.7739722430706024,-2.59382700920105,1.21938,171.52999877929688,,,,"26517"
"Kramer Robertson",,116,476,407,84,63,15,1,5,57,44,54,0,115,12,2,1,10,12,3,0.206388,0.113445,0.241597,0.469565,0.315789,0.285012,0.278182,0.600802,0.0786241,5.0956,0.273356,,0.139805,42.1088,-15.889,73.9588,0.139805,9.4,-15.216512560844421,11.14897084236145,1.21102,999,,,,"20022"
"Gavin Lux","LAD",105,405,363,91,64,15,4,8,56,43,39,1,86,1,2,0,3,5,2,0.250689,0.0962963,0.212346,0.453488,0.323457,0.380165,0.308459,0.703622,0.129477,5.5108,0.306273,,-0.637784,46.0116,-3.3353,94.2977,-0.637784,0.3,-3.498805344104767,1.7880952954292297,1.2049,260.1400146484375,,,,"19955"
"Addison Barger","TOR",112,480,434,104,64,25,1,14,57,60,39,1,120,5,2,0,6,4,3,0.239631,0.08125,0.25,0.325,0.308333,0.398618,0.307467,0.706951,0.158986,3.42906,0.298013,,-1.29068,54.1371,-4.34807,95.5554,-1.29068,4.9,-3.8469655513763428,-0.3910050392150879,1.20363,999,,,,"sa3006910"
"Matthew Batten","SDP",120,488,436,98,74,16,1,7,57,44,46,0,132,3,2,1,6,16,4,0.224771,0.0942623,0.270492,0.348485,0.301848,0.31422,0.277197,0.616068,0.0894495,5.20253,0.304348,,0.563958,42.7712,-16.6887,76.1799,0.563958,3.9,-13.836699962615967,9.279188632965088,1.20291,739.3300170898438,,,,"20157"
"José Abreu","HOU",129,556,498,131,86,27,1,17,62,77,42,1,120,10,6,0,18,1,0,0.263052,0.0755396,0.215827,0.35,0.329137,0.423695,0.325964,0.752831,0.160643,2.51805,0.310627,,-0.855602,71.25,3.50465,107.833,-0.855602,-1,4.363003611564636,-11.214579582214355,1.2005,286.5299987792969,,,,"15676"
"Junior Caminero","TBR",122,526,488,121,85,14,3,19,61,75,30,1,120,5,3,0,8,4,3,0.247951,0.0570342,0.228137,0.25,0.296578,0.405738,0.302903,0.702316,0.157787,4.01824,0.289773,,-1.38314,57.3311,-6.7589,95.5721,-1.38314,-3.6,-4.173882365226746,-1.6673132181167603,1.19961,235.4199981689453,,,,"28163"
"Javier Báez","DET",130,522,488,115,77,21,3,14,60,61,23,1,133,8,3,0,12,10,2,0.235656,0.0440613,0.254789,0.172932,0.279693,0.377049,0.283985,0.656743,0.141393,5.66608,0.293605,,0.331396,48.6939,-14.9088,77.5924,0.331396,2.2,-13.683773428201675,7.953968286514282,1.19717,398.3599853515625,,,,"12979"
"Freddy Fermin","KCR",82,310,280,71,48,13,1,9,36,38,25,0,63,2,2,1,10,0,0,0.253571,0.0806452,0.203226,0.396825,0.317152,0.403571,0.31387,0.720724,0.15,2.20751,0.295238,,-0.577884,36.612,-1.15965,94.4146,-0.577884,-1.6,-2.652567207813263,4.095179438591003,1.19413,397.75,,,,"21840"
"Kameron Misner","TBR",117,497,433,83,49,21,2,11,57,54,57,0,189,4,2,1,6,13,4,0.191686,0.114688,0.380282,0.301587,0.290323,0.325635,0.276445,0.615958,0.133949,5.68002,0.306383,,0.0641243,43.2495,-17.3071,77.2335,0.0641243,6.7,-13.493567310273647,8.526131510734558,1.18849,999,,,,"sa3011656"
"Akil Baddoo","DET",123,432,383,93,60,17,5,11,52,45,46,1,106,0,2,1,4,16,5,0.24282,0.106481,0.24537,0.433962,0.322506,0.399478,0.314654,0.721984,0.156658,6.45354,0.30597,,0.280572,51.3017,-1.33496,98.8497,0.280572,2.3,-0.314854234457016,-2.461904764175415,1.18672,652.280029296875,,,,"22168"
