Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Jake Alu","WSN",124,514,466,118,77,29,2,10,57,58,35,6,98,5,6,2,1,10,2,0.253219,0.0680934,0.190661,0.357143,0.308594,0.388412,0.298447,0.697006,0.135193,4.84053,0.296703,,0.300575,54.1213,-8.50662,84.8217,0.300575,7.2,-9.364488631486893,9.088594794273376,1.71817,999,,,,"25569"
"Esteury Ruiz","OAK",127,511,457,114,79,25,2,8,64,53,32,6,104,16,1,5,1,52,10,0.249453,0.0626223,0.203523,0.307692,0.320158,0.365427,0.299389,0.685585,0.115974,7.17489,0.306358,,5.2469,54.2051,-8.05732,93.1989,5.2469,-3.4,1.08266019821167,-1.522428035736084,1.68741,999,,,,"21780"
"Parker Meadows","DET",138,594,532,125,80,24,5,16,74,69,49,7,143,5,6,2,1,14,3,0.234962,0.0824916,0.240741,0.342657,0.302365,0.389098,0.296104,0.691463,0.154135,6.26156,0.287599,,0.555215,61.389,-10.9864,85.9926,0.555215,3.9,-9.414358735084534,6.082539796829224,1.68022,999,,,,"23800"
"Wilyer Abreu","BOS",117,480,419,104,67,21,1,15,64,62,56,5,124,3,2,0,1,9,4,0.24821,0.116667,0.258333,0.451613,0.339583,0.410501,0.325365,0.750085,0.162291,4.21266,0.315603,,-0.820632,61.2718,2.78658,100.38,-0.820632,6.4,-0.602019265294075,1.108994960784912,1.67679,999,,,,"23772"
"Mark Vientos","NYM",125,506,458,110,65,21,2,22,57,72,39,13,141,5,4,0,1,1,1,0.240175,0.0770751,0.278656,0.276596,0.304348,0.438865,0.309199,0.743212,0.19869,2.82594,0.294314,,-0.96177,57.7973,-3.85586,96.9733,-0.96177,0.5,-2.8591121435165405,2.3592004776000977,1.66866,999,,,,"22184"
"Austin Wells","NYY",109,481,430,100,59,22,1,18,53,66,42,9,122,6,3,0,1,5,1,0.232558,0.0873181,0.253638,0.344262,0.307692,0.413953,0.305923,0.721646,0.181395,3.69819,0.279863,,-0.17718,53.6331,-4.97396,95.151,-0.17718,-5.5,-2.971824496984482,3.3367137908935547,1.66601,999,,,,"27562"
"Devin Mann","KCR",119,489,428,102,59,30,1,12,56,50,49,7,126,8,4,0,1,2,1,0.238318,0.100204,0.257669,0.388889,0.325153,0.397196,0.311279,0.72235,0.158879,3.00179,0.306122,,-0.861937,56.7001,-2.88167,92.6184,-0.861937,3.4,-5.186996400356293,5.196737289428711,1.6577,999,,,,"sa3006869"
"Austin Hays","BAL",131,523,479,125,78,28,2,17,71,64,36,10,121,5,3,0,1,4,2,0.26096,0.0688336,0.231358,0.297521,0.3174,0.434238,0.316947,0.751638,0.173278,4.27119,0.313953,,-0.884015,63.1046,-0.619929,103.03,-0.884015,3.6,1.0146698355674744,-2.1649913787841797,1.65721,999,,,,"19363"
"Darell Hernaiz","OAK",135,575,525,130,90,27,4,9,71,58,37,14,96,5,2,6,0,10,3,0.247619,0.0643478,0.166957,0.385417,0.302285,0.365714,0.282807,0.667999,0.118095,5.48656,0.28673,,-0.175439,53.0755,-16.9849,81.7056,-0.175439,3.5,-12.779710575938225,9.838183403015137,1.65477,999,,,,"sa3011309"
"Christian Encarnacion-Strand","CIN",131,570,521,138,79,27,3,29,75,101,38,6,153,9,2,0,1,4,1,0.264875,0.0666667,0.268421,0.248366,0.324561,0.495202,0.345621,0.819763,0.230326,4.259,0.319648,,-0.546693,82.3493,12.8981,111.722,-0.546693,-0.1,7.730944633483887,-10.571781732141972,1.65259,999,,,,"30011"
"Jake Meyers","HOU",107,384,347,84,54,17,2,11,47,47,29,5,97,6,2,0,0,5,2,0.242075,0.0755208,0.252604,0.298969,0.309896,0.397695,0.303539,0.70759,0.15562,4.88199,0.302905,,-0.491386,42.057,-4.7312,92.29,-0.491386,6,-4.038852006196976,7.410934686660767,1.63724,999,,,,"20308"
"Andrew Stevenson",,133,468,428,109,74,22,4,9,59,57,30,4,116,8,1,1,1,21,4,0.254673,0.0641026,0.247863,0.258621,0.314775,0.38785,0.304286,0.702626,0.133178,7.11114,0.328947,,1.67953,51.547,-5.47604,93.247,1.67953,0.9,-2.107293963432312,2.6195766925811768,1.63666,999,,,,"17932"
"Trey Sweeney","LAD",106,485,433,98,64,19,3,12,62,62,45,6,114,6,1,0,1,11,3,0.226328,0.0927835,0.235052,0.394737,0.307216,0.367206,0.293039,0.674422,0.140878,5.70503,0.279221,,0.0939074,48.8894,-10.205,83.9608,0.0939074,4,-9.543119356036186,9.34611988067627,1.62754,999,,,,"sa3016973"
"Carson Williams","TBR",126,560,508,108,62,21,6,19,66,74,43,9,204,8,1,0,0,12,7,0.212598,0.0767857,0.364286,0.210784,0.283929,0.389764,0.286381,0.673692,0.177165,6.26778,0.311189,,-1.35588,53.3531,-14.8796,84.1207,-1.35588,3.1,-12.010866403579712,9.272839546203613,1.62424,999,,,,"sa3017795"
"Dalton Rushing","LAD",90,387,326,72,39,19,1,13,46,56,46,3,110,13,2,0,0,1,1,0.220859,0.118863,0.284238,0.418182,0.338501,0.404908,0.32561,0.743409,0.184049,2.88961,0.287805,,-0.954065,49.4793,2.3256,105.796,-0.954065,-5.9,1.8247364163398743,1.2097883224487305,1.61695,999,,,,"sa3019892"
"Nathaniel Lowe","TEX",152,621,561,155,106,25,2,22,70,81,56,11,138,3,1,0,2,3,1,0.276292,0.0901771,0.222222,0.405797,0.344605,0.445633,0.336663,0.790238,0.16934,2.98804,0.330846,,-1.00867,85.0973,9.43205,111.978,-1.00867,-1.4,7.904330134391785,-12.808730483055115,1.61489,999,,,,"19566"
"Brett Baty","NYM",128,523,468,114,77,18,0,19,69,67,46,13,135,7,1,1,0,2,2,0.24359,0.0879541,0.258126,0.340741,0.319923,0.403846,0.307402,0.72377,0.160256,2.51964,0.301587,,-1.34566,58.9585,-4.76599,95.7685,-1.34566,0.4,-4.087324023246765,2.3216637670993805,1.60018,999,,,,"26123"
"Ezequiel Duran","TEX",124,498,460,116,71,26,3,16,61,63,28,9,129,6,3,1,1,9,5,0.252174,0.0562249,0.259036,0.217054,0.301811,0.426087,0.306041,0.727898,0.173913,5.06535,0.314465,,-1.05008,55.5775,-5.10093,90.754,-1.05008,0.2,-6.567257761955261,5.6894180327653885,1.59968,999,,,,"23733"
"Geraldo Perdomo","ARI",139,508,429,105,78,17,4,6,67,47,57,5,95,7,3,12,1,12,5,0.244755,0.112205,0.187008,0.6,0.340726,0.344988,0.304584,0.685714,0.100233,5.75725,0.299094,,-0.765992,56.0787,-5.81818,89.0953,-0.765992,0.7,-7.628701150417328,6.299647033214569,1.59277,999,,,,"22799"
"Emmanuel Rodriguez","MIN",102,461,386,79,46,13,6,14,67,55,67,3,158,5,3,0,0,10,4,0.204663,0.145336,0.342733,0.424051,0.327549,0.378238,0.310926,0.705787,0.173575,6.8165,0.299539,,-0.574401,53.3182,-2.85198,97.8492,-0.574401,0.3,-1.7624328136444092,1.9938566088676453,1.58494,999,,,,"sa3014693"
"Xavier Edwards","MIA",118,502,450,126,101,18,3,4,63,42,40,9,58,2,3,7,1,18,5,0.28,0.0796813,0.115538,0.689655,0.339394,0.36,0.303029,0.699394,0.08,5.64744,0.31202,,0.457123,54.7678,-6.39802,87.8289,0.457123,4,-7.112140655517578,5.844503283500671,1.57852,999,,,,"22266"
"Brendan Donovan","STL",123,477,413,110,82,19,1,8,61,49,49,8,71,12,2,1,2,4,2,0.266344,0.102725,0.148847,0.690141,0.359244,0.375303,0.322319,0.734546,0.108959,3.59352,0.303571,,-1.08435,59.6821,1.56244,103.547,-1.08435,-3.2,1.0119383335113525,-1.4473545551300049,1.5766,999,,,,"24679"
"Colton Cowser","BAL",123,537,460,108,73,20,1,14,78,71,62,9,152,10,4,1,1,7,3,0.234783,0.115456,0.283054,0.407895,0.335821,0.373913,0.30943,0.709734,0.13913,4.38837,0.315436,,-0.914131,61.4411,-3.98925,97.8192,-0.914131,-2.1,-2.317346453666687,-0.12689590454101562,1.57562,999,,,,"29591"
"Jarren Duran","BOS",111,447,408,105,64,25,5,11,60,54,32,3,111,5,2,0,1,20,3,0.257353,0.0715884,0.248322,0.288288,0.317673,0.42402,0.318191,0.741693,0.166667,7.49395,0.326389,,1.97866,54.3963,-0.0680497,95.408,1.97866,-0.6,-0.48080313205718994,1.0424162149429321,1.57043,999,,,,"24617"
"Ryan McMahon","COL",141,560,496,119,71,26,2,20,68,70,58,13,157,3,3,0,1,4,3,0.239919,0.103571,0.280357,0.369427,0.321429,0.421371,0.313914,0.7428,0.181452,3.63009,0.307453,,-1.38314,66.1583,-2.07439,80.6268,-1.38314,9.4,-14.823377013206482,11.457612752914429,1.56628,999,,,,"15112"
"Andy Pages","LAD",112,488,425,97,52,25,2,18,58,67,47,5,141,12,4,0,2,5,3,0.228235,0.0963115,0.288934,0.333333,0.319672,0.423529,0.319125,0.743202,0.195294,4.09102,0.292593,,-1.08298,59.7641,0.3041,101.448,-1.08298,-2.5,-0.20740360021591187,-0.7069370746612549,1.5662,999,,,,"sa3005625"
"Yoán Moncada","CHW",112,462,414,103,66,23,1,13,51,53,42,5,126,4,2,0,1,2,1,0.248792,0.0909091,0.272727,0.333333,0.322511,0.403382,0.313191,0.725892,0.154589,2.83801,0.32491,,-0.846526,54.3032,-1.98879,97.126,-0.846526,0.7,-2.4374812841415405,2.3975308537483215,1.56127,999,,,,"17232"
"Josh Naylor","CLE",133,521,472,127,78,29,0,20,54,79,40,13,72,4,5,0,6,7,1,0.269068,0.0767754,0.138196,0.555556,0.328215,0.457627,0.328115,0.785842,0.188559,3.16177,0.277922,,0.138064,67.6952,4.21443,110.578,0.138064,0.7,6.741563871502876,-8.87157517671585,1.55274,999,,,,"18839"
"Christian Walker","ARI",131,540,475,118,71,27,1,19,66,71,54,11,115,6,5,0,2,6,0,0.248421,0.1,0.212963,0.469565,0.32963,0.429474,0.321679,0.759103,0.181053,4.11398,0.286127,,0.275385,67.2778,1.4819,100.555,0.275385,6.4,0.6469666063785553,-3.5206351280212402,1.54743,999,,,,"13419"
"Brandon Marsh","PHI",131,483,428,105,68,22,5,10,56,58,48,5,140,3,3,1,1,11,2,0.245327,0.0993789,0.289855,0.342857,0.323651,0.390187,0.308936,0.713838,0.14486,6.1805,0.338078,,0.47746,55.0645,-3.78627,91.7114,0.47746,1.7,-4.482151091098785,3.474691390991211,1.53994,999,,,,"20202"
"Henry Davis","PIT",112,481,414,100,62,20,2,16,55,65,49,14,110,15,2,1,3,7,5,0.241546,0.101871,0.22869,0.445455,0.341667,0.415459,0.321979,0.757126,0.173913,4.05209,0.289655,,-1.57336,60.0471,1.44002,99.5888,-1.57336,-8,-1.8184155076742172,0.8367137908935547,1.53571,999,,,,"29617"
"Josh H. Smith","TEX",108,386,330,77,51,15,2,9,51,41,39,5,82,13,2,2,0,6,3,0.233333,0.101036,0.212435,0.47561,0.335938,0.372727,0.311185,0.708665,0.139394,5.14397,0.282158,,-0.821336,44.727,-2.30481,94.3192,-0.821336,4.3,-3.4487752318382263,5.718283534049988,1.53407,999,,,,"26396"
"Jonathan Aranda","TBR",134,548,479,120,79,23,2,16,70,74,52,9,127,12,5,0,2,2,1,0.250522,0.0948905,0.231752,0.409449,0.335766,0.407098,0.319418,0.742865,0.156576,3.60199,0.304985,,-1.05456,67.2452,0.474617,107.019,-1.05456,-8.9,3.5541781187057495,-6.8864781856536865,1.52433,999,,,,"21837"
"Nick Gonzales","PIT",116,508,452,107,63,29,5,10,61,63,42,5,138,10,3,1,1,3,3,0.236726,0.0826772,0.271654,0.304348,0.313609,0.389381,0.30391,0.70299,0.152655,4.84443,0.315961,,-1.5138,55.7941,-6.10275,87.475,-1.5138,5.5,-9.396209239959717,7.366549134254456,1.52291,999,,,,"27490"
"Jake McCarthy","ARI",131,501,452,119,82,21,7,9,67,55,37,5,101,7,2,3,0,28,6,0.263274,0.0738523,0.201597,0.366337,0.327309,0.400442,0.314111,0.727752,0.137168,7.82795,0.319767,,2.13521,59.27,-1.77395,95.4821,2.13521,4.3,-0.6688733100891113,-1.2224864959716797,1.51293,999,,,,"21622"
"Jonathan India","CIN",127,544,468,119,76,26,1,16,77,63,54,11,111,18,4,0,1,10,2,0.254274,0.0992647,0.204044,0.486486,0.351103,0.416667,0.330276,0.76777,0.162393,4.85499,0.298551,,0.100242,71.66,5.37677,101.435,0.100242,-6.5,1.067312940955162,-4.501175761222839,1.50515,999,,,,"21523"
"Paul Goldschmidt","STL",126,545,477,122,78,26,0,18,68,70,62,9,130,3,3,0,3,6,1,0.255765,0.113761,0.238532,0.476923,0.343119,0.42348,0.328937,0.766599,0.167715,3.32188,0.313253,,-0.254565,71.1859,4.78078,107.984,-0.254565,1.4,5.136165797710419,-8.612492203712463,1.50431,999,,,,"9218"
"Nick Allen","OAK",130,491,442,108,80,21,2,5,52,42,34,9,80,3,2,10,0,10,3,0.244344,0.0692464,0.162933,0.425,0.301455,0.334842,0.274271,0.636297,0.0904977,4.80037,0.286908,,-0.0983874,41.8408,-17.9847,75.7887,-0.0983874,7.3,-14.342365950345993,12.712257862091064,1.50095,999,,,,"22277"
"Samad Taylor","KCR",115,461,403,102,70,20,3,9,62,48,46,7,108,6,5,1,1,29,7,0.253102,0.0997831,0.234273,0.425926,0.334783,0.384615,0.311021,0.719398,0.131514,6.78046,0.319588,,1.95936,53.3547,-2.81547,92.4395,1.95936,-0.1,-2.2168511152267456,1.5938565954566002,1.49974,999,,,,"22274"
"Mike Yastrzemski","SFG",110,414,361,82,43,23,2,14,56,47,45,3,111,5,2,1,2,2,1,0.227147,0.108696,0.268116,0.405405,0.319613,0.418283,0.318558,0.737895,0.191136,4.20641,0.285714,,-0.715539,50.5064,0.0628897,102.44,-0.715539,-1.2,0.5359196066856384,0.32116401195526123,1.49152,999,,,,"14854"
"Max Muncy","LAD",120,505,423,88,47,17,1,23,70,68,72,5,132,6,4,0,3,1,1,0.208038,0.142574,0.261386,0.545455,0.328713,0.416076,0.322536,0.744789,0.208038,2.71553,0.238971,,-1.14669,63.2764,1.74507,103.735,-1.14669,-5.3,1.1897634267807007,-3.4444739818573,1.49028,999,,,,"13301"
"Alex Verdugo","NYY",136,569,516,137,91,30,2,14,76,58,44,11,88,4,5,0,2,4,2,0.265504,0.0773286,0.154657,0.5,0.325132,0.412791,0.31306,0.737922,0.147287,3.90631,0.293556,,-1.03041,66.8179,-2.51143,100.098,-1.03041,2.8,-0.9638063311576843,-3.472046136856079,1.48543,999,,,,"17027"
"Matt Mervis","CHC",126,530,473,121,73,26,1,21,68,76,45,5,129,8,4,0,2,1,1,0.255814,0.0849057,0.243396,0.348837,0.328302,0.448203,0.331547,0.776505,0.192389,2.59597,0.30581,,-1.1544,70.3753,5.79788,108.361,-1.1544,2.2,4.335470676422119,-7.536919355392456,1.48078,999,,,,"27845"
"DJ LeMahieu","NYY",110,476,424,105,79,17,1,8,51,43,47,11,91,3,2,0,1,2,2,0.247642,0.0987395,0.191176,0.516484,0.32563,0.349057,0.29182,0.674687,0.101415,2.67005,0.296636,,-1.35336,47.5004,-10.4975,85.3759,-1.35336,6.6,-9.694152355194092,8.348971128463745,1.47854,999,,,,"9874"
"Enmanuel Valdez","BOS",116,467,420,107,64,24,2,17,59,63,41,8,107,3,3,0,1,5,3,0.254762,0.0877944,0.229122,0.383178,0.32334,0.442857,0.323928,0.766198,0.188095,4.09173,0.301003,,-1.03675,59.0549,2.15369,99.3839,-1.03675,-1.4,-1.3814691305160522,0.3159024715423584,1.47593,999,,,,"21716"
"Kevin Kiermaier","TOR",101,329,300,72,48,15,4,5,40,34,24,5,78,3,2,0,1,9,2,0.24,0.0729483,0.237082,0.307692,0.300912,0.366667,0.286155,0.667579,0.126667,6.7618,0.305936,,0.416485,31.2832,-8.80352,80.7834,0.416485,9.5,-7.158916026353836,10.708847761154175,1.46864,999,,,,"11038"
"Jonah Bride","OAK",102,398,340,79,53,17,2,7,44,39,45,10,76,9,3,1,0,2,1,0.232353,0.113065,0.190955,0.592105,0.335013,0.355882,0.299678,0.690895,0.123529,3.58648,0.276923,,-0.769475,42.314,-6.17998,93.3993,-0.769475,3.6,-3.9172757267951965,5.062374949455261,1.46261,999,,,,"24703"
"Juan Brito","CLE",130,577,505,124,81,30,2,11,71,61,58,11,107,6,6,2,1,5,6,0.245545,0.10052,0.185442,0.542056,0.326957,0.378218,0.303271,0.705174,0.132673,3.54609,0.287532,,-2.56495,63.0661,-7.23795,93.358,-2.56495,0.1,-7.157036304473877,2.2200764194130898,1.46257,999,,,,"sa3009808"
"David Villar","SFG",118,469,419,94,57,19,0,18,61,61,41,9,136,7,2,0,0,4,1,0.224344,0.08742,0.289979,0.301471,0.302772,0.398568,0.29861,0.70134,0.174224,3.50832,0.284644,,-0.36177,49.4465,-7.69839,89.0676,-0.36177,3.6,-6.713689088821411,5.323250889778137,1.4542,999,,,,"24782"
"Joey Ortiz","BAL",113,478,442,109,75,22,3,9,61,56,29,14,92,4,3,0,0,6,2,0.246606,0.0606695,0.192469,0.315217,0.297071,0.371041,0.279394,0.668112,0.124434,5.22478,0.290698,,-0.368438,42.7671,-15.4744,77.001,-0.368438,6.6,-13.540964990854263,11.868959426879883,1.45273,999,,,,"25493"
"James Wood","WSN",130,561,505,117,64,28,5,20,72,73,48,5,173,5,3,0,1,11,3,0.231683,0.0855615,0.308378,0.277457,0.30303,0.425743,0.310769,0.728773,0.194059,6.23877,0.307937,,0.0707921,64.8112,-3.54342,93.0823,0.0707921,-1.9,-4.7370001301169395,0.16128742694854736,1.44903,999,,,,"sa3016870"
"Noelvi Marte","CIN",133,566,512,139,97,24,2,16,74,74,45,8,115,5,4,0,1,16,5,0.271484,0.0795053,0.20318,0.391304,0.333922,0.419922,0.322649,0.753844,0.148438,5.06699,0.319481,,0.0185976,70.9729,2.0091,96.3221,0.0185976,-4.3,-2.560332253575325,-2.220341205596924,1.44557,999,,,,"26517"
"Brice Turang","MIL",137,540,485,118,86,20,2,10,64,53,49,8,108,1,3,2,1,21,4,0.243299,0.0907407,0.2,0.453704,0.312268,0.354639,0.289076,0.666907,0.11134,5.59752,0.291892,,1.52543,52.656,-13.1398,78.6977,1.52543,6.8,-12.72532606124878,8.784127116203308,1.44098,999,,,,"22186"
"Spencer Horwitz","TOR",115,502,438,112,74,28,1,9,55,58,55,12,90,6,3,0,1,4,2,0.255708,0.109562,0.179283,0.611111,0.344622,0.385845,0.314324,0.730466,0.130137,3.21015,0.30117,,-0.991886,59.4769,-1.68891,100.308,-0.991886,7.4,-0.8068827390670776,-1.8225159645080566,1.43857,999,,,,"26477"
"Nick Madrigal","CHC",99,365,335,91,70,16,3,2,43,33,18,7,32,8,1,3,0,7,2,0.271642,0.0493151,0.0876712,0.5625,0.323204,0.355224,0.292551,0.678428,0.0835821,5.4901,0.294702,,-0.129912,36.645,-7.82814,82.2189,-0.129912,8.8,-8.17017237842083,10.141123056411743,1.43618,999,,,,"20521"
"Victor Scott II","STL",127,590,534,132,102,16,8,6,73,60,34,7,105,11,5,6,0,46,9,0.247191,0.0576271,0.177966,0.32381,0.303082,0.340824,0.279497,0.643906,0.093633,8.4684,0.294393,,4.32258,52.8381,-19.0499,74.8405,4.32258,6.2,-14.067039489746094,8.367842197418213,1.43549,999,,,,"sa3019838"
"Jeferson Quero","MIL",101,425,389,96,67,16,1,12,46,51,30,13,94,3,3,0,0,3,1,0.246787,0.0705882,0.221176,0.319149,0.303529,0.385604,0.288001,0.689134,0.138817,3.32475,0.293706,,-0.492424,41.063,-10.7208,77.9775,-0.492424,4.2,-12.087519437074661,12.007906913757324,1.43547,999,,,,"sa3015407"
"Tyler Gentry","KCR",118,518,450,112,74,24,2,12,56,65,52,8,124,10,5,1,0,7,2,0.248889,0.100386,0.239382,0.419355,0.336557,0.391111,0.314783,0.727668,0.142222,4.32617,0.31348,,-0.430412,61.5702,-1.54507,95.0472,-0.430412,5.9,-3.50447279214859,0.1901235580444336,1.42448,999,,,,"sa3014485"
"Teoscar Hernández","LAD",139,580,536,138,86,24,1,27,71,96,35,6,163,6,3,0,1,7,2,0.257463,0.0603448,0.281034,0.214724,0.308621,0.45709,0.323981,0.76571,0.199627,3.87212,0.318052,,-0.376476,73.3701,2.70051,104.704,-0.376476,-2.1,3.0032491981983185,-8.493298053741455,1.42238,999,,,,"13066"
"Blake Dunn","CIN",122,525,454,110,77,13,3,17,72,80,42,3,139,23,3,3,1,27,4,0.242291,0.08,0.264762,0.302158,0.335249,0.396476,0.321269,0.731725,0.154185,6.98404,0.30897,,2.64068,65.2303,1.26209,95.3973,2.64068,-5.2,-0.3529167175292969,-3.2709875106811523,1.42167,999,,,,"sa3016823"
"Thairo Estrada","SFG",126,491,453,118,82,22,2,12,60,55,26,9,98,10,2,0,1,14,5,0.260486,0.0529532,0.199593,0.265306,0.313646,0.397351,0.302921,0.710997,0.136865,5.47287,0.307246,,-0.150249,53.5239,-6.30158,91.9577,-0.150249,0.7,-5.042199730873108,2.5040858387947083,1.41447,999,,,,"16426"
"Ronny Mauricio","NYM",137,604,568,138,91,25,3,19,69,75,30,11,137,4,2,0,2,17,6,0.242958,0.0496689,0.226821,0.218978,0.284768,0.397887,0.28721,0.682656,0.15493,5.36089,0.28744,,-0.0108523,57.9608,-15.633,82.2319,-0.0108523,4.7,-13.306064094416797,6.919282674789429,1.41447,999,,,,"23698"
"Brooks Lee","MIN",123,556,509,128,80,35,2,11,65,60,41,17,102,2,4,0,1,3,3,0.251473,0.073741,0.183453,0.401961,0.307554,0.392927,0.292154,0.700481,0.141454,3.37083,0.2925,,-1.48298,55.6377,-12.1076,84.8383,-1.48298,0.7,-11.58378255367279,6.828747928142548,1.40956,999,,,,"sa3019973"
"Agustin Ramirez","NYY",112,481,437,105,68,22,0,15,60,58,38,14,100,3,3,0,1,6,2,0.240275,0.0790021,0.2079,0.38,0.303534,0.393593,0.291898,0.697127,0.153318,3.64084,0.276923,,-0.376143,48.0303,-10.5767,85.4297,-0.376143,-2.3,-8.773544609546661,6.5367138385772705,1.40657,999,,,,"sa3009276"
"Christian Yelich","MIL",127,550,473,116,75,23,2,16,80,61,72,9,132,4,1,0,6,16,2,0.245243,0.130909,0.24,0.545455,0.349091,0.403805,0.326702,0.752896,0.158562,5.78991,0.306748,,1.26172,70.8181,3.80385,103.922,1.26172,-2.5,3.9340641498565674,-8.562610149383545,1.4064,999,,,,"11477"
"Jared Serna","NYY",124,560,521,125,84,23,2,16,77,67,33,16,113,5,1,0,1,13,5,0.239923,0.0589286,0.201786,0.292035,0.291071,0.383877,0.281991,0.674949,0.143954,5.4308,0.277354,,-0.327133,51.3114,-16.9213,78.5631,-0.327133,7.7,-14.711204618215561,9.757612943649292,1.40331,999,,,,"sa3015579"
"Yunior Severino","MIN",116,502,454,103,61,22,2,18,52,70,39,13,174,7,2,0,0,1,2,0.226872,0.0776892,0.346614,0.224138,0.296813,0.403084,0.293629,0.699896,0.176211,2.7073,0.32197,,-1.36844,50.8489,-10.3169,85.8604,-1.36844,5,-9.873425364494324,6.844503283500671,1.39873,999,,,,"sa3003185"
"Luis Rengifo","LAA",128,486,440,114,78,18,4,14,58,57,37,8,86,5,3,1,0,6,4,0.259091,0.0761317,0.176955,0.430233,0.321649,0.413636,0.313144,0.735286,0.154545,4.62531,0.291545,,-1.35129,57.1049,-2.11134,96.1744,-1.35129,-0.7,-3.57904851436615,1.0857142806053162,1.39793,999,,,,"19858"
"Luis Matos","SFG",137,554,505,137,96,26,2,13,68,59,40,11,67,6,1,2,0,11,3,0.271287,0.0722022,0.120939,0.597015,0.331522,0.407921,0.315692,0.739443,0.136634,4.73146,0.29108,,-0.0756053,66.2675,-1.2342,100.519,-0.0756053,-7.2,0.28069717437028885,-5.164432525634766,1.39454,999,,,,"26467"
"Dominic Fletcher","ARI",107,475,429,110,75,22,5,8,59,55,33,6,111,7,4,2,1,3,3,0.25641,0.0694737,0.233684,0.297297,0.317125,0.386946,0.302573,0.704071,0.130536,4.90642,0.324841,,-1.50609,51.6423,-6.23368,87.7469,-1.50609,4.7,-8.716445446014404,6.44529664516449,1.38675,999,,,,"26149"
"Jose Siri","TBR",113,412,384,85,50,17,2,16,57,59,22,5,139,3,2,1,0,14,3,0.221354,0.0533981,0.337379,0.158273,0.26764,0.401042,0.281976,0.668682,0.179688,6.8587,0.298701,,0.994407,37.7455,-12.4543,81.0676,0.994407,6.7,-8.351795613765717,8.213815212249756,1.38209,999,,,,"17452"
"Kameron Misner","TBR",115,490,426,85,49,22,2,12,58,54,57,6,180,4,2,1,0,13,4,0.199531,0.116327,0.367347,0.316667,0.298569,0.34507,0.281965,0.643639,0.14554,5.66738,0.309322,,0.110355,44.8867,-14.8169,81.0596,0.110355,6.4,-11.009981527924538,8.200411677360535,1.37995,999,,,,"sa3011656"
"Jakob Marsee","SDP",125,549,472,106,76,15,3,12,84,60,65,6,118,9,1,2,1,22,5,0.224576,0.118397,0.214936,0.550847,0.329068,0.345339,0.299588,0.674407,0.120763,6.72181,0.274052,,1.18007,58.3268,-8.56561,91.1906,1.18007,-2.1,-4.811455488204956,-0.08280420303344727,1.37651,999,,,,"sa3019868"
"Jose Miranda","MIN",114,492,452,122,84,25,0,13,54,63,30,15,80,8,2,0,1,2,1,0.269911,0.0609756,0.162602,0.375,0.325203,0.411504,0.309281,0.736708,0.141593,2.34937,0.301939,,-0.846526,56.2315,-3.71584,96.7092,-0.846526,-2,-2.7865315675735474,-0.1922398805618286,1.36985,999,,,,"20538"
"Shay Whitcomb","HOU",122,534,497,111,69,20,1,21,64,72,30,11,188,5,2,0,2,11,4,0.22334,0.0561798,0.35206,0.159574,0.273408,0.394366,0.279689,0.667774,0.171026,4.72426,0.310345,,-0.204889,47.9081,-17.1567,75.7588,-0.204889,5.4,-15.715486824512482,11.286243438720703,1.36751,999,,,,"sa3014948"
"Tyler Stephenson","CIN",132,446,396,101,68,19,1,13,53,55,42,13,104,5,3,0,1,0,0,0.255051,0.0941704,0.233184,0.403846,0.331839,0.406566,0.311957,0.738404,0.151515,1.94093,0.312057,,-0.785923,51.9653,-2.37724,89.1543,-0.785923,-2.9,-6.778462469577789,5.2937092781066895,1.36668,999,,,,"17988"
"Kyle Isbel","KCR",114,405,370,94,60,21,4,9,57,46,28,7,83,4,2,1,0,9,3,0.254054,0.0691358,0.204938,0.337349,0.311881,0.405405,0.304538,0.717287,0.151351,6.39467,0.303571,,-0.12117,44.6928,-4.65411,87.9459,-0.12117,4.3,-5.9707265347242355,5.788095474243164,1.35392,999,,,,"21614"
"Jackson Merrill","SDP",115,517,482,123,85,22,3,13,68,60,27,11,83,2,3,3,0,9,3,0.255187,0.0522244,0.160542,0.325301,0.29572,0.394191,0.289711,0.689911,0.139004,5.26555,0.282776,,-0.259862,50.6861,-12.3073,84.5691,-0.259862,0.4,-10.143152117729187,6.098853498697281,1.35258,999,,,,"sa3016829"
"Lourdes Gurriel Jr.","ARI",128,513,472,131,85,30,1,15,55,63,32,13,91,4,4,1,1,4,1,0.277542,0.0623782,0.177388,0.351648,0.326172,0.440678,0.320812,0.76685,0.163136,3.29066,0.313514,,-0.454231,63.5443,1.0382,99.9739,-0.454231,2.2,-0.47083923406898975,-3.4547617435455322,1.35083,999,,,,"19238"
