Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Nico Hoerner","CHC",146,601,545,150,111,25,3,11,76,65,40,12,71,11,4,1,2,26,5,0.275229,0.0665557,0.118136,0.56338,0.335,0.392661,0.311698,0.727661,0.117431,6.07804,0.297645,,1.93384,69.8959,-3.33243,95.0551,1.93384,14.9,-1.7478667497634888,17.108259439468384,3.57286,999,,,,"21479"
"Matt McLain","CIN",130,572,500,127,73,28,4,22,78,86,60,8,148,10,2,0,1,18,6,0.254,0.104895,0.258741,0.405405,0.344406,0.458,0.34231,0.802406,0.204,5.91369,0.316265,,0.0273401,81.0655,11.3706,109.503,0.0273401,3.2,6.7613078858703375,9.505114793777466,3.56471,999,,,,"29695"
"Wyatt Langford","TEX",145,628,569,151,76,43,5,27,88,105,49,3,125,7,3,0,0,18,6,0.265378,0.0780255,0.199045,0.392,0.329618,0.500879,0.351365,0.830497,0.235501,6.0178,0.295238,,0.0735708,93.7244,17.2062,122.169,0.0735708,3.5,16.75491964817047,-3.422398567199707,3.45714,999,,,,"sa3022654"
"Cal Raleigh","SEA",130,500,450,104,53,26,1,24,60,73,43,7,131,3,4,0,1,1,1,0.231111,0.086,0.262,0.328244,0.3,0.453333,0.31645,0.753333,0.222222,2.4538,0.267559,,-0.930949,60.1229,-0.799162,104.667,-0.930949,6.5,1.8651471734046936,15.685772895812988,3.44413,999,,,,"21534"
"Ozzie Albies","ATL",145,634,576,158,95,33,4,26,93,96,46,5,105,5,7,0,2,11,3,0.274306,0.0725552,0.165615,0.438095,0.329653,0.480903,0.342495,0.810556,0.206597,5.41416,0.292035,,-0.152657,89.9493,12.7001,113.324,-0.152657,-0.3,10.312703162431717,2.029512107372284,3.38397,999,,,,"16556"
"Freddie Freeman","LAD",138,612,532,154,97,35,1,21,97,83,67,10,101,9,4,0,10,11,1,0.289474,0.109477,0.165033,0.663366,0.375817,0.477444,0.363776,0.853261,0.18797,4.88901,0.321256,,0.521987,97.6447,23.076,131.382,0.521987,-0.5,24.31470000743866,-11.743386268615723,3.3321,999,,,,"5361"
"Shohei Ohtani","LAD",145,608,521,134,67,26,5,36,88,117,80,8,143,4,3,0,16,15,6,0.257198,0.131579,0.235197,0.559441,0.358553,0.533589,0.374114,0.892142,0.276392,5.51144,0.284058,,-0.634301,102.227,28.1455,138.312,-0.634301,0,28.223235428333282,-15.637860298156738,3.31991,999,,,,"19755"
"James Outman","LAD",146,581,504,123,74,23,3,23,85,82,62,3,179,11,4,0,1,11,3,0.244048,0.106713,0.308089,0.346369,0.337349,0.438492,0.335224,0.775841,0.194444,5.50888,0.326797,,-0.175772,78.9216,8.13008,112.241,-0.175772,2.7,8.634692966938019,4.834773778915405,3.31637,999,,,,"24770"
"Matt Chapman",,133,547,473,112,62,26,2,22,69,65,62,6,156,7,5,0,1,2,1,0.236786,0.113346,0.285192,0.397436,0.330896,0.439746,0.329641,0.770642,0.20296,3.38661,0.3,,-0.985218,71.7667,5.1179,110.924,-0.985218,6.4,6.1745787262916565,8.409847259521484,3.30755,999,,,,"16505"
"Isaac Paredes","TBR",152,571,493,118,65,26,0,27,69,88,62,13,99,12,4,0,0,1,1,0.239351,0.108581,0.17338,0.626263,0.336252,0.456389,0.334453,0.792642,0.217039,1.76419,0.245283,,-1.19292,77.1975,7.62446,117.44,-1.19292,0.6,10.739173769950867,2.6980305910110474,3.27447,999,,,,"20036"
"Brandon Nimmo","NYM",134,590,509,132,88,24,4,16,77,61,66,6,118,11,2,2,0,3,3,0.259332,0.111864,0.2,0.559322,0.355442,0.416503,0.336073,0.771945,0.157171,3.98391,0.307692,,-1.89135,80.5604,8.67233,114.989,-1.89135,1.3,9.064629673957825,3.4678423404693604,3.2535,999,,,,"12927"
"Davis Schneider","TOR",124,521,446,104,56,26,2,20,65,72,64,6,134,7,4,0,0,6,2,0.233184,0.122841,0.257198,0.477612,0.335893,0.434978,0.33092,0.77087,0.201794,4.25359,0.283784,,-0.576476,68.9092,5.42836,111.811,-0.576476,6.1,6.796721994876862,8.014315009117126,3.24206,999,,,,"23565"
"Manny Machado","SDP",135,577,516,136,86,26,1,23,74,84,53,14,106,2,6,0,5,5,2,0.263566,0.0918544,0.183709,0.5,0.331023,0.45155,0.327693,0.782573,0.187984,3.46774,0.287532,,-0.822707,74.7695,4.46541,110.032,-0.822707,3.6,6.348075330257416,5.720076322555542,3.16305,999,,,,"11493"
"Carlos Correa","MIN",135,578,513,133,83,29,1,20,68,70,57,20,120,4,4,0,2,0,1,0.259259,0.0986159,0.207612,0.475,0.33564,0.436647,0.321905,0.772287,0.177388,1.94155,0.299735,,-1.37751,72.1205,1.69453,105.459,-1.37751,2.9,2.4032607078552246,9.271252155303955,3.12241,999,,,,"14162"
"Gleyber Torres","NYY",152,629,560,150,97,28,1,24,78,79,60,15,107,3,5,1,1,10,4,0.267857,0.0953895,0.170111,0.560748,0.339172,0.45,0.332124,0.789172,0.182143,3.83614,0.290323,,-0.805555,83.8226,7.18261,113.311,-0.805555,-1.6,9.226936638355255,0.711140513420105,3.12204,999,,,,"16997"
"Matt Olson","ATL",149,648,554,142,76,30,1,35,91,110,84,13,143,5,5,0,7,1,1,0.256318,0.12963,0.220679,0.587413,0.356481,0.50361,0.360846,0.860092,0.247292,2.32433,0.28084,,-1.39326,101.812,22.8565,125.627,-1.39326,1.8,19.17912518978119,-10.104762315750122,3.10565,999,,,,"14344"
"Nolan Jones","COL",134,562,488,136,80,30,3,23,79,86,67,8,153,5,2,0,2,13,2,0.278689,0.119217,0.272242,0.437909,0.370107,0.493852,0.367157,0.863959,0.215164,5.37737,0.359873,,0.646306,91.2452,22.7688,116.32,0.646306,6,12.008622288703918,-0.19488525390625,3.08674,999,,,,"20529"
"Bryce Harper","PHI",122,525,441,121,67,29,1,24,78,74,75,12,112,4,5,0,10,10,3,0.274376,0.142857,0.213333,0.669643,0.380952,0.507937,0.373513,0.888889,0.23356,4.21847,0.312903,,-0.298721,88.0093,24.0411,135.003,-0.298721,0.2,22.466990172863007,-9.44506148993969,3.08155,999,,,,"11579"
"Edouard Julien","MIN",136,576,480,117,74,26,1,16,74,67,86,8,169,6,3,1,1,8,2,0.24375,0.149306,0.293403,0.508876,0.363478,0.402083,0.334949,0.765562,0.158333,3.95995,0.338926,,-0.461566,78.1112,7.9289,114.501,-0.461566,-0.4,9.54636612534523,1.716402143239975,3.07458,999,,,,"27534"
"Jackson Holliday","BAL",138,641,564,144,101,25,6,12,93,75,74,8,141,2,1,0,2,13,6,0.255319,0.115445,0.219969,0.524823,0.343214,0.384752,0.317653,0.727965,0.129433,5.81937,0.320388,,-1.23463,77.7178,-0.384345,103.519,-1.23463,0.4,1.4678881168365479,7.465696722269058,3.06253,999,,,,"sa3020241"
"William Contreras","MIL",135,544,482,127,82,25,1,19,70,69,55,14,121,4,2,1,2,3,1,0.263485,0.101103,0.222426,0.454545,0.342541,0.437759,0.329952,0.780301,0.174274,3.20495,0.313953,,-0.800629,71.5139,5.2307,106.101,-0.800629,-1.2,3.3109115958213806,8.794121503829956,3.05465,999,,,,"20503"
"Evan Carter","TEX",145,645,555,143,94,27,4,18,86,86,78,3,160,10,2,0,3,20,7,0.257658,0.12093,0.248062,0.4875,0.35814,0.418018,0.340097,0.776158,0.16036,5.74711,0.329815,,-0.333763,90.2253,11.6358,114.358,-0.333763,5,10.762971639633179,-2.109788417816162,3.04813,999,,,,"27790"
"Xander Bogaerts","SDP",141,597,531,144,100,28,1,15,74,64,54,15,108,6,6,0,1,10,1,0.271186,0.0904523,0.180905,0.5,0.341709,0.412429,0.319941,0.754138,0.141243,4.4585,0.311594,,0.460679,73.5174,0.776476,104.835,0.460679,-1.1,4.036296606063843,5.480687975883484,2.97658,999,,,,"12161"
"Royce Lewis","MIN",108,461,418,110,66,24,1,19,67,73,37,8,105,4,2,0,0,11,3,0.263158,0.0802603,0.227766,0.352381,0.327549,0.461722,0.332957,0.789271,0.198565,4.96841,0.307432,,0.170959,61.7532,5.58308,113.12,0.170959,4.8,7.417981773614883,6.49385678768158,2.94912,999,,,,"20437"
"Alejandro Kirk","TOR",128,457,402,105,74,19,0,12,43,52,47,15,49,5,3,0,1,0,1,0.261194,0.102845,0.107221,0.959184,0.343545,0.39801,0.314225,0.741555,0.136816,1.0836,0.270349,,-1.27735,54.1076,-1.57516,100.239,-1.27735,6.6,-1.146570309996605,14.99579668045044,2.92932,999,,,,"22581"
"Anthony Volpe","NYY",148,613,545,125,69,32,4,20,74,78,54,7,148,9,4,1,0,23,5,0.229358,0.0880914,0.241436,0.364865,0.30719,0.412844,0.307924,0.720034,0.183486,6.40914,0.275591,,1.52647,69.3702,-5.32024,96.538,1.52647,2.6,-1.0163813829421997,9.357054710388184,2.90855,999,,,,"27647"
"Cedric Mullins","BAL",135,551,497,128,82,26,4,16,67,65,43,4,109,5,4,2,2,20,5,0.257545,0.0780399,0.197822,0.394495,0.320583,0.422535,0.31893,0.743118,0.16499,6.14878,0.297872,,0.918764,67.3904,0.254268,104.404,0.918764,4.5,3.826485812664032,6.5245444774627686,2.89896,999,,,,"17929"
"Ha-Seong Kim","SDP",152,547,479,117,80,23,1,13,62,56,55,8,105,5,4,4,1,21,5,0.244259,0.100548,0.191956,0.52381,0.325967,0.377871,0.304989,0.703837,0.133612,5.03332,0.284932,,1.07253,60.5677,-6.08102,94.811,1.07253,10.7,-2.443781018257141,12.70984697341919,2.88146,999,,,,"27506"
"Vladimir Guerrero Jr.","TOR",152,659,581,162,100,30,1,31,89,100,68,21,94,7,3,0,5,5,2,0.27883,0.103187,0.14264,0.723404,0.359636,0.493976,0.355881,0.853612,0.215146,2.99929,0.285403,,-1.03075,100.822,20.5271,129.112,-1.03075,-3.4,21.956311583518982,-15.506848812103271,2.87581,999,,,,"19611"
"Michael Busch","CHC",128,571,501,126,73,28,2,23,83,77,56,7,146,10,4,0,0,3,1,0.251497,0.0980736,0.255692,0.383562,0.336252,0.453094,0.336599,0.789346,0.201597,4.1082,0.306548,,-0.839154,78.2152,8.64221,111.748,-0.839154,-1.8,7.471212267875671,0.2980306148529053,2.714,999,,,,"26319"
"Elly De La Cruz","CIN",145,641,584,144,84,27,7,26,100,94,53,9,187,2,1,1,3,40,10,0.246575,0.0826833,0.291732,0.283422,0.310937,0.450342,0.321513,0.76128,0.203767,7.99563,0.317204,,2.77755,79.773,1.67088,95.5609,2.77755,-1.1,-0.7475533485412598,5.965696692466736,2.69735,999,,,,"26668"
"Byron Buxton","MIN",91,364,326,78,37,19,2,20,56,51,30,2,108,5,3,0,1,7,1,0.239264,0.0824176,0.296703,0.277778,0.31044,0.493865,0.33873,0.804305,0.254601,6.0169,0.288557,,0.438563,50.5048,6.15351,117.121,0.438563,5.4,7.9059023559093475,6.737448692321777,2.69343,999,,,,"14161"
"Bo Naylor","CLE",123,497,432,99,59,22,2,16,64,63,59,8,122,4,2,0,2,7,2,0.229167,0.118712,0.245473,0.483607,0.325956,0.400463,0.312946,0.726419,0.171296,4.67876,0.280405,,-0.32254,58.3159,-2.24062,100.064,-0.32254,1.2,-0.28414056450128555,10.330658197402954,2.68564,999,,,,"21865"
"J.P. Crawford","SEA",143,616,532,134,93,29,1,11,77,59,72,9,106,6,4,2,1,3,2,0.25188,0.116883,0.172078,0.679245,0.345277,0.37218,0.313978,0.717457,0.120301,3.10662,0.293556,,-1.49239,72.8068,-2.2492,102.954,-1.49239,-1.5,0.687772274017334,5.290123462677002,2.6831,999,,,,"15491"
"Jordan Westburg","BAL",129,548,494,124,76,27,3,18,75,72,43,10,133,8,3,0,0,8,2,0.251012,0.0784672,0.242701,0.323308,0.319343,0.427126,0.316371,0.746469,0.176113,5.32697,0.306358,,-0.145656,65.8586,-0.911994,102.63,-0.145656,4.5,1.581356629729271,6.513521432876587,2.66382,999,,,,"27815"
"Trent Grisham","NYY",140,523,448,98,54,24,2,18,66,60,63,6,132,6,2,4,1,12,3,0.21875,0.120459,0.25239,0.477273,0.321773,0.401786,0.313336,0.723558,0.183036,5.21468,0.266667,,0.232266,61.5358,-2.18871,100.289,0.232266,6.3,0.41317033767700195,8.22166395187378,2.63296,999,,,,"18564"
"Vaughn Grissom","BOS",133,578,517,148,101,32,4,11,79,70,45,13,89,13,3,0,1,10,3,0.286267,0.0778547,0.153979,0.505618,0.356401,0.427466,0.33445,0.783868,0.141199,5.29026,0.32619,,-0.391182,78.1424,7.71648,106.677,-0.391182,-3.9,4.2330396473407745,2.471251964569092,2.62679,999,,,,"26031"
"Mike Trout","LAA",85,368,311,78,42,16,1,19,54,54,49,3,104,6,2,0,4,2,1,0.250804,0.133152,0.282609,0.471154,0.361413,0.491961,0.364331,0.853374,0.241158,3.43146,0.310526,,-0.74636,58.8842,14.0456,131.654,-0.74636,-0.9,13.21105307340622,0.4521458148956299,2.60924,999,,,,"10155"
"Ketel Marte","ARI",132,562,499,137,83,33,4,17,73,68,54,12,95,5,4,0,2,5,1,0.274549,0.0960854,0.169039,0.568421,0.348754,0.458918,0.340905,0.807672,0.184369,4.4938,0.306905,,-0.423744,78.9923,10.5158,113.444,-0.423744,-4.1,8.936547368764877,-2.0350382328033447,2.5969,999,,,,"13613"
"Brandon Lowe","TBR",121,488,428,102,56,22,1,23,66,70,50,4,129,7,3,0,1,5,1,0.238318,0.102459,0.264344,0.387597,0.32582,0.455607,0.333763,0.781427,0.21729,3.98933,0.283154,,-0.261937,65.6968,6.2368,116.962,-0.261937,-2,9.65634885430336,-0.20693707466125488,2.59561,999,,,,"18882"
"Jonah Heim","TEX",115,423,387,95,59,20,2,14,46,56,33,9,78,1,2,0,1,2,1,0.245478,0.0780142,0.184397,0.423077,0.304965,0.416021,0.303303,0.720985,0.170543,3.36725,0.272727,,-0.669308,46.2455,-5.29457,88.8562,-0.669308,10.2,-6.317436456680298,17.971163749694824,2.5952,999,,,,"16930"
"Josh Lowe","TBR",133,529,478,123,74,30,2,17,68,72,45,5,140,2,4,0,2,24,2,0.257322,0.0850662,0.26465,0.321429,0.321361,0.435146,0.322741,0.756508,0.177824,6.29637,0.326154,,3.06205,66.3736,1.91808,109.322,3.06205,4.8,8.970920324325562,-1.0311284065246582,2.58398,999,,,,"19953"
"Riley Greene","DET",120,521,468,125,82,22,5,16,69,60,47,9,131,3,3,0,0,7,2,0.267094,0.0902111,0.25144,0.358779,0.335893,0.438034,0.328639,0.773927,0.17094,5.37677,0.33642,,-0.391886,67.9219,4.4411,108.543,-0.391886,1.2,4.941104859113693,3.114315152168274,2.56841,999,,,,"25976"
"Nolan Gorman","STL",139,529,471,115,65,20,0,30,78,85,53,3,162,3,2,0,1,5,1,0.244161,0.100189,0.306238,0.327161,0.323251,0.477707,0.340943,0.800958,0.233546,3.49474,0.302491,,-0.331283,74.3708,9.9152,116.033,-0.331283,-4.4,10.175962448120117,-2.4562904834747314,2.56641,999,,,,"22263"
"Gabriel Moreno","ARI",103,389,351,96,69,18,1,8,41,47,29,13,70,5,4,0,0,4,1,0.273504,0.0745501,0.179949,0.414286,0.33419,0.39886,0.307577,0.733051,0.125356,3.5609,0.31769,,-0.315539,43.9089,-3.48848,91.1015,-0.315539,9.9,-4.603857308626175,17.046531200408936,2.5619,999,,,,"22664"
"Masyn Winn","STL",143,641,582,144,99,25,6,14,91,75,47,9,122,5,5,2,0,16,3,0.247423,0.0733229,0.190328,0.385246,0.306729,0.383162,0.295254,0.689891,0.135739,6.75885,0.288248,,0.839638,65.7937,-12.3084,85.4037,0.839638,7.5,-10.751351714134216,14.565696716308594,2.55736,999,,,,"27479"
"Chas McCormick","HOU",126,435,383,97,64,15,1,17,57,63,38,5,113,8,6,0,0,11,3,0.253264,0.0873563,0.25977,0.336283,0.328736,0.430809,0.324535,0.759545,0.177546,5.02026,0.30888,,0.124728,55.2278,2.22557,106.843,0.124728,5.4,3.6912467032670975,6.998324632644653,2.53971,999,,,,"19599"
"Lars Nootbaar","STL",140,519,438,107,60,25,2,20,79,62,71,6,103,2,7,1,2,7,1,0.244292,0.136802,0.198459,0.68932,0.34749,0.447489,0.339749,0.794979,0.203196,5.00481,0.270186,,-0.000628723,72.4502,9.21309,115.233,-0.000628723,-4,9.793316589202732,-2.0930335521698,2.53052,999,,,,"21454"
"Steven Kwan","CLE",151,673,598,162,122,29,6,5,86,59,64,8,65,5,5,1,2,17,3,0.270903,0.0950966,0.0965825,0.984615,0.34375,0.364549,0.309899,0.708299,0.0936455,5.99282,0.294559,,0.723728,77.2637,-4.73743,97.9522,0.723728,10.8,-0.9276260137557983,3.3815698623657227,2.52482,999,,,,"24610"
"Patrick Bailey","SFG",104,416,376,87,56,19,1,11,45,46,34,7,109,3,2,1,0,2,1,0.231383,0.0817308,0.262019,0.311927,0.298795,0.375,0.288321,0.673795,0.143617,3.30649,0.294574,,-0.684719,40.3038,-10.3834,82.1697,-0.684719,13.3,-9.873774111270905,20.94256353378296,2.5166,999,,,,"27478"
"Jung Hoo Lee","SFG",121,536,486,140,97,30,4,9,58,63,41,5,38,4,1,4,4,2,7,0.288066,0.0764925,0.0708955,1.07895,0.347744,0.421811,0.332425,0.769555,0.133745,3.31758,0.297727,,-3.61015,71.5628,6.25431,111.736,-3.61015,0.7,4.1829822063446045,2.6694297194480896,2.5037,999,,,,"sa3012640"
