Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Michael Siani","CIN",9,24,24,4,4,0,0,0,1,0,0,0,7,0,0,0,1,0,1,0.166666666,"Michael Siani",22557,672279
"Francisco Alvarez","NYM",5,12,14,2,0,1,0,1,3,1,2,0,4,0,0,0,1,0,0,0.166666666,"Francisco Alvarez",26121,682626
"JJ Bleday","MIA",65,204,238,34,17,10,2,5,21,16,30,0,67,2,2,0,5,4,1,0.166666666,"JJ Bleday",26368,668709
"Cristian Pache","OAK",91,241,260,40,30,5,2,3,18,18,15,0,70,1,0,3,5,2,2,0.165975103,"Cristian Pache",19948,665506
"Magneuris Sierra","LAA",45,91,96,15,11,1,3,0,7,5,4,0,25,0,0,1,0,6,1,0.164835164,"Magneuris Sierra",17023,642423
"Travis Jankowski","- - -",44,55,64,9,9,0,0,0,11,2,8,0,10,1,0,0,0,3,0,0.163636363,"Travis Jankowski",13768,608671
"Austin Hedges","CLE",105,294,338,48,37,4,0,7,26,30,25,0,78,6,3,10,12,2,0,0.163265306,"Austin Hedges",12976,595978
"Vidal Bruján","TBR",52,147,162,24,16,5,0,3,13,16,12,0,37,1,2,0,2,5,5,0.163265306,"Vidal Brujan",20536,660644
"Stephen Vogt","OAK",70,168,191,27,15,4,1,7,18,23,17,0,46,2,4,0,4,1,0,0.160714285,"Stephen Vogt",5000,519390
"Joey Gallo","- - -",126,350,410,56,27,8,2,19,48,47,56,0,163,3,1,0,0,3,0,0.16,"Joey Gallo",14128,608336
"Eddy Alvarez","LAD",14,25,27,4,4,0,0,0,1,3,0,0,9,0,1,1,1,1,0,0.16,"Eddy Alvarez",16959,657193
"Korey Lee","HOU",12,25,26,4,2,2,0,0,1,4,1,0,9,0,0,0,1,0,0,0.16,"Korey Lee",25543,686676
"Meibrys Viloria","TEX",26,63,75,10,7,1,0,2,10,5,11,0,29,0,1,0,0,0,0,0.158730158,"Meibrys Viloria",17109,650619
"Steven Souza Jr.","SEA",6,19,19,3,3,0,0,0,0,1,0,0,8,0,0,0,2,0,0,0.157894736,"Steven Souza Jr.",5667,519306
"Guillermo Heredia","ATL",74,76,82,12,5,3,1,3,12,8,6,0,32,0,0,0,1,0,0,0.157894736,"Guillermo Heredia",18721,628338
"Donovan Walton","- - -",25,76,78,12,3,8,0,1,9,8,1,0,16,1,0,0,1,0,0,0.157894736,"Donovan Walton",19314,622268
"Paul DeJong","STL",77,210,237,33,18,9,0,6,19,25,21,0,79,4,2,0,2,3,2,0.157142857,"Paul DeJong",18015,657557
"Austin Romine","- - -",51,129,136,20,14,3,0,3,10,9,4,0,46,1,0,2,2,0,0,0.155038759,"Austin Romine",5491,519222
"Zack Collins","- - -",36,97,108,15,7,4,0,4,9,11,9,0,41,1,1,0,0,0,0,0.154639175,"Zack Collins",19181,641470
"Max Schrock","CIN",13,26,27,4,4,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0.153846153,"Max Schrock",17750,621011
"Sebastián  Rivero","KCR",17,26,29,4,4,0,0,0,2,1,2,0,10,0,0,1,0,0,0,0.153846153,"Sebastian  Rivero",21735,665861
"Jeter Downs","BOS",14,39,41,6,4,1,0,1,4,4,1,0,21,0,1,0,0,0,0,0.153846153,"Jeter Downs",22202,669023
"Steven Duggar","- - -",29,72,80,11,7,3,1,0,7,4,7,0,41,0,1,0,0,5,1,0.152777777,"Steven Duggar",17719,621453
"Jose Barrero","CIN",48,165,174,25,20,3,0,2,13,10,9,0,76,0,0,0,4,4,1,0.151515151,"Jose Barrero",23378,676480
"Robinson Canó","- - -",33,100,104,15,13,1,0,1,5,4,4,0,25,0,0,0,2,0,0,0.15,"Robinson Cano",3269,429664
"Ben DeLuzio","STL",22,20,25,3,2,1,0,0,3,0,3,0,5,1,0,1,0,0,1,0.15,"Ben DeLuzio",19644,641512
"Michael Perez","- - -",45,121,132,18,12,0,0,6,10,14,10,0,32,0,0,1,2,1,0,0.14876033,"Michael Perez",12977,605421
"Phil Gosselin","- - -",34,74,77,11,10,0,1,0,6,2,2,0,24,1,0,0,1,0,0,0.148648648,"Phil Gosselin",10953,594838
"Mike Zunino","TBR",36,115,123,17,9,3,0,5,7,16,6,0,46,1,1,0,2,0,0,0.147826086,"Mike Zunino",13265,572287
"Matt Davidson","- - -",13,34,37,5,3,0,0,2,3,3,3,0,13,0,0,0,0,0,1,0.147058823,"Matt Davidson",7226,571602
"Kody Clemens","DET",57,117,127,17,8,4,0,5,13,17,8,0,33,0,2,0,1,1,0,0.145299145,"Kody Clemens",20572,665019
"Brett Phillips","- - -",83,201,225,29,18,6,0,5,22,15,16,0,94,3,1,4,0,7,0,0.144278606,"Brett Phillips",14735,621433
"Manny Piña","ATL",5,14,17,2,2,0,0,0,1,2,1,0,1,1,1,0,0,0,0,0.142857142,"Manny Pina",2829,444489
"Terrance Gore","NYM",10,7,8,1,1,0,0,0,1,0,0,0,3,0,0,1,0,3,0,0.142857142,"Terrance Gore",13658,605253
"Gosuke Katoh","TOR",8,7,11,1,0,1,0,0,2,0,3,0,1,0,0,1,0,0,0,0.142857142,"Gosuke Katoh",15697,641741
"Mark Payton","CHW",8,21,25,3,3,0,0,0,3,1,4,0,4,0,0,0,0,0,0,0.142857142,"Mark Payton",16042,592622
"Chad Wallach","LAA",12,35,40,5,3,1,0,1,3,4,4,0,9,0,0,1,1,0,0,0.142857142,"Chad Wallach",17161,595453
"Kelvin Gutiérrez","BAL",12,28,33,4,3,1,0,0,2,3,4,0,8,0,0,0,1,1,0,0.142857142,"Kelvin Gutierrez",17468,642721
"Jermaine Palacios","MIN",30,70,77,10,8,0,0,2,8,6,4,0,27,0,2,1,2,0,0,0.142857142,"Jermaine Palacios",18371,650339
"Kyle Lewis","SEA",18,56,62,8,5,0,0,3,6,5,5,0,19,1,0,0,2,0,0,0.142857142,"Kyle Lewis",19508,641786
"Símon Muzziotti","PHI",9,7,9,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0.142857142,"Simon Muzziotti",19553,665922
"Rylan Bannon","- - -",5,14,15,2,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0.142857142,"Rylan Bannon",19768,676625
"Michael Papierski","- - -",39,91,103,13,11,1,0,1,7,4,10,0,26,0,0,2,4,0,0,0.142857142,"Michael Papierski",21386,657709
"Payton Henry","MIA",15,28,35,4,4,0,0,0,2,4,5,0,8,2,0,0,0,0,0,0.142857142,"Payton Henry",22164,668721
"Jarred Kelenic","SEA",54,163,181,23,10,5,1,7,20,17,16,0,61,1,1,0,3,5,2,0.141104294,"Jarred Kelenic",22558,672284
"Adalberto Mondesi","KCR",15,50,54,7,7,0,0,0,3,3,4,0,20,0,0,0,2,5,0,0.14,"Adalberto Mondesi",13769,609275
"David MacKinnon","- - -",22,50,57,7,7,0,0,0,2,6,6,0,17,0,1,0,2,0,0,0.14,"David MacKinnon",19625,676950
"Nick Plummer","NYM",14,29,31,4,1,1,0,2,4,6,1,0,12,1,0,0,1,0,0,0.137931034,"Nick Plummer",18690,663911
"Ryan Aguilar","LAA",7,22,26,3,2,1,0,0,2,2,2,0,14,1,1,0,0,0,0,0.136363636,"Ryan Aguilar",19967,666922
"Chuckie Robinson","CIN",25,59,60,8,4,2,0,2,3,5,0,0,17,0,0,1,5,0,0,0.13559322,"Chuckie Robinson",19824,642020
"Willie Calhoun","- - -",22,52,62,7,3,3,0,1,7,3,9,0,8,1,0,0,2,0,0,0.134615384,"Willie Calhoun",17838,641432
"Jonathan Araúz","- - -",15,38,41,5,4,0,0,1,3,5,1,0,12,0,1,1,0,0,0,0.131578947,"Jonathan Arauz",20275,660620
"Andrew Knapp","- - -",16,39,46,5,4,1,0,0,4,4,5,0,12,1,1,0,0,0,0,0.128205128,"Andrew Knapp",14942,595284
"Ender Inciarte","NYM",11,8,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.125,"Ender Inciarte",4922,542255
"Justin Upton","SEA",17,48,57,6,4,1,0,1,2,3,6,0,23,3,0,0,1,0,0,0.125,"Justin Upton",5222,457708
"Jason Krizan","SFG",3,8,10,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0.125,"Jason Krizan",12394,607249
"Jose Rojas","LAA",22,56,57,7,5,2,0,0,1,1,0,0,19,1,0,0,1,0,0,0.125,"Jose Rojas",19331,670351
"Brent Rooker","- - -",16,32,36,4,3,1,0,0,1,2,3,0,11,1,0,0,2,0,0,0.125,"Brent Rooker",19627,667670
"Yainer Diaz","HOU",6,8,9,1,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0.125,"Yainer Diaz",23003,673237
"Bradley Zimmer","- - -",109,105,117,13,6,5,0,2,18,5,5,0,45,6,0,1,0,3,2,0.123809523,"Bradley Zimmer",16221,605548
"Alex Dickerson","ATL",13,33,36,4,3,0,0,1,3,2,3,0,9,0,0,0,3,0,0,0.121212121,"Alex Dickerson",12649,543105
"Dom Nuñez","COL",14,33,41,4,3,1,0,0,3,2,6,0,10,0,2,0,0,0,0,0.121212121,"Dom Nunez",15055,624513
"Kevin Padlo","- - -",13,33,34,4,3,1,0,0,0,3,1,0,10,0,0,0,2,0,0,0.121212121,"Kevin Padlo",16593,656821
"Mark Contreras","MIN",28,58,61,7,3,1,0,3,9,6,1,0,21,1,1,0,2,1,0,0.120689655,"Mark Contreras",20122,676628
"Bobby Bradley","CLE",8,17,17,2,2,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0.117647058,"Bobby Bradley",17278,656252
"Niko Goodrum","HOU",15,43,45,5,3,2,0,0,2,1,2,0,23,0,0,0,0,1,0,0.116279069,"Niko Goodrum",12092,592348
"Jason Castro","HOU",34,78,88,9,6,2,0,1,6,3,8,0,40,1,1,0,1,1,0,0.115384615,"Jason Castro",8722,488771
"Anthony Bemboom","BAL",22,52,59,6,3,2,0,1,4,1,6,0,17,0,0,1,1,0,0,0.115384615,"Anthony Bemboom",13854,621532
"Michael Hermosillo","CHC",31,61,73,7,5,2,0,0,7,4,7,0,27,4,0,1,0,1,0,0.114754098,"Michael Hermosillo",16285,641684
"Lenyn Sosa","CHW",11,35,36,4,2,1,0,1,3,1,1,0,12,0,0,0,2,0,0,0.114285714,"Lenyn Sosa",22896,672820
"Bryce Johnson","SFG",11,18,19,2,2,0,0,0,1,2,1,0,7,0,0,0,0,0,0,0.111111111,"Bryce Johnson",20002,669369
"Iván Herrera","STL",11,18,22,2,2,0,0,0,0,1,2,0,8,0,1,1,0,0,0,0.111111111,"Ivan Herrera",20599,671056
"Ford Proctor","SFG",7,18,22,2,1,0,0,1,3,6,2,0,3,0,2,0,0,0,0,0.111111111,"Ford Proctor",21634,665154
"Travis Swaggerty","PIT",5,9,9,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.111111111,"Travis Swaggerty",24491,680552
"Yolmer Sánchez","- - -",17,37,44,4,4,0,0,0,1,2,5,0,13,0,0,2,0,0,2,0.108108108,"Yolmer Sanchez",11602,570560
"Chris Owings","BAL",27,56,68,6,4,2,0,0,6,0,10,0,24,1,0,1,3,1,0,0.107142857,"Chris Owings",10030,572008
"Matthew Batten","SDP",15,19,22,2,1,1,0,0,0,1,2,0,6,1,0,0,0,0,0,0.105263157,"Matthew Batten",20157,676946
"Heliot Ramos","SFG",9,20,22,2,2,0,0,0,4,0,2,0,6,0,0,0,1,0,0,0.1,"Heliot Ramos",22515,671218
"Estevan Florial","NYY",17,31,35,3,3,0,0,0,4,1,3,0,13,1,0,0,0,2,0,0.096774193,"Estevan Florial",19151,664314
"Billy McKinney","OAK",23,52,57,5,3,1,0,1,3,4,4,1,16,0,1,0,0,0,0,0.096153846,"Billy McKinney",15654,641856
"Matt Beaty","SDP",20,43,47,4,2,1,1,0,6,1,2,0,8,2,0,0,3,0,0,0.093023255,"Matt Beaty",17710,607461
"Dillon Thomas","LAA",8,11,14,1,1,0,0,0,1,0,2,0,6,1,0,0,0,0,0,0.09090909,"Dillon Thomas",12719,605504
"Miguel Sanó","MIN",20,60,71,5,4,0,0,1,1,3,9,0,25,1,1,0,0,1,0,0.083333333,"Miguel Sano",12164,593934
"Kevin Pillar","LAD",4,12,13,1,0,1,0,0,1,0,1,0,4,0,0,0,1,0,0,0.083333333,"Kevin Pillar",12434,607680
"Yonny Hernández","ARI",12,24,28,2,2,0,0,0,2,0,2,0,4,0,0,2,0,2,0,0.083333333,"Yonny Hernandez",19432,660634
"Bryan Lavastida","CLE",6,12,15,1,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0.083333333,"Bryan Lavastida",24765,681526
"Tim Beckham","MIN",12,25,25,2,2,0,0,0,1,1,0,0,9,0,0,0,2,0,0,0.08,"Tim Beckham",7949,542921
"Lucius Fox","WSN",10,25,28,2,2,0,0,0,2,2,1,0,9,0,0,2,1,1,0,0.08,"Lucius Fox",18899,665650
"Israel Pineda","WSN",4,13,14,1,1,0,0,0,1,0,1,0,7,0,0,0,0,0,0,0.076923076,"Israel Pineda",22906,672832
"Austin Allen","OAK",5,14,16,1,1,0,0,0,1,0,1,0,9,1,0,0,1,0,0,0.071428571,"Austin Allen",18083,664119
"Steele Walker","TEX",5,14,16,1,0,0,0,1,1,1,2,0,4,0,0,0,0,0,0,0.071428571,"Steele Walker",22093,667727
"Caleb Hamilton","MIN",22,18,23,1,0,0,0,1,5,1,4,0,14,0,0,1,0,0,0,0.055555555,"Caleb Hamilton",19842,643348
"Billy Hamilton","- - -",37,20,23,1,1,0,0,0,13,0,2,0,12,0,0,1,0,10,1,0.05,"Billy Hamilton",10199,571740
"José Godoy","- - -",10,20,22,1,1,0,0,0,3,1,2,0,9,0,0,0,0,0,0,0.05,"Jose Godoy",15808,608422
"David Robertson","- - -",58,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"David Robertson",8241,502085
"Tony Wolters","LAD",2,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"Tony Wolters",11470,547172
"Travis Shaw","BOS",7,19,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,"Travis Shaw",11982,543768
"Tyler Anderson","LAD",31,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Tyler Anderson",12880,542881
"Deven Marrero","NYM",5,6,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,"Deven Marrero",13325,571918
"Christian Lopes","OAK",4,9,10,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,"Christian Lopes",13472,547173
"Wilmer Difo","ARI",3,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Wilmer Difo",14320,594694
"Ronald Guzmán","NYY",3,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,"Ronald Guzman",14388,608597
"Luis Liberato","SDP",7,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"Luis Liberato",17307,642451
"Evan Phillips","LAD",64,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Evan Phillips",17734,623465
"Josh Lester","DET",2,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"Josh Lester",17737,623507
"DJ Stewart","BAL",3,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"DJ Stewart",17766,621466
"José Alvarado","PHI",59,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Jose Alvarado",17780,621237
"Drew Jackson","OAK",3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Drew Jackson",17807,623515
"Ka'ai Tom","SFG",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ka'ai Tom",18136,664789
"Travis Blankenhorn","NYM",1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Travis Blankenhorn",18395,663905
"Donny Sands","PHI",3,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,"Donny Sands",18603,664848
"Yusniel Díaz","BAL",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Yusniel Diaz",18905,666783
"Taylor Jones","HOU",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Taylor Jones",19533,622100
"Zack Short","DET",6,9,13,0,0,0,0,0,2,2,2,0,5,0,2,0,0,1,0,0,"Zack Short",19562,670097
"Nate Mondou","OAK",1,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Nate Mondou",19563,670148
"Ronnie Dawson","CIN",1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"Ronnie Dawson",19710,669008
"Reiver Sanmartin","CIN",45,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Reiver Sanmartin",19754,665665
"Aaron Whitefield","LAA",5,11,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,"Aaron Whitefield",19938,664334
"Kramer Robertson","STL",2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Kramer Robertson",20022,670298
"Brewer Hicklen","KCR",6,4,4,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,"Brewer Hicklen",20450,676551
"Jack Larsen","SEA",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Jack Larsen",20510,677223
"Mickey McDonald","OAK",4,4,6,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,"Mickey McDonald",20533,676782
"Freddy Fermin","KCR",3,7,7,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,"Freddy Fermin",21840,666023
"Bo Naylor","CLE",5,8,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,"Bo Naylor",21865,666310
"Joe Perez","HOU",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Joe Perez",22254,669309
