Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Kyle Crigger",,0.0462,0.0551,0.0092,4.65921,0.8813,0.0253,0,0,1,4.407,1.051,0.5583,0.51769,0.132,0.4135,,0.0462,0.7387,6.6483,3.7215,1.78646,1.188,0.16762,0.093828,0.07379169017076492,0.266258,1.4645,0.298706,0.708135,0.452974,,4.78418,-0.00518014,-0.0476246,999,,,,"sa3019884"
"Bryce Tassin","DET",0.0468,0.0607,0.0278,4.53393,0.6677,0.0707,0,0,1,4.387,1.0581,0.545,0.50377,0.125,0.367,,0.0514,0.6957,6.2613,3.303,1.89564,1.125,0.158582,0.0836563,0.07492590695619583,0.266618,1.4251,0.29642,0.704024,0.458414,,4.65528,-0.00518335,-0.0502672,999,,,,"sa3010814"
"Trey Cobb",,0.0456,0.0523,0,4.62897,1,0,0,0,1,4.419,1.0131,0.5533,0.51433,0.132333,0.4502,,0.0548,0.8087,7.2783,4.0518,1.79631,1.191,0.183005,0.101878,0.08112695068120956,0.25884,1.4633,0.296259,0.712031,0.433017,,4.78441,-0.00519298,-0.0476342,999,,,,"sa918276"
"Adam Wolf",,0.0489,0.0584,0.0274,4.49271,0.6743,0.0693,0,0,1,4.415,1.037,0.5406,0.49919,0.124222,0.4073,,0.0763,0.7235,6.5115,3.6657,1.77633,1.118,0.163873,0.0922537,0.07161948829889297,0.263774,1.4443,0.296003,0.711357,0.464023,,4.78517,-0.00520154,-0.0476342,999,,,,"sa3007587"
"Nate Griep",,0.0454,0.0525,0,4.67937,1,0,0,0,1,4.417,1.0145,0.558,0.51993,0.136889,0.4539,,0.0437,0.8267,7.4403,4.0851,1.82133,1.232,0.187163,0.102762,0.08440117537975311,0.258841,1.4684,0.29691,0.713057,0.416994,,4.78544,-0.00520456,-0.0476342,999,,,,"sa875199"
"Bradford Webb",,0.0456,0.0524,0,4.6548,1,0,0,0,1,4.399,1.0099,0.5544,0.5172,0.140667,0.4343,,0.0457,0.8247,7.4223,3.9087,1.89892,1.266,0.187474,0.098727,0.08874743431806564,0.257693,1.4442,0.294293,0.7134,0.406011,,4.78575,-0.00520809,-0.0476342,999,,,,"sa3017508"
"John Stankiewicz","MIN",0.0454,0.0526,0,4.70718,1,0,0,0,1,4.359,1.0609,0.5597,0.52302,0.149111,0.3415,,0.0381,0.7395,6.6555,3.0735,2.16545,1.342,0.169649,0.0783437,0.09130533039569855,0.266598,1.4024,0.295002,0.705989,0.397958,,4.76472,-0.00521005,-0.0491612,999,,,,"sa3016001"
"Taylor Williams",,0.0432,0.0548,0,4.77585,1,0,0,0,1,4.429,1.0697,0.5706,0.53065,0.131556,0.4059,,0.0548,0.7381,6.6429,3.6531,1.81843,1.184,0.166652,0.091646,0.07500565052032471,0.269561,1.4756,0.30276,0.700778,0.443134,,4.7826,-0.00521024,-0.0447593,999,,,,"14899"
"Shohei Tomioka","ATH",0.0454,0.0525,0,4.40217,1,0,0,0,1,4.415,1.0033,0.5312,0.48913,0.108444,0.4893,,0.0476,0.7576,6.8184,4.4037,1.54833,0.976,0.171597,0.110827,0.06077010929584503,0.258709,1.4926,0.297091,0.717046,0.478196,,4.67176,-0.00521575,-0.0515695,999,,,,"sa3014808"
"Taylor Rashi","ARI",0.0474,0.0506,0,4.62402,1,0,0,0,1,4.394,0.9867,0.5491,0.51378,0.135222,0.4507,,0.0438,0.8886,7.9974,4.0563,1.9716,1.217,0.20223,0.102572,0.09965861588716507,0.253032,1.4374,0.296096,0.711728,0.379042,,4.63067,-0.00521599,-0.0455292,999,,,,"sa3011597"
"Ofreidy Gómez",,0.0472,0.0507,0,4.49865,1,0,0,0,1,4.423,0.9761,0.5386,0.49985,0.126778,0.4892,,0.0564,0.8784,7.9056,4.4028,1.79558,1.141,0.198598,0.110604,0.08799458295106888,0.251741,1.4653,0.295702,0.719593,0.433443,,4.69459,-0.00521743,-0.0510435,999,,,,"sa737451"
"A.J. Ladwig",,0.0453,0.0527,0,4.72221,1,0,0,0,1,4.314,1.1147,0.5619,0.52469,0.159222,0.2386,,0.0421,0.6453,5.8077,2.1474,2.70453,1.433,0.149583,0.0553083,0.09427444636821747,0.276374,1.3533,0.295925,0.700113,0.408005,,4.78787,-0.00522194,-0.0476246,999,,,,"16266"
"Ignacio Feliz",,0.0458,0.0521,0,4.60854,1,0,0,0,1,4.442,0.9566,0.549,0.51206,0.133111,0.51,,0.0674,0.9209,8.2881,4.59,1.80569,1.198,0.207317,0.114813,0.0925033837556839,0.247529,1.4666,0.292995,0.716738,0.402004,,4.78732,-0.00522596,-0.0476342,999,,,,"sa3002982"
"Wyatt Sparks",,0.0461,0.0549,0.0083,4.69647,0.8936,0.0226,0,0,1,4.392,1.0254,0.5589,0.52183,0.144111,0.4091,,0.0455,0.8078,7.2702,3.6819,1.97458,1.297,0.183925,0.0931466,0.09077869355678558,0.260426,1.4345,0.295191,0.710285,0.405008,,4.78812,-0.00523503,-0.0476342,999,,,,"sa1119694"
"Bryce Conley",,0.0458,0.0544,0.0061,4.69485,0.9208,0.0168,0,0,1,4.406,1.032,0.5601,0.52165,0.138556,0.4195,,0.0496,0.7932,7.1388,3.7755,1.89082,1.247,0.180027,0.0952111,0.08481615781784058,0.262135,1.4515,0.297305,0.708854,0.422996,,4.7886,-0.00524044,-0.0476342,999,,,,"sa3004704"
"Joe Smith",,0.045,0.053,0,4.76028,1,0,0,0,1,4.378,1.1184,0.5693,0.52892,0.142556,0.315,,0.0459,0.6568,5.9112,2.835,2.08508,1.283,0.150023,0.0719507,0.07807218283414841,0.27841,1.4334,0.30327,0.700344,0.453004,,4.7888,-0.00524271,-0.0476342,999,,,,"3281"
"Kyle Marman",,0.0467,0.0572,0.0159,4.7232,0.793,0.044,0,0,1,4.405,0.9969,0.5607,0.5248,0.146,0.4519,,0.0416,0.8773,7.8957,4.0671,1.94136,1.314,0.19916,0.102588,0.09657207131385803,0.254864,1.4488,0.294613,0.713677,0.384994,,4.79038,-0.00525039,-0.0476246,999,,,,"sa3008668"
"Wade Davis",,0.045,0.053,0,4.80798,1,0,0,0,1,4.371,1.0305,0.5688,0.53422,0.155333,0.3766,,0.0439,0.8288,7.4592,3.3894,2.20074,1.398,0.189613,0.0861588,0.1034545972943306,0.260853,1.4071,0.29503,0.704671,0.372999,,4.78971,-0.00525303,-0.0476342,999,,,,"7441"
"Hunter Wood",,0.0454,0.0526,0,4.72176,1,0,0,0,1,4.407,0.9898,0.5591,0.52464,0.148889,0.4518,,0.0427,0.8978,8.0802,4.0662,1.98716,1.34,0.203721,0.102519,0.10120264440774918,0.252984,1.4416,0.293429,0.715644,0.365007,,4.78994,-0.00525555,-0.0476342,999,,,,"15091"
"Alejandro Torres","HOU",0.0468,0.0512,0,4.69629,1,0,0,0,1,4.401,0.9764,0.5573,0.52181,0.145556,0.4629,,0.0508,0.9192,8.2728,4.1661,1.98574,1.31,0.208862,0.105181,0.10368097573518753,0.251177,1.4393,0.29436,0.713868,0.385204,,4.7614,-0.00527058,-0.0496947,999,,,,"sa3023265"
"Osvaldo Hernandez",,0.0483,0.0587,0.0264,4.60287,0.6825,0.0675,0,0,1,4.406,1.0457,0.5509,0.51143,0.134556,0.4113,,0.0467,0.7491,6.7419,3.7017,1.8213,1.211,0.170018,0.09335,0.07666817307472229,0.264868,1.457,0.297337,0.714239,0.432994,,4.7915,-0.0052733,-0.0476342,999,,,,"sa975541"
"Matt Brosky",,0.0486,0.0626,0.0379,4.74912,0.5341,0.0991,0,0,1,4.392,1.0412,0.566,0.52768,0.144444,0.3956,,0.0469,0.79,7.11,3.5604,1.99697,1.3,0.179872,0.0900729,0.08979964256286621,0.263628,1.4368,0.297426,0.705342,0.418995,,4.79176,-0.0052762,-0.0476342,999,,,,"sa3020706"
"Jake Prizina",,0.0459,0.0521,0,4.61664,1,0,0,0,1,4.384,1.0271,0.5485,0.51296,0.147111,0.3915,,0.0459,0.7995,7.1955,3.5235,2.04215,1.324,0.182368,0.089302,0.09306570142507553,0.260249,1.4186,0.293331,0.717523,0.378997,,4.79212,-0.00528035,-0.0476342,999,,,,"sa3011346"
"Theo Denlinger",,0.0456,0.0524,0,4.64841,1,0,0,0,1,4.398,1.0311,0.555,0.51649,0.137889,0.4078,,0.0532,0.7748,6.9732,3.6702,1.89995,1.241,0.176171,0.092724,0.08344702422618866,0.2619,1.4389,0.295344,0.709472,0.426001,,4.79244,-0.00528387,-0.0476342,999,,,,"sa3016908"
"J.B. Olson",,0.0468,0.0574,0.0172,4.6791,0.7831,0.0461,0,0,1,4.379,1.0703,0.5601,0.5199,0.139,0.3645,,0.043,0.7012,6.3108,3.2805,1.92373,1.251,0.160128,0.0832382,0.07688970118761063,0.269495,1.4348,0.297416,0.705289,0.445995,,4.79358,-0.00529684,-0.0476342,999,,,,"sa3002779"
"David Leal","ATH",0.0476,0.0568,0.0197,4.36113,0.7708,0.0488,0,0,1,4.292,1.0504,0.5215,0.48457,0.139889,0.2758,,0.0549,0.6495,5.8455,2.4822,2.35497,1.259,0.151328,0.0642591,0.08706896752119064,0.265165,1.3262,0.287054,0.7119,0.398221,,4.67814,-0.00531096,-0.0515887,999,,,,"sa1171029"
"Juan Morillo","ARI",0.047,0.0509,0,4.63347,1,0,0,0,1,4.462,1.0231,0.5564,0.51483,0.110667,0.5156,,0.0439,0.8221,7.3989,4.6404,1.59445,0.996,0.184245,0.115554,0.06869116425514221,0.262165,1.5387,0.307244,0.709874,0.471138,,4.63945,-0.00531875,-0.0455292,999,,,,"sa917772"
"Yovanny Cruz",,0.0454,0.0525,0,4.68891,1,0,0,0,1,4.421,1.0006,0.558,0.52099,0.139333,0.4533,,0.0572,0.856,7.704,4.0797,1.88837,1.254,0.193621,0.102533,0.09108798950910568,0.255875,1.4539,0.295443,0.711691,0.403003,,4.79731,-0.00533913,-0.0476342,999,,,,"sa3002951"
"Heath Hembree",,0.0454,0.0525,0,4.73868,1,0,0,0,1,4.38,0.9602,0.5585,0.52652,0.161222,0.4479,,0.0387,0.9623,8.6607,4.0311,2.14847,1.451,0.219703,0.10226,0.11744292825460434,0.246622,1.4081,0.288452,0.718545,0.328997,,4.79757,-0.00534202,-0.0476342,999,,,,"11632"
"Aneuris Rosario",,0.046,0.052,0,4.64211,1,0,0,0,1,4.394,1.0048,0.5526,0.51579,0.138667,0.4394,,0.0472,0.8523,7.6707,3.9546,1.93969,1.248,0.193969,0.1,0.09396904706954956,0.257153,1.4442,0.296984,0.713242,0.405453,,4.72435,-0.00534451,-0.0493428,999,,,,"sa828343"
"Braden Zarbnisky",,0.0457,0.0522,0,4.66713,1,0,0,0,1,4.357,0.9871,0.5513,0.51857,0.158889,0.397,,0.0418,0.8752,7.8768,3.573,2.20453,1.43,0.200872,0.0911177,0.10975440591573715,0.251927,1.3841,0.287163,0.716908,0.339993,,4.79804,-0.00534731,-0.0476342,999,,,,"sa3014791"
"Kyle Wilcox",,0.0457,0.0523,0,4.6269,1,0,0,0,1,4.452,0.9653,0.5522,0.5141,0.13,0.5386,,0.0463,0.9062,8.1558,4.8474,1.68251,1.17,0.203549,0.120979,0.08256961405277252,0.249619,1.5039,0.295065,0.719949,0.415006,,4.79878,-0.00535575,-0.0476342,999,,,,"sa857699"
"Casey Kelly",,0.0444,0.0535,0,4.90473,1,0,0,0,1,4.398,1.0769,0.5817,0.54497,0.157,0.3667,,0.0407,0.7193,6.4737,3.3003,1.96155,1.413,0.163552,0.0833788,0.08017279952764511,0.269859,1.4436,0.295379,0.704282,0.391002,,4.99108,-0.00535737,-0.0476342,999,,,,"9174"
"Carlos Belen",,0.0464,0.0516,0,4.63806,1,0,0,0,1,4.367,1.0396,0.5537,0.51534,0.144222,0.3841,,0.0462,0.7469,6.7221,3.4569,1.94455,1.298,0.171033,0.0879551,0.08307762444019318,0.264079,1.4237,0.293993,0.712071,0.427884,,4.83847,-0.00535975,-0.0502027,999,,,,"sa736746"
"Mike Montgomery",,0.048,0.0587,0.0255,4.60278,0.6908,0.0658,0,0,1,4.42,1.0491,0.552,0.51142,0.129778,0.4195,,0.0536,0.7366,6.6294,3.7755,1.7559,1.168,0.166652,0.0949095,0.07174208015203476,0.265804,1.4686,0.298431,0.712248,0.44802,,4.79969,-0.00536607,-0.0476342,999,,,,"4869"
"Cristopher Molina",,0.0474,0.06,0.0262,4.74219,0.6685,0.0705,0,0,1,4.384,1.036,0.564,0.52691,0.148111,0.3833,,0.0513,0.798,7.182,3.4497,2.08192,1.333,0.182026,0.0874316,0.09459397941827774,0.262318,1.4193,0.295639,0.705725,0.403992,,4.79972,-0.00536645,-0.0476342,999,,,,"sa828598"
"Parker Dunshee",,0.0462,0.0517,0,4.54887,1,0,0,0,1,4.365,0.9824,0.5402,0.50543,0.146889,0.3908,,0.0664,0.8736,7.8624,3.5172,2.23541,1.322,0.200137,0.0895304,0.11060710996389389,0.251395,1.3732,0.289373,0.713456,0.378993,,4.70044,-0.0053745,-0.0476342,999,,,,"20018"
"Travis Lakins Sr.",,0.0454,0.0526,0,4.70916,1,0,0,0,1,4.392,1.0088,0.5591,0.52324,0.145778,0.4296,,0.0442,0.8407,7.5663,3.8664,1.95694,1.312,0.191416,0.0978142,0.09360198676586151,0.257465,1.4384,0.294374,0.712381,0.387003,,4.80159,-0.00538759,-0.0476342,999,,,,"18600"
"Liu Fuenmayor","ARI",0.0472,0.0507,0,4.62825,1,0,0,0,1,4.437,1.0261,0.552,0.51425,0.124778,0.4556,,0.0537,0.8355,7.5195,4.1004,1.83385,1.123,0.188303,0.102682,0.0856209248304367,0.261247,1.4817,0.303739,0.711318,0.412804,,4.64549,-0.0053895,-0.0455292,999,,,,"sa3003126"
"Adrian De Horta",,0.0477,0.0627,0.0367,4.60269,0.5663,0.0923,0,0,1,4.375,1.0008,0.5483,0.51141,0.140778,0.413,,0.0463,0.8642,7.7778,3.717,2.09249,1.267,0.197531,0.0944,0.10313143581151962,0.255586,1.4138,0.295467,0.711344,0.405551,,4.64609,-0.00539213,-0.0524741,999,,,,"sa737857"
"Josh White","MIA",0.0443,0.0605,0.018,4.75632,0.7617,0.0507,0,0,1,4.433,1.0112,0.5665,0.52848,0.136222,0.4669,,0.0498,0.8444,7.5996,4.2021,1.80852,1.226,0.19048,0.105324,0.08515678346157074,0.258203,1.4781,0.29805,0.7081,0.413562,,4.79867,-0.00539225,-0.0447593,999,,,,"sa3019953"
"Dillon Maples",,0.0455,0.0525,0,4.67127,1,0,0,0,1,4.48,0.949,0.5569,0.51903,0.126111,0.5638,,0.0684,0.9502,8.5518,5.0742,1.68535,1.135,0.212098,0.125848,0.08625000715255737,0.246634,1.5128,0.296912,0.715363,0.41499,,4.80212,-0.00539363,-0.0476342,999,,,,"14672"
"Connor Higgins",,0.046,0.0519,0,4.5504,1,0,0,0,1,4.46,0.9876,0.5447,0.5056,0.125556,0.5297,,0.0445,0.8592,7.7328,4.7673,1.62205,1.13,0.192646,0.118767,0.0738789290189743,0.254156,1.5173,0.29715,0.724997,0.427013,,4.8029,-0.00540244,-0.0476342,999,,,,"sa3006808"
"Carlos Betancourt",,0.0456,0.0524,0,4.65345,1,0,0,0,1,4.407,1.0144,0.5552,0.51705,0.137778,0.4415,,0.0457,0.8079,7.2711,3.9735,1.8299,1.24,0.183322,0.100182,0.08314045518636703,0.258789,1.4559,0.29475,0.713137,0.417983,,4.80339,-0.00540798,-0.0476342,999,,,,"sa3006600"
"Josh Green",,0.0462,0.0573,0.015,4.71411,0.8071,0.0411,0,0,1,4.435,1.0996,0.5676,0.52379,0.121222,0.3998,,0.0554,0.6521,5.8689,3.5982,1.63107,1.091,0.147035,0.0901466,0.0568883940577507,0.276295,1.4994,0.305125,0.700765,0.500015,,4.80377,-0.00541226,-0.0476342,999,,,,"sa3006701"
"Andrew Bellatti",,0.0459,0.0521,0,4.62717,1,0,0,0,1,4.405,0.9657,0.5484,0.51413,0.147778,0.4617,,0.0503,0.9095,8.1855,4.1553,1.96989,1.33,0.20647,0.104813,0.1016572043299675,0.248061,1.4274,0.288435,0.72019,0.357996,,4.80459,-0.00542157,-0.0476342,999,,,,"10657"
"Ryan Weiss",,0.0453,0.0527,0,4.71429,1,0,0,0,1,4.407,1.0348,0.5617,0.52381,0.140333,0.413,,0.0522,0.7908,7.1172,3.717,1.91477,1.263,0.179442,0.0937145,0.0857272520661354,0.26252,1.4478,0.297099,0.708125,0.416996,,4.80481,-0.00542409,-0.0476342,999,,,,"sa3007778"
"Garrett Schoenle","CHW",0.0436,0.0656,0.0308,4.68963,0.6083,0.0833,0,0,1,4.394,0.9869,0.5556,0.52107,0.162111,0.4369,,0.0477,0.851,7.659,3.9321,1.94781,1.459,0.193673,0.099431,0.0942421555519104,0.252443,1.4238,0.284774,0.725408,0.359822,,5.02572,-0.00543168,-0.0475066,999,,,,"sa3016937"
"Kyle Virbitsky","BAL",0.0471,0.0509,0,4.55931,1,0,0,0,1,4.329,1.0315,0.5423,0.50659,0.151778,0.3305,,0.0455,0.7767,6.9903,2.9745,2.35008,1.366,0.179418,0.0763456,0.10307230055332184,0.260941,1.362,0.290863,0.713086,0.389784,,4.71419,-0.0054328,-0.0510339,999,,,,"sa3017491"
"Michael Krauza",,0.0454,0.0525,0,4.69953,1,0,0,0,1,4.415,0.9905,0.5581,0.52217,0.143444,0.4652,,0.0451,0.8782,7.9038,4.1868,1.88779,1.291,0.198913,0.105368,0.09354473650455475,0.253669,1.4557,0.293805,0.715289,0.385,,4.80576,-0.00543479,-0.0476342,999,,,,"sa3019634"
"Jack Hartman","TBR",0.045,0.0529,0,4.47705,1,0,0,0,1,4.39,1.0025,0.5367,0.49745,0.127556,0.4424,,0.0417,0.8135,7.3215,3.9816,1.83883,1.148,0.185308,0.100774,0.08453302830457687,0.256663,1.4449,0.295106,0.717195,0.441513,,4.65,-0.0054377,-0.0524741,999,,,,"sa3018250"
"JC Keys",,0.0454,0.0526,0,4.68306,1,0,0,0,1,4.437,1.0042,0.5588,0.52034,0.133556,0.4857,,0.0443,0.8433,7.5897,4.3713,1.73626,1.202,0.190061,0.109466,0.0805949941277504,0.257026,1.4899,0.297134,0.714624,0.422006,,4.8061,-0.00543869,-0.0476342,999,,,,"sa1170341"
"Josh Roberson",,0.0455,0.0525,0,4.65831,1,0,0,0,1,4.452,1.005,0.5576,0.51759,0.126444,0.5085,,0.0452,0.8325,7.4925,4.5765,1.63717,1.138,0.186995,0.114218,0.07277627289295197,0.257805,1.5135,0.298894,0.715238,0.444004,,4.80636,-0.00544158,-0.0476342,999,,,,"sa3007721"
"Joe Wieland",,0.0461,0.0563,0.0127,4.51728,0.8475,0.0325,0,0,1,4.361,1.0189,0.5402,0.50192,0.130556,0.4056,,0.0395,0.7543,6.7887,3.6504,1.85971,1.175,0.172965,0.0930062,0.0799587219953537,0.260196,1.4245,0.293082,0.712156,0.419932,,4.6904,-0.00544466,-0.0515791,999,,,,"6109"
"Paxton Schultz","TOR",1.076,1.0792,0,4.12922,22,0,0,0.6471,22,94.178,20.6973,10.8429,10.0936,3.00422,8.0995,,0.8095,20.5558,8.40919,3.31343,2.53791,1.229,0.218265,0.086002,0.13226336240768433,0.242729,1.30895,0.286718,0.730104,0.382574,,4.28786,-0.00544571,0.00244984,999,,,,"sa3010626"
"Josh James",,0.0453,0.0526,0,4.71222,1,0,0,0,1,4.429,0.9951,0.561,0.52358,0.138111,0.4856,,0.0424,0.8696,7.8264,4.3704,1.79077,1.243,0.196342,0.109641,0.08670128881931305,0.255088,1.4807,0.296199,0.714416,0.407998,,4.80672,-0.00544573,-0.0476342,999,,,,"16794"
"Blake Whitney",,0.0469,0.0577,0.0176,4.69953,0.7666,0.0496,0,0,1,4.358,1.0043,0.5564,0.52217,0.157556,0.3881,,0.0396,0.8452,7.6068,3.4929,2.17779,1.418,0.193942,0.0890546,0.10488757491111755,0.255528,1.3924,0.289234,0.713419,0.361011,,4.8074,-0.00545341,-0.0476342,999,,,,"sa3007966"
"Patrick Weigel",,0.0455,0.0525,0,4.66002,1,0,0,0,1,4.435,1.0015,0.5564,0.51778,0.132222,0.4734,,0.0591,0.8377,7.5393,4.2606,1.76954,1.19,0.188884,0.106742,0.08214205503463745,0.25663,1.4749,0.296421,0.712132,0.427009,,4.80747,-0.00545417,-0.0476342,999,,,,"17792"
"Christian Montes De Oca","ARI",0.0469,0.0511,0,4.69242,1,0,0,0,1,4.392,1.0568,0.5597,0.52138,0.131667,0.3821,,0.0509,0.7628,6.8652,3.4389,1.99634,1.185,0.173679,0.0869991,0.0866803303360939,0.266936,1.4389,0.301884,0.7008,0.42445,,4.65155,-0.00546037,-0.0455292,999,,,,"sa3018207"
"Matt Minnick",,0.0461,0.0519,0,4.57785,1,0,0,0,1,4.382,1.0022,0.5435,0.50865,0.148,0.4084,,0.0495,0.828,7.452,3.6756,2.02742,1.332,0.188955,0.0931995,0.09575536102056503,0.255396,1.4106,0.289746,0.720542,0.367996,,4.80818,-0.00546222,-0.0476342,999,,,,"sa3011369"
"Jake Elliott",,0.046,0.0541,0.0058,4.70313,0.9241,0.0161,0,0,1,4.353,1.0074,0.5558,0.52257,0.160333,0.3743,,0.0409,0.8441,7.5969,3.3687,2.25514,1.443,0.193912,0.0859867,0.10792556405067444,0.255828,1.3817,0.288769,0.713685,0.349001,,4.80821,-0.0054626,-0.0476342,999,,,,"sa919409"
"Jake McSteen","ATL",0.0522,0.0549,0.0267,4.54347,0.6768,0.0688,0,0,1,4.345,1.0569,0.5426,0.50483,0.144778,0.3406,,0.0351,0.746,6.714,3.0654,2.19025,1.303,0.171692,0.078389,0.0933026522397995,0.266269,1.3975,0.296286,0.715511,0.412957,,4.68369,-0.00546942,-0.046237,999,,,,"sa3015087"
"Kade McClure",,0.0437,0.0542,0,4.80636,1,0,0,0,1,4.403,1.0644,0.5714,0.53404,0.142444,0.3835,,0.0466,0.7354,6.6186,3.4515,1.9176,1.282,0.167022,0.0870997,0.07992278784513474,0.267915,1.4479,0.29788,0.702055,0.402538,,4.83776,-0.00549262,-0.0445351,999,,,,"sa915622"
"Gabriel Sequeira",,0.0462,0.0518,0,4.52061,1,0,0,0,1,4.442,0.9976,0.5414,0.50229,0.127,0.4801,,0.0635,0.8187,7.3683,4.3209,1.70527,1.143,0.184309,0.108082,0.07622691988945007,0.2559,1.4777,0.294849,0.720286,0.429991,,4.81088,-0.0054928,-0.0476342,999,,,,"sa3014858"
"Yoshihisa Hirano",,0.045,0.0529,0,4.76982,1,0,0,0,1,4.386,1.0656,0.5677,0.52998,0.146556,0.3744,,0.0382,0.7492,6.7428,3.3696,2.00107,1.319,0.170816,0.0853625,0.08545371890068054,0.268183,1.44,0.298619,0.706417,0.412004,,4.8111,-0.00549532,-0.0476342,999,,,,"19756"
"Dakota Donovan",,0.0454,0.0525,0,4.67793,1,0,0,0,1,4.425,1.0188,0.5584,0.51977,0.134556,0.4433,,0.0599,0.8071,7.2639,3.9897,1.82066,1.211,0.182395,0.100181,0.08221468329429626,0.259779,1.4621,0.296712,0.709495,0.427996,,4.8111,-0.00549532,-0.0476342,999,,,,"sa3014783"
"Brett Kennedy",,0.0479,0.0631,0.0361,4.81149,0.5415,0.0975,0,0,1,4.337,1.0794,0.5718,0.53461,0.155222,0.2993,,0.048,0.7073,6.3657,2.6937,2.36318,1.397,0.163085,0.0690108,0.09407424926757812,0.270547,1.3787,0.295531,0.694772,0.404987,,4.81167,-0.00550173,-0.0476342,999,,,,"17877"
"Juan Minaya",,0.0452,0.0528,0,4.72572,1,0,0,0,1,4.431,1.0186,0.5638,0.52508,0.133556,0.4449,,0.0655,0.8103,7.2927,4.0041,1.82131,1.202,0.182871,0.100406,0.08246444910764694,0.259807,1.4635,0.29732,0.704806,0.427991,,4.8133,-0.00552023,-0.0476342,999,,,,"10341"
"Andrew Mitchell",,0.0457,0.0522,0,4.63734,1,0,0,0,1,4.431,0.9966,0.5514,0.51526,0.139889,0.4772,,0.0436,0.867,7.803,4.2948,1.81685,1.259,0.195667,0.107696,0.08797110617160797,0.254872,1.4738,0.295081,0.721778,0.383999,,4.81344,-0.00552174,-0.0476342,999,,,,"sa3007801"
"Kyle Hill","SEA",0.0459,0.052,0,4.27932,1,0,0,0,1,4.348,0.9339,0.5109,0.47548,0.138,0.4435,,0.0428,0.9186,8.2674,3.9915,2.07125,1.242,0.21127,0.102001,0.10926863551139832,0.241836,1.3774,0.283733,0.731718,0.387684,,4.58218,-0.0055219,-0.0552795,999,,,,"sa3009922"
"Michael Horrell",,0.0454,0.0532,0.002,4.70214,0.9736,0.0056,0,0,1,4.434,1.0207,0.5616,0.52246,0.133333,0.4673,,0.0456,0.8125,7.3125,4.2057,1.73871,1.2,0.183243,0.10539,0.07785295695066452,0.26031,1.488,0.298248,0.711885,0.430997,,4.81351,-0.00552262,-0.0476342,999,,,,"sa3010322"
"Sam Delaplane",,0.0454,0.0526,0,4.71033,1,0,0,0,1,4.442,0.9686,0.5591,0.52337,0.140222,0.5125,,0.0475,0.9275,8.3475,4.6125,1.80976,1.262,0.208802,0.115376,0.09342638403177261,0.249511,1.4811,0.294348,0.717628,0.380994,,4.81437,-0.00553231,-0.0476342,999,,,,"sa3004222"
"Will Childers","MIL",0.0456,0.0524,0,4.66614,1,0,0,0,1,4.388,1.0215,0.5558,0.51846,0.148444,0.4091,,0.0412,0.8052,7.2468,3.6819,1.96822,1.336,0.1835,0.0932315,0.09026891738176346,0.259415,1.4306,0.292573,0.71542,0.408554,,4.83676,-0.00553248,-0.0470502,999,,,,"sa3021720"
"Nolan Blackwood",,0.0454,0.0526,0,4.67253,1,0,0,0,1,4.394,1.0685,0.5595,0.51917,0.135889,0.3842,,0.0419,0.6984,6.2856,3.4578,1.8178,1.223,0.158944,0.0874374,0.07150659710168839,0.269286,1.4527,0.297615,0.70751,0.449,,4.81454,-0.0055342,-0.0476342,999,,,,"sa874212"
"Tyler Davis","CHW",0.0418,0.0602,0.0102,4.82382,0.8631,0.0291,0,0,1,4.429,1.0049,0.5726,0.53598,0.154667,0.4704,,0.0445,0.8429,7.5861,4.2336,1.79188,1.392,0.190314,0.106209,0.08410476893186569,0.256738,1.4753,0.291522,0.71713,0.391554,,5.03605,-0.0055345,-0.0474969,999,,,,"sa3024515"
"Triston Polley",,0.0461,0.0519,0,4.50171,1,0,0,0,1,4.468,1.0374,0.5434,0.50019,0.112111,0.4984,,0.0533,0.7321,6.5889,4.4856,1.4689,1.009,0.163854,0.111549,0.05230528116226196,0.264893,1.5358,0.301192,0.719733,0.488012,,4.81482,-0.00553747,-0.0476342,999,,,,"sa3010258"
"Angel Rondón",,0.0455,0.0525,0,4.70088,1,0,0,0,1,4.413,0.9765,0.5572,0.52232,0.146,0.479,,0.0393,0.9021,8.1189,4.311,1.8833,1.314,0.204419,0.108543,0.0958758220076561,0.250725,1.4555,0.291752,0.718008,0.367011,,4.81518,-0.0055415,-0.0476342,999,,,,"22036"
"Kevin Gadea",,0.0452,0.0528,0,4.74534,1,0,0,0,1,4.431,1.013,0.5646,0.52726,0.139444,0.4636,,0.0462,0.8467,7.6203,4.1724,1.82636,1.255,0.191086,0.104626,0.08645904064178467,0.258339,1.4766,0.297628,0.711734,0.405999,,4.81526,-0.00554238,-0.0476342,999,,,,"sa735841"
