Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Edwin Jimenez","MIL",0.0436,0.0767,0.0513,5.55993,0.2266,0.1646,0,0,1,4.498,1.1397,0.6575,0.61777,0.182111,0.4019,,0.0451,0.6058,5.4522,3.6171,1.50734,1.639,0.134682,0.0893508,0.04533125460147858,0.281338,1.5416,0.293461,0.687136,0.40159,,5.66332,-0.0000999029,-0.000679999,999,,,,"sa3010800"
"Yorman Galindez","MIL",0.0441,0.0777,0.056,5.52213,0.1754,0.1754,0,0,1,4.615,1.0681,0.6564,0.61357,0.151556,0.6047,,0.0542,0.7226,6.5034,5.4423,1.19497,1.364,0.156576,0.131029,0.025547116994857788,0.269988,1.6728,0.297392,0.695868,0.442334,,5.6682,-0.0000999029,-0.000679999,999,,,,"sa3018322"
"John Klein","MIN",0.0428,0.0786,0.0521,5.66028,0.1919,0.1719,0,0,1,4.553,1.1348,0.6693,0.62892,0.168556,0.4583,,0.0548,0.6132,5.5188,4.1247,1.33799,1.517,0.13468,0.100659,0.0340215265750885,0.280898,1.5931,0.296563,0.680705,0.405565,,5.6706,-0.0000999029,-0.000679999,999,,,,"sa3020405"
"Saul Garcia","NYM",0.0433,0.075,0.0492,5.36463,0.2958,0.1498,0,0,1,4.6,1.045,0.6385,0.59607,0.149667,0.5968,,0.0593,0.7021,6.3189,5.3712,1.17644,1.347,0.15263,0.129739,0.022891297936439514,0.264966,1.6418,0.289552,0.700498,0.432478,,5.67625,-0.0000999029,-0.000679999,999,,,,"sa3017106"
"Jerming Rosario","LAD",0.0496,0.0711,0.054,5.49297,0.2059,0.1689,0,0,1,4.568,1.0385,0.6495,0.61033,0.169889,0.5685,,0.0608,0.7931,7.1379,5.1165,1.39507,1.529,0.173621,0.124453,0.04916813224554062,0.263666,1.607,0.2919,0.699336,0.39688,,5.67674,-0.0000999029,-0.000679999,999,,,,"sa3008678"
"Chris Villaman","TBR",0.0419,0.0773,0.0498,5.49396,0.267,0.156,0,0,1,4.548,1.0903,0.6484,0.61044,0.171333,0.4982,,0.0443,0.672,6.048,4.4838,1.34886,1.542,0.147757,0.109543,0.03821460157632828,0.272201,1.5885,0.290613,0.697076,0.364253,,5.67731,-0.0000999029,-0.000679999,999,,,,"sa3023559"
"Landon Leach",,0.0427,0.0765,0.048,5.60952,0.2645,0.1565,0,0,1,4.59,1.138,0.6667,0.62328,0.153111,0.5071,,0.0597,0.5881,5.2929,4.5639,1.15973,1.378,0.128126,0.110479,0.017647072672843933,0.282859,1.6451,0.300089,0.68384,0.449017,,5.68112,-0.0000999029,-0.000679999,999,,,,"sa3005243"
"Alain Pena","HOU",0.0446,0.0749,0.0474,5.67423,0.2521,0.1591,0,0,1,4.545,1.127,0.6716,0.63047,0.169222,0.4797,,0.0481,0.6334,5.7006,4.3173,1.32041,1.523,0.139362,0.105545,0.03381738066673279,0.280544,1.6067,0.297948,0.68266,0.41897,,5.68297,-0.0000999029,-0.000679999,999,,,,"sa3019050"
"Ubert Mejias","SFG",0.04,0.0816,0.0517,5.69844,0.1886,0.1726,0,0,1,4.531,1.2079,0.6756,0.63316,0.170889,0.3631,,0.0419,0.4597,4.1373,3.2679,1.26604,1.538,0.101457,0.0801368,0.02131979912519455,0.292753,1.571,0.296678,0.672346,0.422831,,5.68364,-0.0000999029,-0.000679999,999,,,,"sa3021562"
"Eduardo Rivera","BOS",0.0437,0.073,0.0419,5.57406,0.3502,0.1382,0,0,1,4.62,1.1032,0.6623,0.61934,0.143889,0.5974,,0.048,0.6446,5.8014,5.3766,1.07901,1.295,0.139524,0.129307,0.010216444730758667,0.277563,1.7006,0.301092,0.69259,0.438861,,5.68404,-0.0000999029,-0.000679999,999,,,,"sa3017951"
"Juan Nuñez","BAL",0.0456,0.0729,0.0482,5.48262,0.2826,0.1526,0,0,1,4.551,1.0671,0.6488,0.60918,0.167778,0.5323,,0.0479,0.7011,6.3099,4.7907,1.31711,1.51,0.154054,0.116963,0.03709074854850769,0.268737,1.5994,0.289924,0.69666,0.39239,,5.68599,-0.0000999029,-0.000679999,999,,,,"sa3015464"
"Andrew Sears","DET",0.0423,0.0788,0.0561,5.41719,0.201,0.17,0,0,1,4.649,1.0806,0.6451,0.60191,0.137111,0.6079,,0.0618,0.6354,5.7186,5.4711,1.04524,1.234,0.136675,0.130759,0.005915254354476929,0.271555,1.6885,0.294216,0.697206,0.429307,,5.68722,-0.0000999029,-0.000679999,999,,,,"sa3023133"
"Jonatan Bernal","KCR",0.0417,0.0798,0.0504,5.76639,0.1886,0.1726,0,0,1,4.581,1.197,0.6847,0.64071,0.151556,0.4577,,0.048,0.4832,4.3488,4.1193,1.05571,1.364,0.105479,0.0999127,0.0055664703249931335,0.293721,1.6547,0.30386,0.672433,0.447644,,5.6874,-0.0000999029,-0.000679999,999,,,,"sa3009271"
"Roel Garcia III","TBR",0.041,0.079,0.0495,5.58522,0.2431,0.1611,0,0,1,4.503,1.1193,0.6586,0.62058,0.181889,0.418,,0.0482,0.6209,5.5881,3.762,1.48541,1.637,0.137886,0.092827,0.04505883902311325,0.277274,1.5373,0.28986,0.685063,0.372216,,5.68784,-0.0000999029,-0.000679999,999,,,,"sa3020253"
"Mavis Graves","PHI",0.0477,0.0734,0.0573,5.37372,0.1952,0.1712,0,0,1,4.583,1.0696,0.6397,0.59708,0.149556,0.5857,,0.051,0.6647,5.9823,5.2713,1.13488,1.346,0.145036,0.127798,0.017237618565559387,0.271039,1.6553,0.293752,0.702389,0.435649,,5.6914,-0.0000999029,-0.000679999,999,,,,"sa3021472"
"Mason Green","COL",0.0394,0.0808,0.0453,5.8338,0.2373,0.1623,0,0,1,4.586,1.1654,0.69,0.6482,0.168222,0.4961,,0.048,0.647,5.823,4.4649,1.30417,1.514,0.141082,0.108177,0.0329044908285141,0.28833,1.6615,0.309042,0.681282,0.430155,,5.69167,-0.0000999029,-0.000679999,999,,,,"sa3017717"
"Leonel Sequera","STL",0.0432,0.0783,0.0542,5.57532,0.187,0.173,0,0,1,4.592,1.1688,0.6651,0.61948,0.144222,0.5025,,0.0485,0.5007,4.5063,4.5225,0.996418,1.298,0.109037,0.109429,-0.0003919824957847595,0.289235,1.6713,0.301694,0.684774,0.474299,,5.69297,-0.0000999029,-0.000679999,999,,,,"sa3019268"
"Allen Facundo","NYY",0.0461,0.0748,0.0568,5.39397,0.1985,0.1705,0,0,1,4.619,1.0943,0.6423,0.59933,0.152667,0.5668,,0.0515,0.6555,5.8995,5.1012,1.15649,1.374,0.141914,0.122711,0.019203290343284607,0.273527,1.6611,0.294949,0.703899,0.435873,,5.69505,-0.0000999029,-0.000679999,999,,,,"sa3016071"
"Darren Bowen","MIN",0.042,0.0795,0.051,5.74605,0.1853,0.1733,0,0,1,4.555,1.1351,0.6772,0.63845,0.176222,0.455,,0.0525,0.6421,5.7789,4.095,1.41121,1.586,0.140966,0.0998902,0.041075728833675385,0.280445,1.5901,0.296942,0.67955,0.382526,,5.69567,-0.0000999029,-0.000679999,999,,,,"sa3020945"
"Tommy Parsons",,0.0439,0.0763,0.0506,5.57082,0.2307,0.1637,0,0,1,4.448,1.1155,0.6536,0.61898,0.201333,0.3625,,0.038,0.6444,5.7996,3.2625,1.77766,1.812,0.144874,0.0814973,0.06337679177522659,0.275602,1.478,0.285519,0.689221,0.324992,,5.69651,-0.0000999029,-0.000679999,999,,,,"sa3007624"
"Isaiah Coupet","COL",0.0388,0.0819,0.0456,5.91093,0.2175,0.1665,0,0,1,4.597,1.1685,0.698,0.65677,0.170778,0.498,,0.0529,0.6711,6.0399,4.482,1.34759,1.537,0.145987,0.108332,0.037654995918273926,0.288797,1.6665,0.311377,0.678501,0.422121,,5.69709,-0.0000999029,-0.000679999,999,,,,"sa3023156"
"Ty Weatherly","BAL",0.0454,0.0749,0.0521,5.5476,0.2224,0.1654,0,0,1,4.575,1.0962,0.658,0.6164,0.161333,0.5388,,0.046,0.6597,5.9373,4.8492,1.22439,1.452,0.144197,0.117771,0.026426218450069427,0.274723,1.635,0.294988,0.693334,0.419818,,5.69881,-0.0000999029,-0.000679999,999,,,,"sa3023130"
"Jose Guedez","HOU",0.0455,0.0748,0.0505,5.60439,0.2266,0.1646,0,0,1,4.589,1.0633,0.6638,0.62271,0.160222,0.583,,0.0535,0.7296,6.5664,5.247,1.25146,1.442,0.158989,0.127043,0.031945958733558655,0.26902,1.6463,0.294865,0.690934,0.41596,,5.69967,-0.0000999029,-0.000679999,999,,,,"sa3019682"
"Rayner Castillo","DET",0.0397,0.0822,0.0534,5.65992,0.1754,0.1754,0,0,1,4.617,1.1649,0.6738,0.62888,0.145,0.5102,,0.0495,0.5143,4.6287,4.5918,1.00804,1.305,0.111393,0.110505,0.0008880198001861572,0.287112,1.6751,0.300147,0.680185,0.456404,,5.70198,-0.0000999029,-0.000679999,999,,,,"sa3015487"
"Alejandro Manzano","ATH",0.041,0.0751,0.041,5.53302,0.3742,0.1332,0,0,1,4.56,1.1182,0.6565,0.61478,0.152222,0.5058,,0.0534,0.5603,5.0427,4.5522,1.10775,1.37,0.122873,0.110921,0.011951752007007599,0.279494,1.624,0.293764,0.685738,0.418936,,5.70237,-0.0000999029,-0.000679999,999,,,,"sa3019125"
"Ryan Costeiu","LAA",0.0442,0.0776,0.055,5.57739,0.1754,0.1754,0,0,1,4.519,1.085,0.658,0.61971,0.184,0.4838,,0.0428,0.717,6.453,4.3542,1.48202,1.656,0.158663,0.107059,0.051604337990283966,0.271766,1.5688,0.291454,0.694631,0.381212,,5.70428,-0.0000999029,-0.000679999,999,,,,"sa3017260"
"Josh Bostick","SFG",0.0402,0.0811,0.0512,5.69376,0.1961,0.1711,0,0,1,4.584,1.1214,0.6728,0.63264,0.167111,0.4834,,0.0554,0.6255,5.6295,4.3506,1.29396,1.504,0.136453,0.105454,0.030999138951301575,0.277217,1.6048,0.293394,0.679873,0.392408,,5.70432,-0.0000999029,-0.000679999,999,,,,"sa3022857"
"Will Rudy","MIL",0.044,0.0775,0.0548,5.55759,0.1829,0.1739,0,0,1,4.5,1.122,0.6566,0.61751,0.184556,0.4142,,0.0493,0.6257,5.6313,3.7278,1.51062,1.661,0.139044,0.0920444,0.04700000584125519,0.277964,1.5362,0.290568,0.688359,0.392253,,5.7048,-0.0000999029,-0.000679999,999,,,,"sa3020893"
"Logan Martin","KCR",0.0412,0.0786,0.0456,5.81157,0.2464,0.1604,0,0,1,4.587,1.1689,0.6876,0.64573,0.158222,0.489,,0.0425,0.556,5.004,4.401,1.13701,1.424,0.121212,0.106606,0.014606498181819916,0.288226,1.6579,0.302482,0.675513,0.416669,,5.70587,-0.0000999029,-0.000679999,999,,,,"sa3023213"
"Thomas Ponticelli",,0.0425,0.0782,0.0503,5.65812,0.215,0.167,0,0,1,4.55,1.146,0.67,0.62868,0.168778,0.4612,,0.0445,0.5853,5.2677,4.1508,1.26908,1.519,0.128637,0.101363,0.027274727821350098,0.283362,1.6072,0.297008,0.683633,0.416002,,5.70709,-0.0000999029,-0.000679999,999,,,,"sa3007730"
"Luke Russo","PHI",0.046,0.0752,0.0539,5.56785,0.1919,0.1719,0,0,1,4.522,1.0888,0.6579,0.61865,0.176556,0.4865,,0.0504,0.6822,6.1398,4.3785,1.40226,1.589,0.150862,0.107585,0.0432773157954216,0.273218,1.5753,0.291793,0.69075,0.395601,,5.708,-0.0000999029,-0.000679999,999,,,,"sa3023502"
"Jose Acuna","CIN",0.0444,0.0763,0.0499,5.69142,0.2117,0.1677,0,0,1,4.478,1.1084,0.6685,0.63238,0.207667,0.3981,,0.0535,0.7539,6.7851,3.5829,1.89375,1.869,0.168356,0.0889013,0.07945511490106583,0.275283,1.5065,0.293893,0.689277,0.36621,,5.71315,-0.0000999029,-0.000679999,999,,,,"sa3015331"
"Liam Simon","SFG",0.0394,0.0792,0.0439,5.74371,0.2934,0.1504,0,0,1,4.649,1.1141,0.6805,0.63819,0.152444,0.5788,,0.0475,0.6566,5.9094,5.2092,1.13442,1.372,0.141235,0.1245,0.0167347714304924,0.276953,1.6929,0.29924,0.684296,0.420835,,5.71396,-0.0000999029,-0.000679999,999,,,,"sa3020256"
"Jackson Humphries","CLE",0.044,0.0778,0.0549,5.58171,0.1754,0.1754,0,0,1,4.632,1.0916,0.6618,0.62019,0.153778,0.5861,,0.052,0.6822,6.1398,5.2749,1.16397,1.384,0.14728,0.126533,0.02074699103832245,0.273317,1.6777,0.296974,0.694675,0.41152,,5.71549,-0.0000999029,-0.000679999,999,,,,"sa3021729"
"Garrett Hawkins","SDP",0.0459,0.0758,0.0558,5.53581,0.1754,0.1754,0,0,1,4.482,1.093,0.6523,0.61509,0.187333,0.4428,,0.0405,0.668,6.012,3.9852,1.50858,1.686,0.149041,0.0987952,0.05024542659521103,0.273339,1.5358,0.28812,0.693739,0.366593,,5.71571,-0.0000999029,-0.000679999,999,,,,"sa3017383"
"Seth Keener","CHW",0.0378,0.0843,0.0554,5.55705,0.1754,0.1754,0,0,1,4.57,1.1029,0.659,0.61745,0.165556,0.5248,,0.0523,0.6656,5.9904,4.7232,1.26829,1.49,0.145646,0.114836,0.030809633433818817,0.276215,1.6277,0.296464,0.69395,0.4271,,5.7188,-0.0000999029,-0.000679999,999,,,,"sa3022949"
"Justin Dunn","CHW",0.0374,0.0847,0.0535,5.65326,0.1754,0.1754,0,0,1,4.49,1.0794,0.6631,0.62814,0.197667,0.4345,,0.0567,0.7434,6.6906,3.9105,1.71093,1.779,0.165568,0.0967706,0.06879732757806778,0.269931,1.5139,0.288362,0.6877,0.33967,,5.72295,-0.0000999029,-0.000679999,999,,,,"19268"
"Over Galue",,0.042,0.073,0.0374,5.61042,0.4113,0.1253,0,0,1,4.624,1.121,0.6678,0.62338,0.145556,0.5819,,0.0459,0.6089,5.4801,5.2371,1.0464,1.31,0.131683,0.125843,0.005839109420776367,0.280517,1.7029,0.300901,0.690471,0.458013,,5.7243,-0.0000999029,-0.000679999,999,,,,"sa3008533"
"Charlee Soto","MIN",0.0413,0.0803,0.0505,5.77674,0.1837,0.1737,0,0,1,4.636,1.1348,0.6852,0.64186,0.151444,0.565,,0.0515,0.6297,5.6673,5.085,1.11451,1.363,0.135828,0.121872,0.01395600289106369,0.282324,1.6998,0.303659,0.681957,0.441501,,5.72536,-0.0000999029,-0.000679999,999,,,,"sa3023450"
"Patricio Aquino","MIL",0.0428,0.0749,0.0444,5.57766,0.3131,0.1461,0,0,1,4.536,1.1362,0.6609,0.61974,0.173111,0.4368,,0.0591,0.589,5.301,3.9312,1.34844,1.558,0.12985,0.0962963,0.03355378657579422,0.281231,1.573,0.293805,0.685457,0.420966,,5.72662,-0.0000999029,-0.000679999,999,,,,"sa3016510"
"Franklin Gomez","NYM",0.0442,0.0756,0.0551,5.29569,0.2414,0.1614,0,0,1,4.614,1.0817,0.6327,0.58841,0.142333,0.5891,,0.0512,0.6054,5.4486,5.3019,1.02767,1.281,0.131209,0.127677,0.0035327374935150146,0.272215,1.6708,0.291189,0.705455,0.451426,,5.72691,-0.0000999029,-0.000679999,999,,,,"sa3019153"
"Ethan Bosacker","KCR",0.0419,0.0783,0.047,5.77215,0.2348,0.1628,0,0,1,4.521,1.1762,0.6804,0.64135,0.176556,0.3967,,0.0439,0.5242,4.7178,3.5703,1.3214,1.589,0.115948,0.0877461,0.02820172905921936,0.288256,1.5729,0.295784,0.673218,0.379692,,5.7351,-0.0000999029,-0.000679999,999,,,,"sa3023163"
"Connor O'Halloran","TOR",0.0455,0.0762,0.0569,5.47803,0.1754,0.1754,0,0,1,4.591,1.0991,0.65,0.60867,0.159222,0.5255,,0.0579,0.6256,5.6304,4.7295,1.19049,1.433,0.136267,0.114463,0.02180352807044983,0.274254,1.6246,0.291636,0.695304,0.407011,,5.73537,-0.0000999029,-0.000679999,999,,,,"sa3023219"
"Ryan Vanderhei","SFG",0.0394,0.078,0.0416,5.7375,0.3313,0.1423,0,0,1,4.638,1.1374,0.6807,0.6375,0.152333,0.5416,,0.0523,0.5961,5.3649,4.8744,1.10063,1.371,0.128525,0.116774,0.011750757694244385,0.281249,1.679,0.298898,0.681093,0.432903,,5.73631,-0.0000999029,-0.000679999,999,,,,"sa3023671"
"Noah Skirrow","PHI",0.0455,0.0741,0.0497,5.54868,0.2464,0.1604,0,0,1,4.498,1.1307,0.6574,0.61652,0.176778,0.4249,,0.0499,0.5746,5.1714,3.8241,1.35232,1.591,0.127746,0.0944642,0.03328145295381546,0.281045,1.5556,0.291557,0.686639,0.417621,,5.73979,-0.0000999029,-0.000679999,999,,,,"sa3014845"
"Joel Hurtado","LAA",0.0432,0.0786,0.0543,5.61213,0.1754,0.1754,0,0,1,4.613,1.1198,0.6684,0.62357,0.151222,0.5614,,0.0609,0.6291,5.6619,5.0526,1.12059,1.361,0.136375,0.1217,0.014675922691822052,0.280602,1.6812,0.301702,0.689219,0.471778,,5.74107,-0.0000999029,-0.000679999,999,,,,"sa3019774"
"Cade Kuehler","ATL",0.0466,0.075,0.0512,5.77233,0.1754,0.1754,0,0,1,4.583,1.1441,0.6825,0.64137,0.169556,0.4958,,0.0463,0.6275,5.6475,4.4622,1.26563,1.526,0.136919,0.108182,0.028736628592014313,0.28313,1.6399,0.300429,0.682627,0.412547,,5.742,-0.0000999029,-0.000679999,999,,,,"sa3023306"
"Keyner Benitez","MIA",0.0391,0.0818,0.0504,5.67801,0.2117,0.1677,0,0,1,4.656,1.1304,0.6743,0.63089,0.143556,0.5952,,0.0499,0.6102,5.4918,5.3568,1.0252,1.292,0.131057,0.127835,0.003221645951271057,0.281832,1.7256,0.302978,0.689548,0.435084,,5.7476,-0.0000999029,-0.000679999,999,,,,"sa3021795"
"Thomas Ireland","TEX",0.0447,0.0736,0.0483,5.47839,0.2925,0.1505,0,0,1,4.597,1.1218,0.6517,0.60871,0.153444,0.5315,,0.0526,0.5826,5.2434,4.7835,1.09614,1.381,0.126735,0.115619,0.011115945875644684,0.279548,1.6533,0.295514,0.696292,0.434086,,5.74836,-0.0000999029,-0.000679999,999,,,,"sa3021469"
"Braunny Munoz",,0.0416,0.071,0.0308,5.66028,0.497,0.107,0,0,1,4.54,1.147,0.6689,0.62892,0.174444,0.448,,0.041,0.5763,5.1867,4.032,1.28638,1.57,0.126938,0.0986784,0.02825991064310074,0.28314,1.595,0.294691,0.685605,0.398002,,5.74866,-0.0000999029,-0.000679999,999,,,,"sa3006398"
"Anthony Flores","MIL",0.0435,0.072,0.041,5.47695,0.3898,0.1298,0,0,1,4.625,1.0956,0.6511,0.60855,0.151556,0.5866,,0.0508,0.6495,5.8455,5.2794,1.10723,1.364,0.140432,0.126832,0.013599991798400879,0.274752,1.6822,0.29626,0.701418,0.428503,,5.7499,-0.0000999029,-0.000679999,999,,,,"sa3019377"
"Josh Trentadue","TEX",0.0442,0.0708,0.0393,5.48631,0.4113,0.1253,0,0,1,4.602,1.0795,0.6498,0.60959,0.160333,0.5703,,0.0498,0.6791,6.1119,5.1327,1.19078,1.443,0.147566,0.123924,0.02364189177751541,0.271102,1.6498,0.292498,0.70159,0.396852,,5.75291,-0.0000999029,-0.000679999,999,,,,"sa3023010"
"Bodi Rascon","SDP",0.0465,0.0746,0.0562,5.42646,0.1969,0.1709,0,0,1,4.557,1.0994,0.6447,0.60294,0.159667,0.5217,,0.0532,0.6059,5.4531,4.6953,1.1614,1.437,0.13296,0.114483,0.01847705990076065,0.276085,1.6211,0.292157,0.698643,0.422501,,5.75505,-0.0000999029,-0.000679999,999,,,,"sa3011849"
"Cesar Lares","MIN",0.0427,0.0791,0.0534,5.65632,0.1754,0.1754,0,0,1,4.623,1.143,0.6709,0.62848,0.151556,0.5153,,0.0711,0.5682,5.1138,4.6377,1.10266,1.364,0.122907,0.111464,0.011442787945270538,0.283159,1.6583,0.298912,0.682792,0.42402,,5.7595,-0.0000999029,-0.000679999,999,,,,"sa3019384"
"Juan Bello","CHC",0.0428,0.079,0.0526,5.69844,0.1754,0.1754,0,0,1,4.564,1.1369,0.6751,0.63316,0.165111,0.4959,,0.0471,0.5901,5.3109,4.4631,1.18996,1.486,0.129294,0.108655,0.020639784634113312,0.282741,1.6328,0.297566,0.683269,0.423098,,5.76172,-0.0000999029,-0.000679999,999,,,,"sa3019615"
"Gilberto Batista","TOR",0.0431,0.0766,0.0478,5.68584,0.2488,0.1598,0,0,1,4.585,1.1241,0.6726,0.63176,0.168,0.5037,,0.0458,0.6185,5.5665,4.5333,1.22791,1.512,0.134896,0.109858,0.025038160383701324,0.278553,1.6278,0.294275,0.685911,0.403599,,5.76198,-0.0000999029,-0.000679999,999,,,,"sa3020987"
"Kendall Williams",,0.0426,0.0792,0.0537,5.64363,0.1754,0.1754,0,0,1,4.579,1.1575,0.6712,0.62707,0.156778,0.477,,0.0602,0.5267,4.7403,4.293,1.10419,1.411,0.115025,0.104171,0.010853901505470276,0.286382,1.6345,0.297983,0.680772,0.454011,,5.76279,-0.0000999029,-0.000679999,999,,,,"sa3011674"
"Luis Gutierrez","SDP",0.0458,0.0744,0.0538,5.43897,0.2257,0.1647,0,0,1,4.589,1.1433,0.65,0.60433,0.143444,0.5393,,0.0462,0.5122,4.6098,4.8537,0.94975,1.291,0.111615,0.11752,-0.005905427038669586,0.285575,1.6826,0.298656,0.696866,0.474009,,5.76336,-0.0000999029,-0.000679999,999,,,,"sa3016469"
"Luis Carrasco","ATH",0.0412,0.0746,0.0404,5.50863,0.3857,0.1307,0,0,1,4.539,1.1226,0.6538,0.61207,0.156889,0.4828,,0.0477,0.517,4.653,4.3452,1.07084,1.412,0.113902,0.106367,0.007534697651863098,0.280055,1.6054,0.289602,0.686701,0.414904,,5.76354,-0.0000999029,-0.000679999,999,,,,"sa1172127"
"Grant Judkins","ATH",0.0414,0.0761,0.0447,5.53041,0.3222,0.1442,0,0,1,4.512,1.1017,0.6529,0.61449,0.170667,0.4624,,0.0462,0.5737,5.1633,4.1616,1.2407,1.536,0.12715,0.102482,0.02466755360364914,0.275191,1.5641,0.285678,0.687612,0.369074,,5.76355,-0.0000999029,-0.000679999,999,,,,"sa3015004"
"Edgar Moreta","NYM",0.0419,0.0776,0.0493,5.55561,0.2579,0.1579,0,0,1,4.585,1.1159,0.6599,0.61729,0.160889,0.5082,,0.0578,0.5962,5.3658,4.5738,1.17316,1.448,0.130033,0.11084,0.019193023443222046,0.277656,1.6241,0.292777,0.689278,0.432473,,5.76364,-0.0000999029,-0.000679999,999,,,,"sa3020989"
"Kenten Egbert","CHC",0.0428,0.0771,0.0483,5.6754,0.2414,0.1614,0,0,1,4.557,1.1214,0.6714,0.6306,0.168556,0.5034,,0.0429,0.6153,5.5377,4.5306,1.22229,1.517,0.135023,0.110467,0.02455563098192215,0.279602,1.6248,0.295287,0.686481,0.407459,,5.766,-0.0000999029,-0.000679999,999,,,,"sa3023500"
"Yanquiel Sanchez","HOU",0.0447,0.0687,0.0349,5.55174,0.4657,0.1137,0,0,1,4.645,1.0765,0.6598,0.61686,0.146556,0.6462,,0.0466,0.6914,6.2226,5.8158,1.06995,1.319,0.148848,0.139117,0.009730890393257141,0.27238,1.7227,0.29861,0.700418,0.434616,,5.7673,-0.0000999029,-0.000679999,999,,,,"sa3019562"
"Alex Clemmey","WSN",0.0422,0.0797,0.0581,5.41305,0.1754,0.1754,0,0,1,4.649,1.0483,0.6453,0.60145,0.136889,0.6913,,0.0424,0.6887,6.1983,6.2217,0.996239,1.232,0.148139,0.148699,-0.0005592405796051025,0.267744,1.7396,0.294983,0.706932,0.445999,,5.76974,-0.0000999029,-0.000679999,999,,,,"sa3023421"
"Will Schomberg","MIA",0.038,0.084,0.0503,5.81841,0.1754,0.1754,0,0,1,4.632,1.1003,0.6868,0.64649,0.162333,0.5689,,0.065,0.7042,6.3378,5.1201,1.23783,1.461,0.152029,0.12282,0.02920985221862793,0.275206,1.6692,0.29952,0.681307,0.398508,,5.77011,-0.0000999029,-0.000679999,999,,,,"sa3023160"
"Luis Rijo",,0.0419,0.0796,0.0509,5.73984,0.1895,0.1725,0,0,1,4.56,1.1483,0.6785,0.63776,0.172778,0.4623,,0.0503,0.5891,5.3019,4.1607,1.27428,1.555,0.129189,0.101382,0.027807019650936127,0.283713,1.6106,0.296915,0.681006,0.407006,,5.77219,-0.0000999029,-0.000679999,999,,,,"sa916950"
"Deck McGuire",,0.0431,0.0768,0.046,5.78745,0.2406,0.1616,0,0,1,4.503,1.1296,0.6804,0.64305,0.205556,0.4152,,0.0461,0.7239,6.5151,3.7368,1.7435,1.85,0.16076,0.0922052,0.06855431199073792,0.279486,1.5448,0.296906,0.687657,0.379163,,5.7748,-0.0000999029,-0.000679999,999,,,,"11596"
"Michael Dominguez","TOR",0.0451,0.0766,0.0552,5.56542,0.1754,0.1754,0,0,1,4.541,1.0404,0.654,0.61838,0.185889,0.5182,,0.045,0.7489,6.7401,4.6638,1.44519,1.673,0.16492,0.114116,0.05080379545688629,0.261552,1.5586,0.280811,0.696728,0.324486,,5.77484,-0.0000999029,-0.000679999,999,,,,"sa3011198"
"Miguelangel Boadas","MIN",0.0415,0.0788,0.0472,5.76765,0.2332,0.1632,0,0,1,4.612,1.1164,0.6816,0.64085,0.163556,0.5257,,0.0694,0.6506,5.8554,4.7313,1.23759,1.472,0.141067,0.113985,0.02708154171705246,0.277926,1.6421,0.297509,0.679701,0.407558,,5.7768,-0.0000999029,-0.000679999,999,,,,"sa3015427"
"Brian Edgington","CIN",0.0432,0.0785,0.0507,5.79726,0.1754,0.1754,0,0,1,4.496,1.1671,0.6836,0.64414,0.201889,0.3825,,0.0426,0.6435,5.7915,3.4425,1.68235,1.817,0.143127,0.0850756,0.058051593601703644,0.286693,1.5496,0.299243,0.683528,0.407001,,5.77934,-0.0000999029,-0.000679999,999,,,,"sa3022911"
"Hunter Perdue",,0.0373,0.0836,0.0464,5.88771,0.215,0.167,0,0,1,4.6,1.1561,0.6949,0.65419,0.169444,0.5001,,0.0461,0.6115,5.5035,4.5009,1.22276,1.525,0.132935,0.108717,0.0242173969745636,0.285189,1.6562,0.301466,0.67746,0.402934,,5.78486,-0.0000999029,-0.000679999,999,,,,"sa3016905"
"Christian Fernandez",,0.0415,0.072,0.032,5.67351,0.4682,0.1132,0,0,1,4.583,1.0957,0.6696,0.63039,0.170333,0.5276,,0.0546,0.6706,6.0354,4.7484,1.27104,1.533,0.146323,0.115121,0.031202271580696106,0.27387,1.6233,0.29285,0.688675,0.384991,,5.78621,-0.0000999029,-0.000679999,999,,,,"sa917688"
"Matt Duffy","BOS",0.041,0.0807,0.0472,5.9535,0.1829,0.1739,0,0,1,4.576,1.1701,0.7024,0.6615,0.171556,0.4735,,0.048,0.5844,5.2596,4.2615,1.23421,1.544,0.12771,0.103475,0.02423514425754547,0.288593,1.6436,0.302723,0.670646,0.410676,,5.7924,-0.0000999029,-0.000679999,999,,,,"sa3023272"
"Raimon Gomez","NYM",0.0421,0.0797,0.0548,5.58423,0.1754,0.1754,0,0,1,4.579,1.0828,0.6606,0.62047,0.170889,0.532,,0.0494,0.6693,6.0237,4.788,1.25808,1.538,0.146167,0.116183,0.029984720051288605,0.270863,1.6148,0.288816,0.693683,0.395223,,5.79364,-0.0000999029,-0.000679999,999,,,,"sa3017645"
