"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"Jose Marquez","","0","0","5.59","0","1","0","1.0","1","1","0","1","1","1.72","6.78","5.88","5.72","0.0","0.0","sa913975"
"Ivan Armstrong","SFG","0","0","5.54","0","1","0","1.0","1","1","0","1","1","1.82","6.81","6.99","5.69","0.0","0.0","sa3006358"
"Oscar Felix","","0","0","5.48","0","1","0","1.0","1","1","0","1","1","1.73","6.71","6.03","5.72","0.0","0.0","sa542046"
"Brian Jesson-Dalton","CHC","0","0","5.67","0","1","0","1.0","1","1","0","1","1","1.79","7.61","6.84","5.75","0.0","0.0","sa1170121"
"Luke Lind","","0","0","5.55","0","1","0","1.0","1","1","0","1","1","1.68","7.44","5.89","5.72","0.0","0.0","sa3004231"
"Jovany Lopez","","0","0","5.47","0","1","0","1.0","1","1","0","1","1","1.73","6.89","6.14","5.72","0.0","0.0","sa504961"
"Leonardo Taveras","STL","0","0","5.46","0","1","0","1.0","1","1","0","1","1","1.80","8.03","7.43","5.75","0.0","0.0","sa3002934"
"Nicholas Ernst","NYY","0","0","5.52","0","1","0","1.0","1","1","0","1","1","1.67","7.61","5.72","5.70","0.0","0.0","sa3010558"
"James Cumbie","TBR","0","0","5.28","0","1","0","1.0","1","1","0","1","1","1.68","7.80","6.49","5.75","0.0","0.0","sa3006954"
"Gregory Veliz","LAA","0","0","5.44","0","1","0","1.0","1","1","0","1","1","1.66","7.54","5.79","5.70","0.0","0.0","sa1054455"
"Denny Roman","PIT","0","0","5.51","0","1","0","1.0","1","1","0","1","1","1.77","6.84","6.45","5.70","0.0","0.0","sa3007608"
"Ryan Selmer","","0","0","5.60","0","1","0","1.0","1","1","0","1","1","1.76","6.26","6.02","5.73","0.0","0.0","sa915846"
"Erick Casillas","","0","0","5.63","0","1","0","1.0","1","1","0","1","1","1.70","7.06","5.78","5.73","0.0","0.0","sa914150"
"Logan Stoelke","PIT","0","0","5.62","0","1","0","1.0","1","1","0","1","1","1.74","7.38","6.31","5.70","0.0","0.0","sa3006762"
"Raymells Rosa","COL","0","0","6.11","0","1","0","1.0","1","1","0","1","1","1.78","7.01","5.62","5.75","0.0","0.0","sa3002939"
"Austin Glorius","","0","0","5.61","0","1","0","1.0","1","1","0","1","1","1.76","7.52","6.56","5.73","0.0","0.0","sa883131"
"Jesus Linarez","TEX","0","0","5.55","0","1","0","1.0","1","1","0","1","1","1.68","6.78","5.38","5.64","0.0","0.0","sa832333"
"Carlos Zuniga","","0","0","5.46","0","1","0","1.0","1","1","0","1","1","1.77","6.69","6.42","5.73","0.0","0.0","sa914047"
"Brailin Gonzalez","NYM","0","0","5.20","0","1","0","1.0","1","1","0","1","1","1.80","7.39","7.32","5.73","0.0","0.0","sa3005442"
"Ruben Molina","","0","0","5.50","0","1","0","1.0","1","1","0","1","1","1.74","6.91","6.13","5.73","0.0","0.0","sa824772"
"Zachary Hess","DET","0","0","5.66","0","1","0","1.0","1","1","0","1","1","1.73","7.39","6.32","5.78","0.0","0.0","sa3010777"
"Timothy Elliott","SEA","0","0","5.52","0","1","0","1.0","1","1","0","1","1","1.67","7.03","5.65","5.76","0.0","0.0","sa1169632"
"Jared Janczak","CLE","0","0","5.61","0","1","0","1.0","1","1","0","1","1","1.70","6.82","5.64","5.68","0.0","0.0","sa3010300"
"Jose Garcia","SDP","0","0","5.37","0","1","0","1.0","1","1","0","1","1","1.78","6.34","6.53","5.74","0.0","0.0","sa3002804"
"Jesus Balaguer","","0","0","5.55","0","1","0","1.0","1","1","0","1","1","1.78","8.01","7.10","5.74","0.0","0.0","sa3004090"
"Liu Fuenmayor","ARI","0","0","5.52","0","1","0","1.0","1","1","0","1","1","1.84","6.86","7.12","5.73","0.0","0.0","sa3003126"
"Benjamin Yokley","","0","0","5.62","0","1","0","1.0","1","1","0","1","1","1.73","6.68","5.95","5.74","0.0","0.0","sa875997"
"Ruben Vicente","","0","0","5.68","0","1","0","1.0","1","1","0","1","1","1.69","6.29","5.25","5.74","0.0","0.0","sa244124"
"Dilmer Mejia","CHW","0","0","5.40","0","1","0","1.0","1","1","0","1","1","1.61","6.15","4.69","5.74","0.0","0.0","sa828518"
"Brendan Butler","","0","0","5.62","0","1","0","1.0","1","1","0","1","1","1.69","6.40","5.39","5.74","0.0","0.0","sa876039"
"Caleb Freeman","CHW","0","0","5.51","0","1","0","1.0","1","1","0","1","1","1.70","7.69","6.15","5.74","0.0","0.0","sa3011339"
"Yorvin Pantoja","BOS","0","0","5.67","0","1","0","1.0","1","1","0","1","1","1.72","7.18","5.91","5.72","0.0","0.0","sa873466"
"Tai Tiedemann","TEX","0","0","5.50","0","1","0","1.0","1","1","0","1","1","1.70","6.66","5.67","5.66","0.0","0.0","sa918110"
"Jacob Wallace","BOS","0","0","5.82","0","1","0","1.0","1","1","0","1","1","1.72","7.49","5.93","5.72","0.0","0.0","sa3010374"
"Lenix Osuna","","0","0","5.64","0","1","0","1.0","1","1","0","1","1","1.72","7.00","5.92","5.75","0.0","0.0","sa739579"
"Marcus Walden","BOS","0","0","4.66","0","5","0","5.0","6","3","1","4","2","1.48","7.49","3.93","4.52","0.0","0.0","8004"
"Dante Biasi","KCR","0","0","5.63","0","1","0","1.0","1","1","0","1","1","1.74","6.61","6.10","5.81","0.0","0.0","sa3010647"
"Colby White","TBR","0","0","5.47","0","1","0","1.0","1","1","0","1","1","1.75","7.91","6.99","5.78","0.0","0.0","sa3011200"
"Colton Harlow","","0","0","5.45","0","1","0","1.0","1","1","0","1","1","1.81","7.28","7.04","5.75","0.0","0.0","sa3007911"
"Easton Lucas","BAL","0","0","5.48","0","1","0","1.0","1","1","0","1","1","1.67","7.49","5.93","5.85","0.0","0.0","sa1159925"
"Isaac Jimenez","","0","0","5.64","0","1","0","1.0","1","1","0","1","1","1.72","6.56","5.75","5.75","0.0","0.0","sa744295"
"Jhonleider Salinas","MIN","0","0","5.69","0","1","0","1.0","1","1","0","1","1","1.64","7.64","5.49","5.74","0.0","0.0","sa873497"
"Daniel Diaz","","0","0","5.43","0","1","0","1.0","1","1","0","1","1","1.76","6.60","6.38","5.75","0.0","0.0","sa977264"
"Esteban Haro","","0","0","5.66","0","1","0","1.0","1","1","0","1","1","1.68","5.59","4.94","5.76","0.0","0.0","sa509455"
"Jesus Anguamea","","0","0","5.60","0","1","0","1.0","1","1","0","1","1","1.77","6.42","6.26","5.76","0.0","0.0","sa737569"
"Allen Montgomery","","0","0","5.60","0","1","0","1.0","1","1","0","1","1","1.82","6.75","6.88","5.73","0.0","0.0","sa3008245"
"Alec Franks","","0","0","5.65","0","1","0","1.0","1","1","0","1","1","1.75","6.30","5.86","5.76","0.0","0.0","sa3005311"
"Nick Allgeyer","TOR","0","0","4.75","0","2","0","2.0","2","1","0","2","1","1.43","7.82","3.83","4.94","0.0","0.0","sa3006698"
"Jesus Sanchez","MIA","0","0","5.53","0","1","0","1.0","1","1","0","1","1","1.77","7.17","6.82","5.77","0.0","0.0","sa917897"
"Edgar Acosta","","0","0","5.49","0","1","0","1.0","1","1","0","1","1","1.78","7.06","6.64","5.76","0.0","0.0","sa3005369"
"Jesus Garcia","","0","0","5.64","0","1","0","1.0","1","1","0","1","1","1.74","5.72","5.58","5.76","0.0","0.0","sa656847"
"Michell Miliano","SDP","0","0","5.43","0","1","0","1.0","1","1","0","1","1","1.84","8.05","7.89","5.76","0.0","0.0","sa3005188"
"Nicholas Sprengel","","0","0","5.33","0","1","0","1.0","1","1","0","1","1","1.76","6.26","6.49","5.79","0.0","0.0","sa3007714"
"Raul Barron","","0","0","5.67","0","1","0","1.0","1","1","0","1","1","1.68","6.03","5.13","5.77","0.0","0.0","sa328471"
"Erik Manoah","","0","0","5.62","0","1","0","1.0","1","1","0","1","1","1.72","7.65","6.32","5.77","0.0","0.0","sa829063"
"Logan Gragg","STL","0","0","5.62","0","1","0","1.0","1","1","0","1","1","1.65","6.40","5.15","5.79","0.0","0.0","sa3010306"
"Devon Perez","","0","0","5.70","0","1","0","1.0","1","1","0","1","1","1.65","6.44","4.95","5.77","0.0","0.0","sa3006812"
"Randy Rodriguez","SFG","0","0","5.63","0","1","0","1.0","1","1","0","1","1","1.82","6.87","7.00","5.74","0.0","0.0","sa3006366"
"Roland Schaller","WSN","0","0","5.69","0","1","0","1.0","1","1","0","1","1","1.72","7.15","5.96","5.80","0.0","0.0","sa3008023"
"Juan Rodriguez","","0","0","5.65","0","1","0","1.0","1","1","0","1","1","1.72","6.39","5.72","5.77","0.0","0.0","sa652485"
"Jacob Shortslef","","0","0","5.63","0","1","0","1.0","1","1","0","1","1","1.69","7.43","5.67","5.68","0.0","0.0","sa875810"
"Federico Castaneda","","0","0","5.71","0","1","0","1.0","1","1","0","1","1","1.68","5.98","5.01","5.77","0.0","0.0","sa504429"
"Cam Baird","","0","0","5.66","0","1","0","1.0","1","1","0","1","1","1.74","6.96","6.14","5.78","0.0","0.0","sa3007482"
"Miguel Rondon","SDP","0","0","5.56","0","1","0","1.0","1","1","0","1","1","1.76","7.05","6.54","5.78","0.0","0.0","sa3006068"
"Daniel Ramos","","0","0","5.61","0","1","0","1.0","1","1","0","1","1","1.75","6.47","6.08","5.78","0.0","0.0","sa828512"
"Christian Vann","WSN","0","0","5.50","0","1","0","1.0","1","1","0","1","1","1.82","7.03","7.05","5.81","0.0","0.0","sa3007812"
"Kevin Marnon","","0","0","5.59","0","1","0","1.0","1","1","0","1","1","1.69","6.77","5.61","5.78","0.0","0.0","sa3005261"
"Rodolfo Gonzalez","","0","0","5.73","0","1","0","1.0","1","1","0","1","1","1.71","6.51","5.56","5.78","0.0","0.0","sa202758"
"Jose Geraldo","SDP","0","0","5.49","0","1","0","1.0","1","1","0","1","1","1.79","6.55","6.71","5.78","0.0","0.0","sa3006070"
"Felipe Arredondo","","0","0","5.66","0","1","0","1.0","1","1","0","1","1","1.65","6.19","5.00","5.78","0.0","0.0","sa294348"
"Marco Ramirez","","0","0","5.51","0","1","0","1.0","1","1","0","1","1","1.74","6.95","6.27","5.79","0.0","0.0","sa651343"
"Boby Johnson","COL","0","0","6.21","0","1","0","1.0","1","1","0","1","1","1.77","6.70","5.32","5.81","0.0","0.0","sa3006983"
"El'Hajj Muhammad","","0","0","5.68","0","1","0","1.0","1","1","0","1","1","1.74","6.48","5.94","5.79","0.0","0.0","sa550244"
"Alberto Tirado","","0","0","5.64","0","1","0","1.0","1","1","0","1","1","1.75","7.28","6.44","5.79","0.0","0.0","sa659315"
"Santiago Gutierrez","","0","0","5.56","0","1","0","1.0","1","1","0","1","1","1.73","6.33","5.84","5.79","0.0","0.0","sa295625"
"David Gutierrez","","0","0","5.69","0","1","0","1.0","1","1","0","1","1","1.71","6.36","5.56","5.79","0.0","0.0","sa874819"
"Octavio Becerra","LAD","0","0","5.57","0","1","0","1.0","1","1","0","1","1","1.76","7.13","6.44","5.79","0.0","0.0","sa3008303"
"William Kilichowski","","0","0","5.54","0","1","0","1.0","1","1","0","1","1","1.76","7.26","6.55","5.79","0.0","0.0","sa873677"
"Aidan Anderson","PHI","0","0","5.60","0","1","0","1.0","1","1","0","1","1","1.71","7.41","6.05","5.78","0.0","0.0","sa3011250"
"Christian Meister","","0","0","5.63","0","1","0","1.0","1","1","0","1","1","1.76","7.52","6.64","5.79","0.0","0.0","sa875992"
"Jacob Bray","","0","0","5.66","0","1","0","1.0","1","1","0","1","1","1.67","7.12","5.64","5.79","0.0","0.0","sa738576"
"Keenan Bartlett","","0","0","5.71","0","1","0","1.0","1","1","0","1","1","1.72","6.72","5.81","5.79","0.0","0.0","sa3004703"
"John Curtis","","0","0","5.63","0","1","0","1.0","1","1","0","1","1","1.69","6.25","5.36","5.80","0.0","0.0","sa3004467"
"Marlon Constante","","0","0","5.65","0","1","0","1.0","1","1","0","1","1","1.73","6.94","6.12","5.80","0.0","0.0","sa873298"
"Orlando Romero","","0","0","5.64","0","1","0","1.0","1","1","0","1","1","1.71","7.29","6.09","5.80","0.0","0.0","sa827251"
"James Salter","","0","0","5.59","0","1","0","1.0","1","1","0","1","1","1.82","7.60","7.25","5.80","0.0","0.0","sa3007483"
"Domingo Tapia","KCR","0","0","3.50","0","8","0","8.0","11","3","1","6","4","1.73","6.86","4.36","4.38","0.0","0.0","12178"
"Juan Echevarria","","0","0","5.66","0","1","0","1.0","1","1","0","1","1","1.74","6.57","5.99","5.80","0.0","0.0","sa875306"
"Brendan White","DET","0","0","5.76","0","1","0","1.0","1","1","0","1","1","1.75","6.60","6.04","5.84","0.0","0.0","sa3010663"
"Jonathan Partida","","0","0","5.57","0","1","0","1.0","1","1","0","1","1","1.76","7.29","6.51","5.80","0.0","0.0","sa977114"
"Joshua Payne","","0","0","5.68","0","1","0","1.0","1","1","0","1","1","1.76","6.58","6.17","5.80","0.0","0.0","sa3004748"
"Jhonny Valdez","ARI","0","0","5.77","0","1","0","1.0","1","1","0","1","1","1.78","6.53","6.32","5.80","0.0","0.0","sa917393"
"Julian Smith","LAD","0","0","5.41","0","1","0","1.0","1","1","0","1","1","1.81","6.76","6.84","5.78","0.0","0.0","sa3010129"
"Cameron Saylor","","0","0","5.65","0","1","0","1.0","1","1","0","1","1","1.74","7.59","6.47","5.80","0.0","0.0","sa658930"
"Jack Little","LAD","0","0","5.62","0","1","0","1.0","1","1","0","1","1","1.71","7.56","6.04","5.78","0.0","0.0","sa1115817"
"Samuel Sheehan","","0","0","5.57","0","1","0","1.0","1","1","0","1","1","1.82","8.35","7.62","5.81","0.0","0.0","sa918715"
"Tyler Driver","SEA","0","0","5.54","0","1","0","1.0","1","1","0","1","1","1.67","7.01","5.75","5.83","0.0","0.0","sa3010253"
"Alex Valdez","ARI","0","0","5.76","0","1","0","1.0","1","1","0","1","1","1.81","6.53","6.60","5.80","0.0","0.0","sa3005432"
"Jose Manuel Lopez","","0","0","5.70","0","1","0","1.0","1","1","0","1","1","1.73","6.70","5.95","5.81","0.0","0.0","sa593936"
"Gabriel Yanez","PHI","0","0","5.47","0","1","0","1.0","1","1","0","1","1","1.72","7.12","6.14","5.80","0.0","0.0","sa3005332"
"Lucas Knowles","WSN","0","0","5.60","0","1","0","1.0","1","1","0","1","1","1.81","6.83","6.73","5.84","0.0","0.0","sa3011676"
"Gary Crosby","DET","0","0","5.62","0","1","0","1.0","1","1","0","1","1","1.73","5.58","5.53","5.85","0.0","0.0","sa3004477"
"Daniel Flores","","0","0","5.68","0","1","0","1.0","1","1","0","1","1","1.77","7.09","6.51","5.81","0.0","0.0","sa977180"
"Aaron Fossas","CIN","0","0","5.78","0","1","0","1.0","1","1","0","1","0","1.57","6.85","4.17","5.82","0.0","0.0","sa919827"
"Brendan King","","0","0","5.74","0","1","0","1.0","1","1","0","1","1","1.66","6.85","5.26","5.81","0.0","0.0","sa915721"
"Robert Baker","","0","0","5.70","0","1","0","1.0","1","1","0","1","1","1.69","6.74","5.54","5.81","0.0","0.0","sa3008103"
"Tanner Chock","","0","0","5.77","0","1","0","1.0","1","1","0","1","1","1.73","6.50","5.75","5.82","0.0","0.0","sa3007472"
"Aaron Ford","","0","0","5.60","0","1","0","1.0","1","1","0","1","1","1.75","6.94","6.26","5.82","0.0","0.0","sa3004476"
"Andy Toelken","","0","0","5.71","0","1","0","1.0","1","1","0","1","1","1.73","5.80","5.53","5.82","0.0","0.0","sa3007218"
"Jesus Juarez","","0","0","5.63","0","1","0","1.0","1","1","0","1","1","1.73","6.87","5.99","5.83","0.0","0.0","sa3004994"
"Moises Ceja","COL","0","0","6.24","0","1","0","1.0","1","1","0","1","1","1.69","7.07","4.67","5.85","0.0","0.0","sa3004641"
"Andrew Gross","TBR","0","0","5.56","0","1","0","1.0","1","1","0","1","1","1.74","6.53","6.26","5.86","0.0","0.0","sa3010127"
"Yair Lozoya","","0","0","5.76","0","1","0","1.0","1","1","0","1","1","1.71","5.92","5.33","5.84","0.0","0.0","sa656388"
"Antonio Guzman","","0","0","5.76","0","1","0","1.0","1","1","0","1","1","1.71","6.87","5.72","5.84","0.0","0.0","sa507037"
"Yeison Cespedes","","0","0","5.72","0","1","0","1.0","1","1","0","1","1","1.75","6.71","6.14","5.84","0.0","0.0","sa919499"
"Miguel Mejia","","0","0","5.73","0","1","0","1.0","1","1","0","1","1","1.73","6.54","5.86","5.84","0.0","0.0","sa514279"
"Dalton Lehnen","","0","0","5.54","0","1","0","1.0","1","1","0","1","1","1.75","6.84","6.32","5.84","0.0","0.0","sa873948"
"Carlos De Leon","","0","0","5.74","0","1","0","1.0","1","1","0","1","1","1.70","6.81","5.74","5.84","0.0","0.0","sa916092"
"Alejandro Martinez","","0","0","5.78","0","1","0","1.0","1","1","0","1","1","1.68","5.90","5.02","5.84","0.0","0.0","sa504008"
"Jorge Rodriguez","BOS","0","0","5.79","0","1","0","1.0","1","1","0","1","1","1.76","6.19","5.85","5.81","0.0","0.0","sa3006074"
"Mario Gonzalez","","0","0","5.85","0","1","0","1.0","1","1","0","1","0","1.61","5.41","3.96","5.84","0.0","0.0","sa502234"
"Fernando Irazoqui","","0","0","5.75","0","1","0","1.0","1","1","0","1","1","1.74","6.40","5.87","5.84","0.0","0.0","sa880807"
"Juan Geraldo","MIL","0","0","5.65","0","1","0","1.0","1","1","0","1","1","1.78","7.11","6.55","5.81","0.0","0.0","sa3005885"
"Avery Whitney","CHC","0","0","5.81","0","1","0","1.0","1","1","0","1","1","1.76","7.18","6.38","5.88","0.0","0.0","sa3007966"
"Eduarniel Nunez","CHC","0","0","5.72","0","1","0","1.0","1","1","0","1","1","1.85","7.11","7.32","5.88","0.0","0.0","sa3005284"
"Zachary Bryant","BOS","0","0","5.90","0","1","0","1.0","1","1","0","1","1","1.78","6.92","6.26","5.82","0.0","0.0","sa3011368"
"Fransico Gil","","0","0","5.77","0","1","0","1.0","1","1","0","1","1","1.71","5.80","5.22","5.85","0.0","0.0","sa393318"
"Braulio Ortiz","","0","0","5.69","0","1","0","1.0","1","1","0","1","1","1.79","7.83","7.07","5.85","0.0","0.0","sa603264"
"Matthew Wynne","","0","0","5.87","0","1","0","1.0","1","1","0","1","1","1.76","6.40","6.05","5.90","0.0","0.0","sa920101"
"Clayton McGinness","BAL","0","0","5.68","0","1","0","1.0","1","1","0","1","1","1.69","6.73","5.68","5.94","0.0","0.0","sa1170265"
"Jose Franco","CIN","0","0","5.76","0","1","0","1.0","1","1","0","1","1","1.77","7.58","6.53","5.86","0.0","0.0","sa3008714"
"Max Cordy","","0","0","5.78","0","1","0","1.0","1","1","0","1","1","1.74","6.69","5.98","5.84","0.0","0.0","sa876169"
"Gerardo Gutierrez","","0","0","5.74","0","1","0","1.0","1","1","0","1","1","1.74","7.33","6.26","5.85","0.0","0.0","sa3005379"
"Patrick Hope","","0","0","5.81","0","1","0","1.0","1","1","0","1","0","1.63","5.92","4.48","5.85","0.0","0.0","sa737628"
"Michael Matuella","TEX","0","0","5.67","0","1","0","1.0","1","1","0","1","1","1.73","7.02","5.93","5.76","0.0","0.0","sa827490"
"Jaret Hellinger","","0","0","5.55","0","1","0","1.0","1","1","0","1","1","1.81","6.21","6.56","5.85","0.0","0.0","sa875255"
"Carlos Salazar","","0","0","5.71","0","1","0","1.0","1","1","0","1","1","1.77","7.42","6.63","5.85","0.0","0.0","sa737688"
"Lukas Young","","0","0","5.69","0","1","0","1.0","1","1","0","1","1","1.78","6.87","6.50","5.85","0.0","0.0","sa3004595"
"Ryan Fritze","","0","0","5.73","0","1","0","1.0","1","1","0","1","1","1.76","7.31","6.47","5.85","0.0","0.0","sa3008627"
"Aldry Acosta","LAD","0","0","5.60","0","1","0","1.0","1","1","0","1","1","1.77","7.04","6.52","5.83","0.0","0.0","sa3002794"
"Rigoberto Borbolla","ARI","0","0","5.65","0","1","0","1.0","1","1","0","1","1","1.85","6.94","7.25","5.85","0.0","0.0","sa3006170"
"Deivy Mendez","","0","0","5.70","0","1","0","1.0","1","1","0","1","1","1.75","7.34","6.49","5.86","0.0","0.0","sa737357"
"Jared Poche'","","0","0","5.65","0","1","0","1.0","1","1","0","1","1","1.66","6.18","5.12","5.86","0.0","0.0","sa857617"
"Jacob Schlesener","STL","0","0","5.26","0","1","0","1.0","1","1","0","1","1","1.92","7.94","8.76","5.89","0.0","0.0","sa875595"
"Christian Morris","","0","0","5.79","0","1","0","1.0","1","1","0","1","1","1.70","6.83","5.58","5.86","0.0","0.0","sa873958"
"Manuel Alvarez","CLE","0","0","5.75","0","1","0","1.0","1","1","0","1","1","1.72","7.75","6.24","5.80","0.0","0.0","sa3005410"
"Kyle Zurak","NYY","0","0","5.64","0","1","0","1.0","1","1","0","1","1","1.72","6.50","5.66","5.83","0.0","0.0","sa3004864"
"Ryan Sherriff","TBR","0","0","5.57","0","6","0","6.0","7","3","1","4","2","1.68","7.30","3.65","4.37","0.0","-0.1","12249"
"Endrys Briceno","","0","0","5.78","0","1","0","1.0","1","1","0","1","1","1.73","6.23","5.64","5.86","0.0","0.0","sa505062"
"Aneurys Zabala","PHI","0","0","5.61","0","1","0","1.0","1","1","0","1","1","1.77","7.07","6.54","5.86","0.0","0.0","sa828514"
"Mickey Jannis","BAL","0","0","5.27","1","1","0","6.0","7","4","1","4","2","1.48","5.93","3.41","5.50","0.0","0.0","sa550198"
"Luis Heredia","","0","0","5.74","0","1","0","1.0","1","1","0","1","1","1.76","6.56","6.11","5.87","0.0","0.0","sa599061"
"Tyler Gillies","MIL","0","0","5.71","0","1","0","1.0","1","1","0","1","1","1.74","7.47","6.36","5.84","0.0","0.0","sa3008645"
"Devin Conn","HOU","0","0","5.57","0","1","0","1.0","1","1","0","1","1","1.76","7.26","6.67","5.86","0.0","0.0","sa3007252"
"Ronny Agustin","PIT","0","0","5.57","0","1","0","1.0","1","1","0","1","1","1.82","7.12","7.16","5.85","0.0","0.0","sa873563"
"Alex Aquino","PIT","0","0","5.77","0","1","0","1.0","1","1","0","1","1","1.83","7.03","6.96","5.85","0.0","0.0","sa872500"
"Angel Rodriguez","","0","0","5.86","0","1","0","1.0","1","1","0","1","1","1.70","5.93","5.15","5.87","0.0","0.0","sa922462"
"Frank Lopez","SDP","0","0","5.60","0","1","0","1.0","1","1","0","1","1","1.82","7.19","7.27","5.87","0.0","0.0","sa3007227"
"Eduardo Rivera","","0","0","5.68","0","1","0","1.0","1","1","0","1","1","1.81","8.27","7.48","5.88","0.0","0.0","sa597029"
"Devin Hemmerich","","0","0","5.53","0","1","0","1.0","1","1","0","1","1","1.76","6.68","6.25","5.85","0.0","0.0","sa3004672"
"Angel Padron","","0","0","5.63","0","1","0","1.0","1","1","0","1","1","1.75","6.44","6.09","5.88","0.0","0.0","sa873319"
"Guillermo Trujillo","","0","0","5.84","0","1","0","1.0","1","1","0","1","1","1.69","6.08","5.13","5.88","0.0","0.0","sa3001064"
"Gerardo Navarro","","0","0","5.59","0","1","0","1.0","1","1","0","1","1","1.78","6.24","6.29","5.88","0.0","0.0","sa737443"
"Dominic Pipkin","PHI","0","0","5.67","0","1","0","1.0","1","1","0","1","1","1.73","6.39","5.86","5.87","0.0","0.0","sa3007896"
