Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Corey Kluber","TBR",10,10,0,31,31,164,7.628048780487805,1.1524390243902438,1.0975609756097562,0.3166332665330661,0.7017,0.360784313,0.093457943,89.12310580549568,4.335365853658536,4,3.5697468827410446,3.916089898856675,3.023669958114624,"Corey Kluber",2429,446372
"George Kirby","SEA",8,5,0,25,25,130,9.207692307692307,1.523076923076923,0.9,0.33062330623306235,0.751,0.455026455,0.090277777,95.3660410115304,3.3923076923076922,3.31,2.9893528864933896,3.3291529105259823,2.998300075531006,"George Kirby",25436,669923
"Edwin Díaz","NYM",3,1,32,61,0,62,17.129032258064516,2.6129032258064515,0.43548387096774194,0.32978723404255317,0.9036,0.46875,0.09375,99.14883917095116,1.3064516129032258,1.69,0.9027523902154742,1.0377846594779725,2.9914801120758057,"Edwin Diaz",14710,621242
"Jeffrey Springs","TBR",9,5,0,33,25,135.1,9.576357064209192,2.061576867989479,0.9310347145758937,0.2785515320334262,0.8228,0.409214092,0.09589041,91.68230773715557,2.4605917456648623,3.27,3.038538165556353,3.2907654685130376,2.9900080859661102,"Jeffrey Springs",17677,605488
"Brady Singer","KCR",10,5,0,27,24,153.1,8.804328076149115,2.054343217768127,1.0565193691378938,0.29975429975429974,0.796,0.490430622,0.139534883,92.35749816894531,3.228253627921342,3.97,3.5819939736315987,3.3013535888106325,2.9161868626251817,"Brady Singer",25377,663903
"Drew Rasmussen","TBR",11,7,0,28,28,146,7.705479452054795,1.9109589041095891,0.8013698630136986,0.2621359223300971,0.7602,0.465558194,0.090277777,95.73546170112782,2.835616438356164,3.46,3.2562654260086688,3.5588270912431694,2.8989100456237793,"Drew Rasmussen",25385,656876
"Adam Wainwright","STL",11,12,0,32,32,191.2,6.714770669963408,2.535647665580588,0.7513030120238778,0.3018867924528302,0.7502,0.432387312,0.081218274,88.11710037174721,3.709558621867897,4.53,3.6602549225043903,4.09660482115644,2.8985800743103027,"Adam Wainwright",2233,425794
"Tarik Skubal","DET",7,8,0,21,21,117.2,8.948983161282328,2.4475851381285003,0.6883833200986407,0.29874213836477986,0.6752,0.456790123,0.078947368,94.24083354083665,3.518403636059719,3.31,2.9594557384372813,3.3993645705984146,2.8964900970458984,"Tarik Skubal",22267,669373
"Kyle Wright","ATL",21,5,0,30,30,180.1,8.683935079342609,2.645106662098611,0.9482457845259171,0.2836438923395445,0.7889,0.556224899,0.143939393,95.05602443833652,3.194091063666247,3.89,3.5837800533405053,3.2976954250895205,2.87322998046875,"Kyle Wright",19665,657140
"Pablo López","MIA",10,10,0,32,32,180,8.7,2.65,1.05,0.2833333333333333,0.7423,0.460921843,0.126506024,93.54569653948536,3.75,3.75,3.7124298095703128,3.5609978851344852,2.852950096130371,"Pablo Lopez",17085,641154
"Miles Mikolas","STL",12,13,0,33,32,202.1,6.805612780300594,1.7347640420374062,1.1120282320752604,0.24914089347079038,0.7444,0.450331125,0.119047619,93.5654396057129,3.291603566942771,3.89,3.8735513550796026,3.8037592501658555,2.8334994427859783,"Miles Mikolas",9803,571945
"Chris Bassitt","NYM",15,9,0,30,30,181.2,8.273378975785523,2.4275183821167103,0.9412826379636224,0.28169014084507044,0.7716,0.48828125,0.109195402,93.32806113760218,3.4183422115521025,3.46,3.6573829157597784,3.715650258432054,2.7765400409698486,"Chris Bassitt",12304,605135
"Tony Gonsolin","LAD",16,1,0,24,24,130.1,8.217412790231414,2.4168861147739453,0.7595927789289543,0.2066869300911854,0.8382,0.430678466,0.082706766,93.18577271283354,2.1406705587997803,3.12,3.2812282048878583,3.694706609930785,2.7078800201416016,"Tony Gonsolin",19388,664062
"Jordan Montgomery","- - -",9,6,0,32,32,178.1,7.973815458172689,1.816818711988714,1.0598109153267499,0.2754491017964072,0.7546,0.475633528,0.129629629,93.09107317243304,3.4822358646450353,4,3.611494208851163,3.425442740134936,2.7040799856185913,"Jordan Montgomery",16511,656756
"Taijuan Walker","NYM",12,5,0,29,29,157.1,7.550863812588044,2.574158117927742,0.858052705975914,0.2838137472283814,0.7572,0.462365591,0.095541401,93.83917530080214,3.4894143376353837,3.94,3.646329271066437,3.8841616404819748,2.621000051498413,"Taijuan Walker",11836,592836
"Justin Steele","CHC",4,7,0,24,24,119,9.529411764705882,3.7815126050420167,0.6050420168067226,0.3169230769230769,0.7264,0.512121212,0.086956521,92.41018998272884,3.176470588235294,3.59,3.2048667843602288,3.4754088179403997,2.6061599254608154,"Justin Steele",17312,657006
"Kyle Freeland","COL",9,11,0,31,31,174.2,6.74998683058418,2.730910702450088,0.9790057235198428,0.3180987202925046,0.7052,0.419642857,0.095477386,90.4052485476012,4.534342298407693,5.14,4.211664306153995,4.484152110309898,2.5482900142669678,"Kyle Freeland",16256,607536
"Carlos Carrasco","NYM",15,7,0,29,29,152,9,2.4276315789473686,1.006578947368421,0.3372365339578454,0.7465,0.46031746,0.120567375,93.26884298424737,3.9671052631578947,4.08,3.53348244114926,3.452777691538397,2.4572501182556152,"Carlos Carrasco",6632,471911
"Johnny Cueto","CHW",8,10,0,25,24,158.1,5.797907215633463,1.875793510940238,0.8526334140637446,0.29494949494949496,0.7486,0.425742574,0.077319587,91.48761146946957,3.3536914286507287,4.02,3.7945365408213085,4.376807820622751,2.455764412879944,"Johnny Cueto",6893,456501
"Sonny Gray","MIN",8,5,0,24,24,119.2,8.799418399485418,2.7075133536878213,0.8272957469601676,0.27672955974842767,0.7723,0.445121951,0.094017094,92.11539775427757,3.0835568750333517,3.67,3.40490810395017,3.6573074921245063,2.3608100414276123,"Sonny Gray",12768,543243
"Ranger Suárez","PHI",10,7,0,29,29,155.1,7.4742653245320705,3.3605223939756597,0.8691006191316362,0.2925764192139738,0.7181,0.554371002,0.118110236,93.30860215053764,3.6502226003528717,3.78,3.865650346151064,3.8206349754327107,2.343440055847168,"Ranger Suarez",17277,624133
"Emmanuel Clase","CLE",3,4,42,77,0,72.2,9.536692575097879,1.2385315032594648,0.37155945097783943,0.2222222222222222,0.7229,0.638888888,0.083333333,,1.3623846535854112,1.97,1.983989995489467,2.1806894511473076,2.3393800258636475,"Emmanuel Clase",21032,661403
"Jameson Taillon","NYY",14,5,0,32,32,177.1,7.663548561548036,1.624063271321438,1.3195514079486683,0.27626459143968873,0.7533,0.400749063,0.123809523,94.0518818204365,3.90790224661721,4.2,3.941378770973963,3.7884391230649235,2.2558701038360596,"Jameson Taillon",11674,592791
"Noah Syndergaard","- - -",10,10,0,25,24,134.2,6.349008402255879,2.0717816891571816,0.9356433434903401,0.29453681710213775,0.7236,0.427906976,0.085365853,94.46215982532185,3.943068376137862,4.43,3.8327266692414477,4.284074361396414,2.2246558144688606,"Noah Syndergaard",11762,592789
"Jacob deGrom","NYM",5,4,0,11,11,64.1,14.269437948914021,1.1191716038363937,1.259068054315943,0.25833333333333336,0.7345,0.393700787,0.16981132,98.90495671452703,3.077721910550083,2.24,2.1331546562134682,1.5340850420276666,2.2165300846099854,"Jacob deGrom",10954,594798
"Reid Detmers","LAA",7,6,0,25,25,129,8.511627906976743,3.2093023255813953,0.9069767441860465,0.27714285714285714,0.7407,0.360110803,0.086666666,93.29215245922528,3.7674418604651163,4.05,3.7868484142214753,4.19813719913941,2.2159600257873535,"Reid Detmers",27468,672282
"Devin Williams","MIL",6,4,15,65,0,60.2,14.241750779125308,4.450547118476659,0.29670314123177727,0.26605504587155965,0.768,0.513513513,0.0625,94.08113950062035,1.9285704180065522,2.04,2.008034783874253,2.3603203250075353,2.212860107421875,"Devin Williams",15816,642207
"Jesús Luzardo","MIA",4,7,0,18,18,100.1,10.764155342998059,3.139545308374434,0.8970129452498383,0.2532188841201717,0.7174,0.400826446,0.114942528,96.4347320983034,3.3189478974244015,3.39,3.122396620073089,3.1103629610552517,2.1881699562072754,"Jesus Luzardo",19959,666200
"Evan Phillips","LAD",7,3,2,64,0,63,11,2.142857142857143,0.2857142857142857,0.22794117647058823,0.8299,0.455882352,0.039215686,96.0883459547546,1.1428571428571428,2.18,1.937826634967138,2.723527049356037,2.1857500076293945,"Evan Phillips",17734,623465
"Tyler Mahle","- - -",6,8,0,23,23,120.2,9.397818626179076,3.207192070838891,1.1933737938005176,0.27848101265822783,0.6951,0.3556231,0.103896103,93.34218462775735,4.400565864639408,3.49,3.866575748708139,4.032137743822003,2.132793053984642,"Tyler Mahle",16358,641816
"Joe Ryan","MIN",13,8,0,27,27,147,9.244897959183673,2.877551020408163,1.2244897959183674,0.2526595744680851,0.7778,0.276923076,0.094786729,92.03414634146341,3.5510204081632653,3.57,3.989980829978476,4.346165384930007,2.0893099308013916,"Joe Ryan",21390,657746
"Mitch Keller","PIT",5,12,0,31,29,159,7.811320754716981,3.3962264150943398,0.7924528301886793,0.31965442764578833,0.7323,0.490486257,0.103703703,95.67552827170532,3.9056603773584904,4.23,3.8797254070545897,3.991993507236805,2.079535882920027,"Mitch Keller",17594,656605
"A.J. Minter","ATL",5,4,5,75,0,70,12.085714285714285,1.9285714285714286,0.6428571428571429,0.2857142857142857,0.7667,0.384615384,0.071428571,96.61157182414105,2.057142857142857,2.39,2.126715523856027,2.6785191169806892,2.056230068206787,"A.J. Minter",18655,621345
"Marcus Stroman","CHC",6,7,0,25,25,138.2,7.723538711361017,2.336532719403333,1.0384589864014813,0.2715736040609137,0.7255,0.517241379,0.139130434,92.89517836972891,3.504799079104999,3.94,3.7614666760712385,3.4891822069658227,2.0451500415802,"Marcus Stroman",13431,573186
"Cal Quantrill","CLE",15,5,0,32,32,186.1,6.182480001054742,2.270129375387288,1.0143131251730435,0.2783687943262411,0.7636,0.421143847,0.096330275,93.88118268140589,3.381043750576812,4.31,4.12137619863133,4.3882197352928,2.0420401096343994,"Cal Quantrill",19312,615698
"Reynaldo López","CHW",6,4,0,61,1,65.1,8.678575651293215,1.5153068597496089,0.13775516906814628,0.2808988764044944,0.6331,0.387283236,0.014705882,97.12203195081644,2.7551033813629253,2.92,1.933857807542839,3.275677360562671,2.040188044309616,"Reynaldo Lopez",16400,625643
"Frankie Montas","- - -",5,12,0,27,27,144.1,8.854481076105582,2.6812865230460563,1.1223990096471863,0.2982456140350877,0.709,0.45609756,0.127659574,96.20921450151057,4.053107534837062,4,3.7844835375689367,3.609423089155072,2.022709034383297,"Frankie Montas",14309,593423
"Luis Garcia","HOU",15,8,0,28,28,157.1,8.980951655881233,2.6885651453911974,1.3156808158297348,0.26024096385542167,0.7425,0.376146788,0.121052631,94.09431448699422,3.718228392562294,3.57,3.932346839725075,3.8196638888068786,2.005620002746582,"Luis Garcia",23735,677651
"Ryan Helsley","STL",9,1,19,54,0,64.2,13.082467023926633,2.7835036221120495,0.8350510866336149,0.18487394957983194,0.9343,0.346774193,0.09375,99.7043795620438,1.2525766299504224,2.04,2.3392343589836324,2.5981620729485075,1.9988199472427368,"Ryan Helsley",18138,664854
"Freddy Peralta","MIL",4,4,0,18,17,78,9.923081032977594,3.1153859057022677,0.6923079790449483,0.24615384615384617,0.7011,0.4,0.071428571,92.8509463981536,3.5769245583989,2.7,3.0611477370484645,3.655398006537605,1.9612248912453651,"Freddy Peralta",18679,642547
"Zack Greinke","KCR",4,9,0,26,26,137,4.795620437956204,1.7737226277372262,0.9197080291970803,0.3055555555555556,0.7288,0.4125,0.082352941,89.24943566591422,3.678832116788321,4.78,4.032137838767393,4.540632391236994,1.8982900381088257,"Zack Greinke",1943,425844
"Jon Gray","TEX",7,7,0,24,24,127.1,9.471228968655149,2.756551714757842,1.2015738243816234,0.27076923076923076,0.7052,0.44117647,0.141666666,95.96737044145873,3.9581255391394654,3.59,3.8035310941819653,3.463045930602026,1.8979599475860596,"Jon Gray",14916,592351
"Lance Lynn","CHW",8,7,0,21,21,121.2,9.172577623180889,1.4054756035519103,1.4054756035519103,0.29411764705882354,0.6837,0.422969187,0.139705882,93.02333526444929,3.994509610094903,3.62,3.8192771891344313,3.4439165973711576,1.8874900341033936,"Lance Lynn",2520,458681
"Andrés Muñoz","SEA",2,5,4,64,0,65,13.292307692307693,2.076923076923077,0.6923076923076923,0.296875,0.7636,0.526315789,0.113636363,100.25276243093923,2.4923076923076923,1.84,2.035506732647236,2.03760674733382,1.8828500509262085,"Andres Munoz",20373,662253
"JT Brubaker","PIT",3,12,0,28,28,144,9.1875,3.375,1.0625,0.3341288782816229,0.6881,0.440366972,0.117241379,92.98571428571428,4.6875,4.56,3.917985365125868,3.8739185466948483,1.8756699562072754,"JT Brubaker",17578,664141
"Kyle Gibson","PHI",10,8,0,31,31,167.2,7.7296065561089256,2.576535518702975,1.2882677593514875,0.30831643002028397,0.677,0.458984375,0.138728323,92.27102803738318,5.045715390793326,4.46,4.275449314540405,3.942079487656116,1.8588800430297852,"Kyle Gibson",10123,502043
"Nick Lodolo","CIN",4,7,0,19,19,103.1,11.409714204666649,3.3967851449007584,1.1322617149669194,0.32217573221757323,0.8012,0.46031746,0.15116279,94.5242550872093,3.6580763098931244,3.94,3.896303304547411,3.4928721832186413,1.8510199785232544,"Nick Lodolo",26378,666157
"Lucas Giolito","CHW",11,9,0,30,30,161.2,9.853587476895962,3.39586913045567,1.336079657884198,0.3402777777777778,0.7115,0.385462555,0.143712574,92.73952779893374,4.898958745575393,4.23,4.058819567238286,3.658135640443427,1.830549955368042,"Lucas Giolito",15474,608337
"Daniel Bard","COL",6,4,34,57,0,60.1,10.292823102763004,3.729283732885146,0.4475140479462175,0.2206896551724138,0.8163,0.517006802,0.068181818,97.94565217391305,1.79005619178487,2.49,2.863810894044636,3.2970127955763306,1.816249966621399,"Daniel Bard",7115,453268
"Rich Hill","BOS",8,7,0,26,26,124.1,7.890101570422006,2.678291358767103,1.0857937940947715,0.3047091412742382,0.6828,0.40161725,0.10067114,88.71043613363892,4.270788923439435,4.08,3.916721508899773,4.12242617455613,1.793619990348816,"Rich Hill",4806,448179
"John Schreiber","BOS",4,4,8,64,0,65,10.246153846153845,2.6307692307692307,0.4153846153846154,0.267515923566879,0.768,0.563291139,0.061224489,94.58366536458334,2.2153846153846155,2.55,2.4970451941856973,3.0130202105412116,1.7550499439239502,"John Schreiber",20020,670167
"Dean Kremer","BAL",8,7,0,22,21,125.1,6.247340583987453,2.4414894236272806,0.789893637055885,0.2986666666666667,0.7776,0.393700787,0.073333333,93.58824546755726,3.2313830606831657,4.49,3.7986000397400708,4.429368033832393,1.7481420412659645,"Dean Kremer",19350,665152
"Erik Swanson","SEA",3,2,3,57,1,53.2,11.739123481179776,1.6770176401685395,0.5031052920505619,0.29508196721311475,0.8515,0.325203252,0.051724137,93.7496063105793,1.6770176401685395,2.3,1.8453498147763052,2.7185496315483295,1.7346395812928677,"Erik Swanson",16587,657024
"Robbie Ray","SEA",12,12,0,32,32,189,10.095238095238095,2.9523809523809526,1.5238095238095237,0.28354978354978355,0.812,0.392276422,0.155339805,93.57429048414023,3.7142857142857144,3.59,4.165339862480366,3.577812108350179,1.7338600158691406,"Robbie Ray",11486,592662
"Trevor Stephan","CLE",6,5,3,66,0,63.2,11.591617248886044,2.544501347316449,0.42408355788607477,0.3375,0.7353,0.48125,0.056603773,96.76713966836735,2.6858625332784736,2.34,2.1857287015970384,2.8055170227596458,1.6991699934005737,"Trevor Stephan",19932,663986
"Alex Wood","SFG",8,12,0,26,26,130.2,9.022935651791293,2.066321141631594,1.1709153135912365,0.3150684931506849,0.6391,0.481578947,0.144067796,90.55919647216797,5.096925482691265,4,3.762938317121,3.4084819907304267,1.692389965057373,"Alex Wood",13781,622072
"Michael King","NYY",6,3,1,34,0,51,11.647058823529411,2.823529411764706,0.5294117647058824,0.2807017543859649,0.7692,0.47008547,0.09090909,96.48324022346368,2.2941176470588234,2.83,2.230076868393842,2.423260705961901,1.6629199981689453,"Michael King",19853,650633
"José Alvarado","PHI",4,2,2,59,0,51,14.294117647058824,4.235294117647059,0.35294117647058826,0.33962264150943394,0.6977,0.560747663,0.076923076,98.2437515258789,3.176470588235294,2.53,1.9163513781977637,2.1612484480820453,1.6579899787902832,"Jose Alvarado",17780,621237
"Hector Neris","HOU",6,4,3,70,0,65.1,10.88265899180299,2.3418380108943144,0.4132655313342907,0.2911392405063291,0.6342,0.345911949,0.044117647,94.36674838992974,3.7193897820086166,3.29,2.347123270062367,3.290983500884569,1.6236200332641602,"Hector Neris",11804,593576
"Chris Martin","- - -",4,1,2,60,0,56,11.892857142857142,0.8035714285714286,0.9642857142857143,0.31654676258992803,0.7563,0.489510489,0.130434782,95.3614156971807,3.0535714285714284,2.55,2.183858380998884,2.007023577392101,1.614569991827011,"Chris Martin",11847,455119
"Liam Hendriks","CHW",4,4,37,58,0,57.2,13.265888640845501,2.497108450041506,1.092484946893159,0.296,0.7663,0.348837209,0.116666666,97.78942074514991,2.8092470062966948,2.59,2.678904036993662,2.641143964776191,1.609779953956604,"Liam Hendriks",3548,521230
"Caleb Thielbar","MIN",4,3,1,67,0,59.1,12.134837962181628,2.7303385414908665,0.7584273726363517,0.323943661971831,0.6935,0.294520547,0.071428571,92.92073170731707,3.4887659141272183,2.53,2.4214182033905254,3.07242279126027,1.6077699661254883,"Caleb Thielbar",10078,573204
"Jordan Romano","TOR",5,4,36,63,0,64,10.265625,2.953125,0.5625,0.2564102564102564,0.8044,0.43670886,0.064516129,96.86674059851696,2.109375,3.31,2.8155548095703127,3.4371681118384005,1.5935900211334229,"Jordan Romano",16122,605447
